name;first_name;chains
Бисопролол таблетки 2,5мг №30 Вертекс;Бисопролол;name_apr_W
Лотонел таблетки 5мг №30;Лотонел;name_apr_W
Детравенол таблетки 500мг №30;Детравенол;name_apr_W
Лозартан Н таблетки 50мг+12,5мг №30;Лозартан;name_apr_W
Allvit Коэнзим Q10 100мг капс. №30;Allvit;name_apr_W
Неовен 500мг таблетки №30;Неовен;name_apr_W
Спиронолактон капс. 50мг №30;Спиронолактон;name_apr_W
Идринол раствор для инъекций 100мг/мл 5мл ампулы №10;Идринол;name_apr_W
Лошадиная сила Гель тонизирующий с конским каштаном и экстрактом пиявки 125мл;Лошадиная;name_apr_W
Тексаред лиофилизат для приготовления раствора для инъекций 20мг флакон №3 + растворитель;Тексаред;name_apr_W
Вольтарен эмульгель гель 2% 50г;Вольтарен;name_apr_W
Но-шпа таблетки 40мг №64 дозатор;Но-шпа;name_apr_W
Кетонал крем 5% 30г;Кетонал;name_apr_W
Дип Рилиф гель 50г;Дип;name_apr_W
Пенталгин таблетки №24;Пенталгин;name_apr_W
Аэртал крем 60г;Аэртал;name_apr_W
Антифлу Кидс пор.для приготовления раствора для приема внтурь №5;Антифлу;name_apr_W
Лошадиная Сила Бальзам-гель Разогреватель 125мл;Лошадиная;name_apr_W
Кетонал крем 5% 50г;Кетонал;name_apr_W
Ацетилсалициловая кислота таблетки 500мг №10;Ацетилсалициловая;name_apr_W
Кетонал крем 5% 100г;Кетонал;name_apr_W
Салвисар мазь 25г №2;Салвисар;name_apr_W
Кофицил-плюс таблетки  №10;Кофицил-плюс;name_apr_W
Индовазин гель 45г;Индовазин;name_apr_W
Траумель С раствор для инъекций ампулы 2,2мл №5;Траумель;name_apr_W
Золотая звезда бальзам жидкий 5мл;Золотая;name_apr_W
Ацетилсалициловая кислота таблетки 500мг №30;Ацетилсалициловая;name_apr_W
Найз Активгель 1% 50г;Найз;name_apr_W
Вольтарен ТТС пластырь 15мг/сутки №2;Вольтарен;name_apr_W
Вольтарен ТТС пластырь 30мг/сутки №2;Вольтарен;name_apr_W
Цель Т раствор для инъекций ампулы 2,2мл №5;Цель;name_apr_W
Апизартрон мазь 20г;Апизартрон;name_apr_W
Цитрамон П Реневал таблетки №10;Цитрамон;name_apr_W
Дискус композитум раствор для инъекций ампулы 2,2мл №5;Дискус;name_apr_W
Кетонал гель 2,5% 100г;Кетонал;name_apr_W
Нимулид гель 1% туба 30г;Нимулид;name_apr_W
Вольтарен раствор для инъекций 75мг ампулы 3мл №5;Вольтарен;name_apr_W
Дип Рилиф гель 100г;Дип;name_apr_W
Нурофен 12+ таблетки 200мг №12;Нурофен;name_apr_W
Кетонал дуо МВ капс. 150мг №30;Кетонал;name_apr_W
Новиган таблетки №20;Новиган;name_apr_W
Тексаред таблетки 20мг №10;Тексаред;name_apr_W
Диалрапид пор. 50мг саше №9;Диалрапид;name_apr_W
Ксефокам рапид таблетки 8мг №12;Ксефокам;name_apr_W
Нурофен таблетки 200мг №20;Нурофен;name_apr_W
Нейродикловит капс. №30;Нейродикловит;name_apr_W
Нурофен таблетки 200мг №10;Нурофен;name_apr_W
Дилакса капс. 200мг №30;Дилакса;name_apr_W
Кетанов таблетки 10мг №20;Кетанов;name_apr_W
Ксефокам таблетки 8мг №30;Ксефокам;name_apr_W
Нурофен форте таблетки 400мг №12;Нурофен;name_apr_W
Траумель С таблетки №50;Траумель;name_apr_W
Нурофен экспресс форте капс. 400мг №30;Нурофен;name_apr_W
Нурофен экспресс форте капс. 400мг №10;Нурофен;name_apr_W
Нурофен экспресс капс. 200мг №24;Нурофен;name_apr_W
Нурофен экспресс капс. 200мг №8;Нурофен;name_apr_W
Нурофен экспресс форте капс. 400мг №20;Нурофен;name_apr_W
Кеторол Экспресс таблетки диспергируемые 10мг №20;Кеторол;name_apr_W
Нурофен экспресс капс. 200мг №16;Нурофен;name_apr_W
Брал таблетки №20;Брал;name_apr_W
Папаверин таблетки 40мг №20;Папаверин;name_apr_W
Нурофен таблетки детские 200мг №8;Нурофен;name_apr_W
Ланцид капс. 15мг №30;Ланцид;name_apr_W
Ланцид Кит набор таблетки и капс. №56;Ланцид;name_apr_W
Экспортал детский пор.для приготовления раствора 5г пак. №6;Экспортал;name_apr_W
Эманера капс. 20мг №14;Эманера;name_apr_W
Пилобакт таблетки комбинированный таблетки и капс. №42;Пилобакт;name_apr_W
Вазелиновое масло флакон 100мл Южфарм;Вазелиновое;name_apr_W
Гутталакс капли флакон 30мл;Гутталакс;name_apr_W
Форлакс пор. 10г пакет №20;Форлакс;name_apr_W
Вазелиновое масло флакон 25мл;Вазелиновое;name_apr_W
Ланцид капс. 30мг №30;Ланцид;name_apr_W
Форлакс для детей пор. 4г пакет №20;Форлакс;name_apr_W
Слабилен таблетки 5мг №10;Слабилен;name_apr_W
Эманера капс. 20мг №28;Эманера;name_apr_W
Касторовое масло капс. №100;Касторовое;name_apr_W
Нольпаза таблетки 20мг №14;Нольпаза;name_apr_W
Масло расторопши капс. 1360мг №90;Масло;name_apr_W
Нольпаза таблетки 40мг №28;Нольпаза;name_apr_W
Анузопрокт суппозитории ректальные №10;Анузопрокт;name_apr_W
Регулакс Пикосульфат капли флакон 20мл;Регулакс;name_apr_W
Ренни таблетки жевательные Ментол №24;Ренни;name_apr_W
Бисакодил таблетки 5мг №30;Бисакодил;name_apr_W
Пантопразол таблетки 20мг №56;Пантопразол;name_apr_W
Лактулоза премиум пор.  саше №4;Лактулоза;name_apr_W
Хайрабезол таблетки 10мг №15;Хайрабезол;name_apr_W
Ксефокам лиофилизат для инъекций 8мг флакон №5;Ксефокам;name_apr_W
Панум таблетки 20мг №28;Панум;name_apr_W
Темпалгин таблетки №20;Темпалгин;name_apr_W
Долобене гель 45г;Долобене;name_apr_W
Кетанов раствор для инъекций 30мг/мл ампулы 1мл №10;Кетанов;name_apr_W
Баралгин М таблетки №20;Баралгин;name_apr_W
Креон капс. 25000 ЕД №20 Россия;Креон;name_apr_W
Энтерофурил суспензия для приема внутрь 200мг/5мл фл. 90мл;Энтерофурил;name_apr_W
Мяты перечной настойка флакон 25мл;Мяты;name_apr_W
Бифиформ капс. №30;Бифиформ;name_apr_W
Креон капс. 10000 ЕД №50 Германия;Креон;name_apr_W
Дюспаталин капс. 200мг №30;Дюспаталин;name_apr_W
Драмина таблетки 50мг №10;Драмина;name_apr_W
Салофальк таблетки 500мг №100;Салофальк;name_apr_W
Релиф суппозитории ректальные №10;Релиф;name_apr_W
Салофальк таблетки 500мг №50;Салофальк;name_apr_W
Месакол таблетки 400мг №50;Месакол;name_apr_W
Омепразол лиофилизат для приготовления раствора для инфузий 40мг флакон №1;Омепразол;name_apr_W
Эсфолив-Лекфарм раствор для инъекций 50мг/мл ампулы 5мл №5;Эсфолив-Лекфарм;name_apr_W
Самеликс таблетки 400мг №20;Самеликс;name_apr_W
Эсслиал форте капс. 300мг №30;Эсслиал;name_apr_W
Гутталакс таблетки 5мг №20;Гутталакс;name_apr_W
Урсодез капс. 250мг №50;Урсодез;name_apr_W
Нурофен Интенсив таблетки 200мг+500мг №6;Нурофен;name_apr_W
Этория таблетки 90мг №7;Этория;name_apr_W
Солпадеин Фаст таблетки №12;Солпадеин;name_apr_W
Тенорокс таблетки 100мг+25мг №28;Тенорокс;name_apr_W
Нифедипин таблетки 10мг №50;Нифедипин;name_apr_W
Лерканидипин-СЗ таблетки 20мг №30;Лерканидипин-СЗ;name_apr_W
Телмиста таблетки 80мг №28;Телмиста;name_apr_W
Метопролол таблетки 50мг №60 Пранафарм;Метопролол;name_apr_W
Телмиста Н таблетки 40мг+12,5мг №28;Телмиста;name_apr_W
Кандесартан-СЗ таблетки 16мг №30;Кандесартан-СЗ;name_apr_W
Метопролол ретард таблетки 50мг №30;Метопролол;name_apr_W
Кандесартан таблетки 8мг №30;Кандесартан;name_apr_W
Телмиста Н таблетки 40мг+12,5мг №84;Телмиста;name_apr_W
Аспармак Форте таблетки №60;Аспармак;name_apr_W
Метопролол ретард таблетки 25мг №30;Метопролол;name_apr_W
Амлодипин-Периндоприл таблетки 5мг+10мг №30;Амлодипин-Периндоприл;name_apr_W
Метопролол таблетки 100мг №60;Метопролол;name_apr_W
Магния сульфат раствор 25% ампулы 5мл №10;Магния;name_apr_W
Телмиста таблетки 80мг №84;Телмиста;name_apr_W
Амлодипин таблетки 10мг №90;Амлодипин;name_apr_W
Телсартан таблетки 40мг №30;Телсартан;name_apr_W
Ирбесартан таблетки 300мг №30;Ирбесартан;name_apr_W
Сувардио таблетки 10мг №90;Сувардио;name_apr_W
Индапамид+Периндоприл таблетки 1,25мг+5мг №30;Индапамид+Периндоприл;name_apr_W
Телмиста Н таблетки 80мг+12,5мг №84;Телмиста;name_apr_W
Карведилол таблетки 6,25мг №30;Карведилол;name_apr_W
Лерканидипин-СЗ таблетки 10мг №30;Лерканидипин-СЗ;name_apr_W
Периндоприл таблетки 4мг №90;Периндоприл;name_apr_W
Вамлосет таблетки 5мг+80мг №90;Вамлосет;name_apr_W
Граммидин детский таблетки №18;Граммидин;name_apr_W
Називин капли назальные 0,01% флакон 5мл;Називин;name_apr_W
Отривин спрей назальный 0,05% флакон 10мл;Отривин;name_apr_W
Стрепсилс таблетки Лимон без сахара №24;Стрепсилс;name_apr_W
Граммидин Нео с анестетиком таблетки №18;Граммидин;name_apr_W
Називин капли назальные 0,025% флакон 10мл;Називин;name_apr_W
Дилтиазем таблетки 90мг №30;Дилтиазем;name_apr_W
Телпрес плюс таблетки 40мг+12,5мг №28;Телпрес;name_apr_W
Анаприлин таблетки 40мг №112;Анаприлин;name_apr_W
Ко-Вамлосет таблетки 5мг+160мг+12,5мг №30;Ко-Вамлосет;name_apr_W
Кандесартан-СЗ таблетки 32мг №30;Кандесартан-СЗ;name_apr_W
Метопролол таблетки 25мг №30;Метопролол;name_apr_W
Ко-Дальнева таблетки 10мг+2,5мг+8мг №90;Ко-Дальнева;name_apr_W
Карведилол таблетки 6.25мг №30;Карведилол;name_apr_W
Лозартан таблетки 100мг №60;Лозартан;name_apr_W
Метопролол таблетки 50мг №50;Метопролол;name_apr_W
Бисопролол таблетки 5мг №30 Биоком;Бисопролол;name_apr_W
Бисопролол-АКОС таблетки 10мг №30;Бисопролол-АКОС;name_apr_W
Занидип рекордати таблетки 20мг №56;Занидип;name_apr_W
Телмиста АМ таблетки 5мг+80мг №28;Телмиста;name_apr_W
Лерканидипин таблетки 20мг №30;Лерканидипин;name_apr_W
Консилар Д24 капс. 5мг+1,25мг №30;Консилар;name_apr_W
Периндоприл Плюс таблетки 2,5мг+8мг №30;Периндоприл;name_apr_W
Кетонал капс. 50мг №25;Кетонал;name_apr_W
Долококс таблетки 60мг №10;Долококс;name_apr_W
Папаверина гидрохлорид раствор для инъекций 2% ампулы 2мл №10;Папаверина;name_apr_W
Эмла крем 30г;Эмла;name_apr_W
Версатис ТТС пластырь №5;Версатис;name_apr_W
Аркоксиа таблетки 90мг №7;Аркоксиа;name_apr_W
Долококс таблетки 90мг №30;Долококс;name_apr_W
Нурофен форте таблетки 400мг №24;Нурофен;name_apr_W
Аркоксиа таблетки 60мг №14;Аркоксиа;name_apr_W
Долококс таблетки 90мг №10;Долококс;name_apr_W
Оки гранулы 80мг пакет 2г №12;Оки;name_apr_W
Цель Т таблетки №50;Цель;name_apr_W
Пироксикам капс. 20мг №20;Пироксикам;name_apr_W
Кеторолак Реневал таблетки 10мг №28;Кеторолак;name_apr_W
Аркоксиа таблетки 120мг №7;Аркоксиа;name_apr_W
Нурофен 12+ таблетки 200мг №24;Нурофен;name_apr_W
Аэртал пор.для приготовления раствора 100мг пакетов №20;Аэртал;name_apr_W
Тералив таблетки 275мг №12;Тералив;name_apr_W
Кетопрофен таблетки 100мг №30;Кетопрофен;name_apr_W
Клодифен Нейро капс. №30;Клодифен;name_apr_W
Клодифен Нейро капс. №30 Турция;Клодифен;name_apr_W
Аэртал таблетки 100мг №60;Аэртал;name_apr_W
Найзилат таблетки 600мг №20;Найзилат;name_apr_W
Желчь медицинская флакон 250мл;Желчь;name_apr_W
Диклофенак гель 5% 50г;Диклофенак;name_apr_W
Ирбесартан таблетки 150мг №30;Ирбесартан;name_apr_W
Анальгин раствор 50% ампулы 2мл №10;Анальгин;name_apr_W
Лерканидипин таблетки 10мг №30;Лерканидипин;name_apr_W
Кардиолип таблетки 20мг №30;Кардиолип;name_apr_W
Вальсакор Н таблетки 80мг+12,5мг №90;Вальсакор;name_apr_W
Телмиста таблетки 40мг №84;Телмиста;name_apr_W
Эналаприл H таблетки 10мг+25мг №20;Эналаприл;name_apr_W
Амлодипин-Периндоприл таблетки 10мг+10мг №30;Амлодипин-Периндоприл;name_apr_W
Бисопролол таблетки 2,5мг №30;Бисопролол;name_apr_W
Эналаприл НЛ таблетки 20мг+12,5мг №20;Эналаприл;name_apr_W
Амлодипин-Периндоприл таблетки 5мг+5мг №30;Амлодипин-Периндоприл;name_apr_W
Ко-Периндоприл таблетки 2,5мг+8мг №30;Ко-Периндоприл;name_apr_W
Эналаприл HЛ таблетки 10мг+12,5мг №20;Эналаприл;name_apr_W
Фозиноприл таблетки 10мг №30;Фозиноприл;name_apr_W
Каптоприл таблетки 50мг №30;Каптоприл;name_apr_W
Де-Криз таблетки 10мг+20мг №30;Де-Криз;name_apr_W
Ко-Периндоприл таблетки 1,25мг+4мг №30;Ко-Периндоприл;name_apr_W
Моксонидин Реневал таблетки 0,2мг №60;Моксонидин;name_apr_W
Эналаприл таблетки 5мг №60;Эналаприл;name_apr_W
Бисопролол таблетки 10мг №30 Озон;Бисопролол;name_apr_W
Периндоприл Плюс таблетки 1,25мг+4мг №30;Периндоприл;name_apr_W
Вальсакор Н таблетки 160мг+12.5мг №90;Вальсакор;name_apr_W
Фозиноприл таблетки 20мг №30;Фозиноприл;name_apr_W
Комплекс Фосфолипидов плюс капс. №30;Комплекс;name_apr_W
Нольпаза таблетки 40мг №56;Нольпаза;name_apr_W
Лактитол пор. 6г пакеты №15;Лактитол;name_apr_W
Гербион сироп первоцвета флакон 150мл;Гербион;name_apr_W
Линкас пастилки Плющ+Солодка №18;Линкас;name_apr_W
Бронхосип сироп флакон 100мл;Бронхосип;name_apr_W
Нафтизин Реневал капли назальные 0.05% флакон 25мл;Нафтизин;name_apr_W
Гербион сироп плюща флакон 150мл;Гербион;name_apr_W
Спрей для полости рта Эвкалипт 50мл;Спрей;name_apr_W
Горпилс пастилки Мед и лимон №24;Горпилс;name_apr_W
Кватран ксило капли назальные 0,05% тюбик-капельница 15мл;Кватран;name_apr_W
Бромгексин таблетки 8мг №20;Бромгексин;name_apr_W
Моксонидин Реневал таблетки 0,2мг №30;Моксонидин;name_apr_W
Аторис таблетки 30мг №30;Аторис;name_apr_W
Бетаксолол таблетки 20мг №30;Бетаксолол;name_apr_W
Телмисартан таблетки 80мг №28;Телмисартан;name_apr_W
Аторис таблетки 40мг №30;Аторис;name_apr_W
Кандесартан таблетки 16мг №30;Кандесартан;name_apr_W
Бисопролол таблетки 5мг №30 Озон;Бисопролол;name_apr_W
Аторис таблетки 10мг №30;Аторис;name_apr_W
Телмисартан таблетки 40мг №28;Телмисартан;name_apr_W
Амлодипин таблетки 10мг №60 Озон;Амлодипин;name_apr_W
Лерканорм таблетки 10мг №60;Лерканорм;name_apr_W
Карведилол таблетки 12,5мг №30;Карведилол;name_apr_W
Телмисартан таблетки 80мг №30;Телмисартан;name_apr_W
Аква марис Норм спрей назальный флакон 50мл;Аква;name_apr_W
Фарингосепт таблетки Лимон №20;Фарингосепт;name_apr_W
Де-Криз таблетки 5мг+10мг №30;Де-Криз;name_apr_W
Ксилометазолин капли назальные 0,1% флакон 15мл;Ксилометазолин;name_apr_W
Амброксол Реневал таблетки 30мг №20;Амброксол;name_apr_W
Тантум верде таблетки Лимон №20;Тантум;name_apr_W
Амбробене сироп 15мг/5мл флакон 100мл;Амбробене;name_apr_W
Тантум верде таблетки Эвкалипт №20;Тантум;name_apr_W
Солодки корня сироп 100г;Солодки;name_apr_W
Люголя спрей флакон 50мл;Люголя;name_apr_W
Флуифорт гранулы для приготовления суспензии для приема внутрь пакеты  №10;Флуифорт;name_apr_W
Сироп Первоцвета флакон 150мл;Сироп;name_apr_W
Амброксол таблетки 30мг №30;Амброксол;name_apr_W
Тантум верде таблетки Апельсин+Мед №20;Тантум;name_apr_W
Аскорил Экспекторант сироп флакон 100мл;Аскорил;name_apr_W
Джосет сироп флакон 100 мл;Джосет;name_apr_W
Аскорил Экспекторант сироп флакон 200мл;Аскорил;name_apr_W
Простолор капли назальные 10мл;Простолор;name_apr_W
Оксифрин капли назальные 0,01% флакон-капельница 5мл;Оксифрин;name_apr_W
Мукоцил Солюшн Таблетс таблетки диспергируемые 600мг №10;Мукоцил;name_apr_W
Панавир Инлайт с ксилитом спрей для полости рта 40мл;Панавир;name_apr_W
Джосет Актив таблетки №20;Джосет;name_apr_W
Амброксол таблетки 30мг №50;Амброксол;name_apr_W
Горпилс пастилки Ментол и эвкалипт №24;Горпилс;name_apr_W
Сироп Плюща флакон 150мл;Сироп;name_apr_W
Каптоприл таблетки 25мг №20;Каптоприл;name_apr_W
Атероклефит капли для приема внутрь флакон 100мл;Атероклефит;name_apr_W
Адеметионин 400мг таблетки №15;Адеметионин;name_apr_W
Нэйчес Баунти/№ature's Bounty L-Аргинин капс. 500мг №50;Нэйчес;name_apr_W
Лерканорм таблетки 20мг №30;Лерканорм;name_apr_W
Аторис таблетки 20мг №90;Аторис;name_apr_W
Эспиро таблетки 25мг №30;Эспиро;name_apr_W
Корвалол капли для приема внутрь фл. 25мл Гиппократ;Корвалол;name_apr_W
Детравенол таблетки 1000мг №18;Детравенол;name_apr_W
Спазмалгон таблетки №50;Спазмалгон;name_apr_W
Терафлю пор. Лимон пакетики №10;Терафлю;name_apr_W
Седальгин плюс таблетки №20;Седальгин;name_apr_W
Кетонал раствор 50мг/мл ампулы 2мл №10;Кетонал;name_apr_W
Дротаверин Реневал таблетки 40мг №56;Дротаверин;name_apr_W
Терафлю пор. Лимон пакетики №14;Терафлю;name_apr_W
Спазмалгон таблетки №20;Спазмалгон;name_apr_W
Эмла крем 5г №5;Эмла;name_apr_W
Вольтарен эмульгель гель 1% 100г;Вольтарен;name_apr_W
Артоксан лиофилизат для приготовления раствора 20мг флакон №3 + растворитель Турция;Артоксан;name_apr_W
Седальгин плюс таблетки №10;Седальгин;name_apr_W
Но-шпа раствор для инъекций 20мг/мл ампулы 2мл №5;Но-шпа;name_apr_W
Вольтарен эмульгель гель 2% 100г;Вольтарен;name_apr_W
Вольтарен эмульгель гель 2% 150г;Вольтарен;name_apr_W
Но-шпа форте таблетки 80мг №24;Но-шпа;name_apr_W
Но-шпа ДУО таблетки 40мг+500мг №12;Но-шпа;name_apr_W
Солгар Коэнзим Q-10 капс. 60мг №30;Солгар;name_apr_W
Леспефлан флакон 100мл;Леспефлан;name_apr_W
Розулип Плюс капс. 10мг+10мг №30;Розулип;name_apr_W
Розувастатин таблетки 40мг №30;Розувастатин;name_apr_W
Моксарел таблетки 0,2мг №30;Моксарел;name_apr_W
Моксарел таблетки 0,4мг №30;Моксарел;name_apr_W
Розувастатин таблетки 10мг №90;Розувастатин;name_apr_W
Моксонидин Реневал таблетки 0,4мг №30;Моксонидин;name_apr_W
Аторис таблетки 20мг №30;Аторис;name_apr_W
Адреналина гидрохлорид раствор для инъекций 0,1% ампулы 1мл №5;Адреналина;name_apr_W
Карведилол таблетки 25мг №30;Карведилол;name_apr_W
Аторис таблетки 10мг №90;Аторис;name_apr_W
Корвалол капли для приема внутрь флакон 25мл;Корвалол;name_apr_W
Липобон таблетки 10мг №30;Липобон;name_apr_W
Роксера таблетки 10мг №30;Роксера;name_apr_W
Фелодипин таблетки 5мг №30;Фелодипин;name_apr_W
Валосердин капли для приема внутрь флакон 15мл;Валосердин;name_apr_W
Эналаприл таблетки 10мг №50;Эналаприл;name_apr_W
Аторвастатин таблетки 80мг №30;Аторвастатин;name_apr_W
Бисопролол таблетки 5мг №50 Озон;Бисопролол;name_apr_W
Розувастатин Алиум таблетки 20мг №30;Розувастатин;name_apr_W
Аторвастатин таблетки 10мг №90;Аторвастатин;name_apr_W
Риолма таблетки 25мг №30;Риолма;name_apr_W
Роксера таблетки 5мг №90;Роксера;name_apr_W
Индапамид ретард таблетки 1,5мг №30;Индапамид;name_apr_W
Нафтизин Реневал капли назальные 0.05% флакон 20мл;Нафтизин;name_apr_W
Мукоцил Солюшн Таблетс таблетки диспергируемые 200мг №20;Мукоцил;name_apr_W
Кофасма сироп флакон 100мл;Кофасма;name_apr_W
Бифидобактерии бифидум-СМ пор.1г саше №30;Бифидобактерии;name_apr_W
Бифидобактерии бифидум-СМ пор.2г саше №10;Бифидобактерии;name_apr_W
Лактулоза сироплакс флакон 200мл;Лактулоза;name_apr_W
Алмагель суспензия для приема внутрь саше 10мл №10;Алмагель;name_apr_W
Диара таблетки жевательные 2мг №12;Диара;name_apr_W
Комплекс расторопши семян капс. №30;Комплекс;name_apr_W
Антарейт таблетки жевательные 800мг/40мг №12;Антарейт;name_apr_W
Моделакс-Н раствор ректальный 5мл №2;Моделакс-Н;name_apr_W
Омизак капс. 20мг №30;Омизак;name_apr_W
Урцевел капс. 250мг №50;Урцевел;name_apr_W
Витридинол таблетки 120мг №56;Витридинол;name_apr_W
Антарейт таблетки жевательные 800мг/40мг №24;Антарейт;name_apr_W
Бифидобактерии бифидум-СМ пор.2г саше №30;Бифидобактерии;name_apr_W
Алесорб Энтеросорбент Гель+ лимон пакет 10г №18;Алесорб;name_apr_W
Фитолакс таблетки №20;Фитолакс;name_apr_W
Расторопши пятнистой шрот пакет 100г;Расторопши;name_apr_W
Мотилиум таблетки 10мг №30;Мотилиум;name_apr_W
Маалокс суспензия 15мл пакетики №6;Маалокс;name_apr_W
Везигамп таблетки 10мг №30;Везигамп;name_apr_W
Алесорб Энтеросорбент Гель+ клубника пакет 10г №18;Алесорб;name_apr_W
Маалокс таблетки жевательные без сахара №10;Маалокс;name_apr_W
Ринофлуимуцил спрей назальный флакон 10мл;Ринофлуимуцил;name_apr_W
Гастрасан Экспресс таблетки жевательные Мята №12;Гастрасан;name_apr_W
Ульблок капс. 10мг №28;Ульблок;name_apr_W
Геделикс капли флакон 50мл;Геделикс;name_apr_W
Энтеродез пор.5г №3;Энтеродез;name_apr_W
Нольпаза таблетки 20мг №28;Нольпаза;name_apr_W
Сенна+ таблетки №40;Сенна+;name_apr_W
Эманера капс. 40мг №28;Эманера;name_apr_W
Масло облепиховое 50мг% капс. №60;Масло;name_apr_W
Гайро таблетки 500мг №10;Гайро;name_apr_W
Гепцифол экспресс лиофилизат для приготовления раствора для внутривенного и внутримышечного введения 400мг флакон №5;Гепцифол;name_apr_W
Урдокса капс. 250мг №50;Урдокса;name_apr_W
Лоперамид Реневал капс. 2мг №20;Лоперамид;name_apr_W
Бифидобактерии бифидум-СМ пор.1г саше №10;Бифидобактерии;name_apr_W
Эзомепразол таблетки 40мг №28;Эзомепразол;name_apr_W
Гастрасан Экспресс таблетки жевательные Апельсин №12;Гастрасан;name_apr_W
Новокаин суппозитории ректальные 100мг №10;Новокаин;name_apr_W
Масло расторопши капс. №100;Масло;name_apr_W
Фамотидин таблетки 40мг №20;Фамотидин;name_apr_W
Простосорб пор.для суспензии банка 50г;Простосорб;name_apr_W
Алмагель Нео суспензия саше 10мл №10;Алмагель;name_apr_W
Лоперамид Реневал капс. 2мг №10;Лоперамид;name_apr_W
Эссенциальные фосфолипиды р-р для внутривенного введения 50мг/мл. 5мл. ампулы №5;Эссенциальные;name_apr_W
Нольпаза таблетки 20мг №56;Нольпаза;name_apr_W
Слабилен таблетки 5мг №50;Слабилен;name_apr_W
Гепатрин капс. №60;Гепатрин;name_apr_W
Стрепсилс таблетки Витамин С и Апельсин №24;Стрепсилс;name_apr_W
Стрепсилс таблетки Ментол+Эвкалипт №24;Стрепсилс;name_apr_W
Арбидол максимум капс. 200мг №10;Арбидол;name_apr_W
Фервекс пор. Лимон пакетики №8;Фервекс;name_apr_W
Виброцил капли назальные флакон 15мл;Виброцил;name_apr_W
Софрадекс глазные и ушные капли флакон 5мл;Софрадекс;name_apr_W
Ципромед капли ушные 0,3% флакон 10мл;Ципромед;name_apr_W
Отофа капли ушные флакон 10мл;Отофа;name_apr_W
Анауран капли ушные флакон 25мл;Анауран;name_apr_W
Полидекса капли ушные флакон 10,5мл;Полидекса;name_apr_W
Кандибиотик капли ушные флакон 5мл;Кандибиотик;name_apr_W
Отипакс капли ушные флакон 15мл;Отипакс;name_apr_W
Бензидамин ДС спрей 0,15% флакон 30мл;Бензидамин;name_apr_W
Мукалтинол таблетки №20;Мукалтинол;name_apr_W
Сиалор Рино спрей назальный 0,05% флакон 10мл;Сиалор;name_apr_W
Максиколд лор спрей 0,2% флакон 40мл;Максиколд;name_apr_W
Флуимуцил раствор для внутривенного введения ингаляций 10% амп. 3мл №5;Флуимуцил;name_apr_W
Амбробене раствор для ингаляций 7,5мг/мл флакон 40мл;Амбробене;name_apr_W
Эйфа АЦ гранулы 600мг пакеты №10;Эйфа;name_apr_W
Лазолван Макс капс. 75мг №10;Лазолван;name_apr_W
Амбробене таблетки 30мг №20;Амбробене;name_apr_W
Арепливир таблетки 200мг №40;Арепливир;name_apr_W
Солодки корня сироп стекло 100г;Солодки;name_apr_W
Пертуссин сироп флакон стекло 100мл Флора Кавказа;Пертуссин;name_apr_W
Геделикс сироп флакон 200мл;Геделикс;name_apr_W
Эргоферон таблетки №20;Эргоферон;name_apr_W
Цитовир-3 сироп для приема внутрь флакон 50мл;Цитовир-3;name_apr_W
Фервекс пор. детский Малина пакетики №8;Фервекс;name_apr_W
Анаферон таблетки №20;Анаферон;name_apr_W
Стрепсилс таблетки Интенсив Мед+Лимон №24;Стрепсилс;name_apr_W
Терафлю пор. Лесные ягоды пакетики №10;Терафлю;name_apr_W
Називин сенситив спрей назальный 0,025% 11,25мкг/доз флакон 10мл;Називин;name_apr_W
Оциллококцинум гранулы гомеопатические №12;Оциллококцинум;name_apr_W
Стрепсилс таблетки Мед+Лимон №24;Стрепсилс;name_apr_W
Колдрекс хотрем пор. Лимон пакетики №10;Колдрекс;name_apr_W
Оциллококцинум гранулы гомеопатические №6;Оциллококцинум;name_apr_W
Виброцил спрей назальный флакон 15мл;Виброцил;name_apr_W
Ингавирин капс. 60мг №10;Ингавирин;name_apr_W
Отривин спрей назальный 0,1% флакон 10мл Ментол/эвкалипт;Отривин;name_apr_W
Анаферон детский таблетки №20;Анаферон;name_apr_W
Цитовир-3 капс. №12;Цитовир-3;name_apr_W
Лазолван рино спрей назальный 82мкг/доза флакон 10мл;Лазолван;name_apr_W
Отривин Комплекс спрей назальный флакон 10мл;Отривин;name_apr_W
Терафлю пор. Лимон пакетики №4;Терафлю;name_apr_W
Терафлю экстра пор. Лимон пакетики №10;Терафлю;name_apr_W
Ингавирин капс. 90мг №10;Ингавирин;name_apr_W
Фервекс пор. Малина пакетики №8;Фервекс;name_apr_W
Отривин Экспресс спрей назальный 0,05% флакон 10мл;Отривин;name_apr_W
Ингавирин сироп 30мг/5мл флакон 90мл;Ингавирин;name_apr_W
Небилет таблетки 5мг №28;Небилет;name_apr_W
Омез капс. 20мг №30;Омез;name_zdor_W
Но-шпа таблетки 40мг №24;Но-шпа;name_zdor_W
Атенолол таблетки 100мг №30;Атенолол;name_zdor_W
Антигриппин-Экспресс пор. малиновый №12;Антигриппин-Экспресс;name_zdor_W
Фосфоглив урсо капс. 35мг+250мг №50;Фосфоглив;name_zdor_W
Бисакодил-Хемофарм таблетки   сах 5мг №30;Бисакодил-Хемофарм;name_zdor_W
