count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,Количество в упаковке,Other,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13,product_group_14,product_group_15,product_group_16,product_group_17,product_group_18,product_group_19,product_group_20,product_group_21,product_group_22
504_2023-05-07,Налгезин таблетки 275мг №10,2023-05-07,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Гнойный и неуточненный средний отит']",['Напроксен'],"['Домашняя аптечка', 'Аптечка путешественника', 'Температура']",['Налгезин'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Напроксен'],['275мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505_2023-05-07,Найз таблетки 100мг №20,2023-05-07,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата']",['Нимесулид'],"['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Нимесил']",['Найз'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Нимесулид'],['100мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506_2023-05-07,Новиган таблетки №10,2023-05-07,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Желчнокаменная болезнь [холелитиаз]']","['Ибупрофен', 'Питофенон', 'Фенпивериния бромид']","['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Болит голова', 'Болит зуб']",['Новиган'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен+Питофенон+Фенпивериния бромид'],['400мг+5мг+0.1мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507_2023-05-07,Кеторолак таблетки 10мг №20,2023-05-07,"['Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит', 'Полиартроз']",['Кеторолак'],"['Домашняя аптечка', 'Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Кеторолак'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Кеторолак'],['10мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508_2023-05-07,Ибупрофен таблетки 400мг №20,2023-05-07,"['Мигрень', 'Головная боль', 'Миалгия']",['Ибупрофен'],"['Жар', 'Бруфен', 'Нурофен', 'Миг']",['Ибупрофен'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 30 С'],['Ибупрофен'],['400мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509_2023-05-07,Кетопровел таблетки 100 мг №30,2023-05-07,"['Мигрень', 'Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе']",['Кетопрофен'],"['Болит голова', 'Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах', 'Дексалгин', 'Диафлекс', 'Кетонал', 'Найз', 'Артрокер', 'Фламадекс']",['Кетопровел'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Кетопрофен'],['100мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510_2023-05-07,Этария таблетки 90мг №7,2023-05-07,"['Подагра', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Эторикоксиб'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Этория'],"['АО ""Биохимик""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эторикоксиб'],['90мг'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511_2023-05-07,Кеторолак таблетки 10мг №20,2023-05-07,"['Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит', 'Полиартроз']",['Кеторолак'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах', 'Дексалгин', 'Диафлекс', 'Кетонал', 'Найз', 'Артрокер', 'Фламадекс']",['Кеторолак'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Кеторолак'],['10мг'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512_2023-05-07,Этария таблетки 120 мг №7,2023-05-07,"['Подагра', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Эторикоксиб'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Этория'],"['АО ""Биохимик""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эторикоксиб'],['120мг'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513_2023-05-07,"Мелоксикам таблетки 7,5мг №20",2023-05-07,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Артрит неуточненный', 'Полиартроз', 'Артроз неуточненный']",['Мелоксикам'],"['Домашняя аптечка', 'Болит зуб', 'Мовалис', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах', 'Дексалгин', 'Диафлекс', 'Артрокер', 'Фламадекс']",['Мелоксикам'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['7.5мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514_2023-05-07,Диафлекс капсулы 50мг №60,2023-05-07,"['Полиартроз', 'Артроз неуточненный', 'Спондилез']",['Диацереин'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине']",['Диафлекс'],['Rompharm Compani/ Ромфарм Компани'],['Румыния'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Диацереин'],['50мг'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515_2023-05-07,Ибуклин юниор таблетки 100мг+125мг №20,2023-05-07,"['Подагра', 'Головная боль', 'Миалгия', 'Острый синусит', 'Острый фарингит']","['Ибупрофен', 'Парацетамол']","['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Болит голова', 'Болит зуб', 'Жар']",['Ибуклин'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ибупрофен+Парацетамол'],['100мг+125мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516_2023-05-07,Этария таблетки 60мг №14,2023-05-07,"['Подагра', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Эторикоксиб'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Этория'],"['АО ""Биохимик""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эторикоксиб'],['60мг'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517_2023-05-07,Фламадекс таблетки 25мг №10,2023-05-07,"['Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Реактивные артропатии', 'Серопозитивный ревматоидный артрит']",['Декскетопрофен'],"['Домашняя аптечка', 'Аптечка путешественника']",['Фламадекс'],"['АО ""Рафарма""']",['Испания'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Декскетопрофен'],['25мг'],['Средства от боли'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518_2023-05-07,Диклофенак Реневал таб. 50мг №20,2023-05-07,"['Подагра', 'Миалгия', 'Боль в суставе', 'Гнойный и неуточненный средний отит', 'Оталгия']",['Диклофенак'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах', 'Диклофенак']",['Диклофенак'],"['ЗАО ""ПФК Обновление""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Диклофенак'],['50мг'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519_2023-05-07,Кетанов таблетки 10мг №20,2023-05-07,"['Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит', 'Полиартроз']",['Кеторолак'],"['Домашняя аптечка', 'Аптечка путешественника']",['Кетанов'],['Ranbaxy Lab. Ltd/ Ранбакси'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Кеторолак'],['10мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520_2023-05-07,Спазган Нео таблетки №20,2023-05-07,[],"['Ибупрофен', 'Питофенон', 'Фенпивериния бромид']","['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Болит голова']",['Спазган'],['Wockhard Ltd./ Вокхард Лимитед'],['Индия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен+Питофенон+Фенпивериния бромид'],['400мг+5мг+0.1мг'],['Средства спазмолитики'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521_2023-05-07,Этория таблетки 60мг №28,2023-05-07,['Подагра'],['Эторикоксиб'],[],['Этория'],"['АО ""Биохимик""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эторикоксиб'],['60мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522_2023-05-07,Оки Акт гранулы 40мг пакет №10,2023-05-07,"['Миалгия', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Кетопрофен'],"['Болит зуб', 'Жар', 'Дексалгин', 'Диафлекс', 'Кетонал', 'Найз', 'Артрокер', 'Фламадекс']",['Оки'],['ЭйСиЭс Добфар С.п.А./Факта Фармачеутичи С.п.А.'],['Италия'],['Гранулы'],['Без рецепта'],['Не выше 25 С'],['Кетопрофен'],['40мг'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523_2023-05-07,Кетопрофен таблетки 100мг №20,2023-05-07,"['Мигрень', 'Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе']",['Кетопрофен'],"['Болит голова', 'Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Кетопрофен'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Кетопрофен'],['100мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524_2023-05-07,Диклофенак ретард таблетки 100мг №20,2023-05-07,"['Мигрень', 'Подагра', 'Миалгия', 'Боль в суставе', 'Гнойный и неуточненный средний отит']",['Диклофенак'],"['Домашняя аптечка', 'Аптечка путешественника']",['Диклофенак'],['Hemofarm A.D./ Хемофарм'],['Сербия'],['Таблетки'],['Рецептурный'],['15-25 С'],['Диклофенак'],['100мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525_2023-05-07,Кетонал таблетки 100мг №20,2023-05-07,"['Подагра', 'Головная боль', 'Миалгия', 'Реактивные артропатии', 'Болезнь Рейтера']",['Кетопрофен'],"['Домашняя аптечка', 'Аптечка путешественника', 'Температура']",['Кетонал'],['Lek d.d./ Лек'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Кетопрофен'],['100мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526_2023-05-07,Диалрапид порошок для приготовления раствора для приема внутрь 50мг саше №9,2023-05-07,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Гнойный и неуточненный средний отит']",['Диклофенак'],"['Домашняя аптечка', 'Болит зуб', 'Боль в мышцах', 'Боль в спине', 'Диклофенак']",['Диалрапид'],['Mipharm S.p.A/ Мифарм С.п.А.'],['Италия'],['Порошок для приготовления раствора для внутреннего применения'],['Рецептурный'],['Не выше 25 С'],['Диклофенак'],['50мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527_2023-05-07,Амелотекс таблетки 15мг №10,2023-05-07,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Остеохондроз позвоночника', 'Анкилозирующий спондилит']",['Мелоксикам'],"['Домашняя аптечка', 'Аптечка путешественника', 'Дексалгин']",['Амелотекс'],"['ЗАО ""Сотекс Фармфирма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['15мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528_2023-05-07,Этория таблетки 120 мг №7,2023-05-07,[],['Эторикоксиб'],[],['Этория'],"['АО ""Биохимик""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эторикоксиб'],['120мг'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529_2023-05-07,Долококс таблетки 60мг №10,2023-05-07,"['Подагра', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Воспалительная полиартропатия', 'Ревматоидный артрит неуточненный']",['Эторикоксиб'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Долококс'],"['ЗАО ""Макиз Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эторикоксиб'],['60мг'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530_2023-05-07,Баралгин М раствор 500мг/мл ампулы 5мл №5,2023-05-07,"['Мигрень', 'Головная боль', 'Миозит', 'Лихорадка неясного происхождения', 'Острая боль']",['Метамизол натрия'],[],['Баралгин'],['Sanofi Aventis Pharma/ Санофи Авентис'],['Индия'],['Раствор для инъекций'],['Рецептурный'],['8-25 С'],['Метамизол натрия'],['500мг/мл'],['Средства от боли'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531_2023-05-07,Цефекон Д суппозитории ректальные 100мг №10,2023-05-07,"['Головная боль', 'Миалгия', 'Острая инфекция верхних дыхательных путей неуточненная', 'Грипп, вызванный идентифицированным вирусом гриппа', 'Другие уточненные изменения зубов и их опорного аппарата']",['Парацетамол'],"['Температура', 'Свечки от температуры', 'Температура у ребёнка']",['Цефекон'],"['ОАО ""Нижфарм""']",['Россия'],['Суппозитории ректальные'],['Без рецепта'],['Не выше 20 С'],['Парацетамол'],['100мг'],['Средства от боли'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532_2023-05-07,Лидокаина гидрохлорид раствор для инъекций 100мг/мл ампулы 2мл №10,2023-05-07,"['Желудочковая тахикардия', 'Фибрилляция и трепетание желудочков', 'Отравление сердечными гликозидами и препаратами аналогичного действия']",['Лидокаин'],[],['Лидокаина гидрохлорид'],"['ЗАО ""ПФК Обновление""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Лидокаин'],['10%'],['Средства для анестезии'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533_2023-05-07,Цефекон Д суппозитории ректальные 50мг №10,2023-05-07,"['Головная боль', 'Миалгия', 'Острая инфекция верхних дыхательных путей неуточненная', 'Грипп, вызванный идентифицированным вирусом гриппа', 'Другие уточненные изменения зубов и их опорного аппарата']",['Парацетамол'],"['Температура', 'Свечки от температуры', 'Температура у ребёнка']",['Цефекон'],"['ОАО ""Нижфарм""']",['Россия'],['Суппозитории ректальные'],['Без рецепта'],['Не выше 20 С'],['Парацетамол'],['50мг'],['Средства от боли'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534_2023-05-07,"Акриол Про крем 2,5%+2,5% 5г",2023-05-07,"['Контагиозный моллюск', 'Гипертрихоз неуточненный', 'Хроническая язва кожи, не классифицированная в других рубриках', 'При проведении инъекции или иммунизации']","['Лидокаин', 'Прилокаин']",[],['Акриол про'],"['АО ""Акрихин ХФК""']",['Россия'],['Крем для наружного применения'],['Без рецепта'],['15-30 С'],['Лидокаин+Прилокаин'],['2.5%+2.5%'],['Средства для анестезии'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535_2023-05-07,Но - шпа таблетки 40мг №24 Венгрия,2023-05-07,"['Холецистит', 'Цистит', 'Синдром раздраженного кишечника', 'Головная боль напряженного типа', 'Язва желудка']",['Дротаверин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Но-шпа'],"['ЗАО ""Хиноин Завод Фармацевтических и Химических продуктов""']",['Венгрия'],['Таблетки'],['Без рецепта'],['15-25 С'],['Дротаверин'],['40мг'],['Средства спазмолитики'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536_2023-05-07,Солпадеин Фаст таблетки растворимые №24,2023-05-07,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Острая инфекция верхних дыхательных путей неуточненная']","['Кофеин', 'Парацетамол']",[],['Солпадеин'],['GlaxoSmithKline/ ГлаксоСмитКляйн'],['Ирландия'],['Таблетки растворимые'],['Без рецепта'],['Не выше 25 С'],['Парацетамол+Кофеин'],['500мг+65мг'],['Средства от боли'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537_2023-05-07,Ибупрофен суспензия для приема внутрь 100мг/5мл флакон 100мл Апельсин,2023-05-07,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Синдром прорезывания зубов']",['Ибупрофен'],"['Домашняя аптечка', 'Сегодня покупают', 'Температура', 'Температура у ребёнка']",['Ибупрофен'],"['ЗАО ""ЭКОлаб""']",['Россия'],['Суспензия для приема внутрь'],['Без рецепта'],['Обычный'],['Ибупрофен'],['20мг/мл'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538_2023-05-07,Солпадеин Фаст таблетки шипучие №12,2023-05-07,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Острая инфекция верхних дыхательных путей неуточненная']","['Кофеин', 'Парацетамол']","['Домашняя аптечка', 'Аптечка путешественника', 'Температура']",['Солпадеин'],['Famar Italia S.p.A./ Фамар Италия С.п.А.'],['Греция'],['Таблетки растворимые'],['Без рецепта'],['Не выше 25 С'],['Парацетамол+Кофеин'],['500мг+65мг'],['Средства от боли'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539_2023-05-07,Парацетамол раствор для приема внутрь 24мг/мл Клубника флакон 100мл,2023-05-07,"['Головная боль', 'Синдром прорезывания зубов']",['Парацетамол'],['Жар'],['Парацетамол'],"['ОАО ""Татхимфармпрепараты""']",['Россия'],['Раствор для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Парацетамол'],['24мг/мл'],['Противовоспалительные средства (внутренние)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540_2023-05-07,Тексаред лиофилизат для приготовления раствора для инъекций 20мг флакон №3 + растворитель,2023-05-07,"['Мигрень', 'Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе']",['Теноксикам'],[],['Тексаред'],['Генсента Илач Санаи ве Тиджарет А.Ш.'],['Турция'],['Лиофилизат для приготовления раствора для инъекций'],['Рецептурный'],['Не выше 25 С'],['Теноксикам'],['20мг/мл'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541_2023-05-07,Вольтарен эмульгель гель 2% 50г,2023-05-07,"['Подагра', 'Миалгия', 'Боль в суставе', 'Синдром запястного канала', 'Серопозитивный ревматоидный артрит']",['Диклофенак'],['Домашняя аптечка'],['Вольтарен'],['Novartis Pharma AG/ Новартис Фарма'],['Швейцария'],['Гель для наружного применения'],['Без рецепта'],['Не выше 30 С'],['Диклофенак'],['2%'],['Противовоспалительные и обезболивающие средства (наружные)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542_2023-05-07,Солпадеин Фаст таблетки №12,2023-05-07,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Острая инфекция верхних дыхательных путей неуточненная']","['Кофеин', 'Парацетамол']","['Домашняя аптечка', 'Аптечка путешественника', 'Температура']",['Солпадеин'],['Famar Italia S.p.A./ Фамар Италия С.п.А.'],['Греция'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Парацетамол+Кофеин'],['500мг+65мг'],['Средства от боли'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543_2023-05-07,Но - шпа таблетки 40мг №64 дозатор,2023-05-07,"['Холецистит', 'Цистит', 'Мочекаменная болезнь', 'Головная боль', 'Синдром раздраженного кишечника']",['Дротаверин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Но-шпа'],"['ЗАО ""Хиноин Завод Фармацевтических и Химических продуктов""']",['Венгрия'],['Таблетки'],['Без рецепта'],['15-25 С'],['Дротаверин'],['40мг'],['Средства спазмолитики'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544_2023-05-07,Вольтарен эмульгель гель 2% 100г,2023-05-07,"['Подагра', 'Миалгия', 'Боль в суставе', 'Синдром запястного канала', 'Серопозитивный ревматоидный артрит']",['Диклофенак'],['Домашняя аптечка'],['Вольтарен'],['Novartis Pharma AG/ Новартис Фарма'],['Швейцария'],['Гель для наружного применения'],['Без рецепта'],['Не выше 30 С'],['Диклофенак'],['2%'],['Противовоспалительные и обезболивающие средства (наружные)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545_2023-05-07,Но - шпа форте таблетки 80мг №24,2023-05-07,"['Холецистит', 'Цистит', 'Мочекаменная болезнь', 'Головная боль', 'Синдром раздраженного кишечника']",['Дротаверин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Но-шпа'],"['ЗАО ""Хиноин Завод Фармацевтических и Химических продуктов""']",['Венгрия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Дротаверин'],['80мг'],['Средства спазмолитики'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546_2023-05-07,Вольтарен эмульгель гель 2% 150г,2023-05-07,"['Подагра', 'Миалгия', 'Боль в суставе', 'Синдром запястного канала', 'Серопозитивный ревматоидный артрит']",['Диклофенак'],['Домашняя аптечка'],['Вольтарен'],['Novartis Consumer Health SA/ Новартис Консьюмер'],['Швейцария'],['Гель для наружного применения'],['Без рецепта'],['Не выше 30 С'],['Диклофенак'],['2%'],['Противовоспалительные и обезболивающие средства (наружные)'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547_2023-05-07,Но - шпа раствор для инъекций 20мг/мл ампулы 2мл №5,2023-05-07,"['Холецистит', 'Цистит', 'Язва желудка', 'Язва двенадцатиперстной кишки', 'Пептическая язва неуточненной локализации']",['Дротаверин'],[],['Но-шпа'],"['ЗАО ""Хиноин Завод Фармацевтических и Химических продуктов""']",['Венгрия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Дротаверин'],['20мг/мл'],['Средства спазмолитики'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548_2023-05-07,Но - шпа ДУО таблетки 40мг+500мг №12,2023-05-07,"['Запор', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата']","['Дротаверин', 'Парацетамол']",[],['Но-шпа'],"['ЗАО ""Хиноин Завод Фармацевтических и Химических продуктов""']",['Венгрия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Дротаверин+Парацетамол'],['40мг+500мг'],['Средства спазмолитики'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549_2023-05-07,Артоксан лиофилизат для приготовления раствора 20мг флакон №3 + растворитель Турция,2023-05-07,"['Мигрень', 'Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе']",['Теноксикам'],[],['Артоксан'],['World Medicine Ilac San. ve Tic. A.S./Уорлд Медицин Илач Сан. ве Тидж. А.Ш.'],['Турция'],['Лиофилизат для приготовления раствора для инъекций'],['Рецептурный'],['Не выше 25 С'],['Теноксикам'],['20мг'],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550_2023-05-07,Терафлю порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Острый синусит']","['Аскорбиновая кислота', 'Парацетамол', 'Фенилэфрин', 'Фенирамин']","['Домашняя аптечка', 'Аптечка путешественника', 'Простуда']",['Терафлю'],['Famar Orleans/Фамар Орлеан'],['Франция'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 25 С'],['Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота'],['325мг+20мг+10мг+50мг'],['Противопростудные комплексы'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551_2023-05-07,Папаверин таблетки 40мг №10,2023-05-07,[],['Папаверин'],['Домашняя аптечка'],['Папаверин'],"['ОАО ""Фармстандарт-Лексредства""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Папаверин'],['40мг'],['Средства спазмолитики'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552_2023-05-07,Терафлю порошок для приготовления раствора для приема внутрь Лимон пакетики №14,2023-05-07,[],"['Аскорбиновая кислота', 'Парацетамол', 'Фенилэфрин', 'Фенирамин']","['Домашняя аптечка', 'Аптечка путешественника', 'Простуда']",['Терафлю'],['Famar Orleans/Фамар Орлеан'],['Франция'],['Порошок для приготовления раствора для внутреннего применения'],['Без рецепта'],['Не выше 25 С'],['Парацетамол+Фенилэфрин+Фенирамин+Аскорбиновая кислота'],['325мг+20мг+10мг+50мг'],['Противопростудные комплексы'],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
