count_index,name_item_price,parsing_day,price_withCard,price_withPeriod,price_withoutCard
583_2022-12-28,Аджисепт пастилки Мед/лимон №24,2022-12-28,220.0,183.0,220.0
584_2022-12-28,Налгезин таблетки 275мг №10,2022-12-28,194.0,194.0,277.0
585_2022-12-28,Темпалгин таблетки №20,2022-12-28,205.0,105.0,205.0
586_2022-12-28,Велдексал раствор для внутривенного и внутримышечного введения 25 мг/мл амп. 2 мл №5,2022-12-28,237.0,215.0,237.0
587_2022-12-28,Вольтарен ТТС пластырь 30мг/сутки №2,2022-12-28,409.0,232.0,409.0
588_2022-12-28,Кетанов таблетки 10мг №20,2022-12-28,61.0,41.0,61.0
589_2022-12-28,Нео-ангин таблетки для рассасывания №24,2022-12-28,287.0,239.0,287.0
590_2022-12-28,Индовазин гель 45г,2022-12-28,451.0,272.0,451.0
591_2022-12-28,Спазмалгон эффект таблетки №30,2022-12-28,540.0,374.0,540.0
592_2022-12-28,Ибупрофен таблетки 400мг №20,2022-12-28,106.0,101.0,106.0
593_2022-12-28,Антигриппин детский таблетки шипучие №10,2022-12-28,486.0,292.0,486.0
594_2022-12-28,Тантум верде спрей флакон 30мл,2022-12-28,550.0,368.0,550.0
595_2022-12-28,Вольтарен ТТС пластырь 15мг/сутки №2,2022-12-28,301.0,194.0,301.0
596_2022-12-28,Горячее питье со вкусом Вишни саше 5г №10,2022-12-28,184.0,153.0,184.0
597_2022-12-28,Доритрицин таблетки для рассасывания №10,2022-12-28,423.0,353.0,423.0
598_2022-12-28,Нурофаст таблетки 200мг №20,2022-12-28,137.0,130.0,137.0
599_2022-12-28,Спазмастоп таблетки №20,2022-12-28,136.0,108.0,136.0
600_2022-12-28,Граммидин спрей флакон 112 доз,2022-12-28,595.0,372.0,595.0
601_2022-12-28,Шалфей таблетки 550мг №20,2022-12-28,153.0,133.0,153.0
602_2022-12-28,Камфорный спирт раствор 10% флакон 40мл,2022-12-28,37.0,26.0,37.0
603_2022-12-28,Антигриппин порошок для приготовления раствора для приема внутрь Мед/лимон пакеты №10,2022-12-28,514.0,315.0,514.0
604_2022-12-28,Долобене гель 45г,2022-12-28,604.0,366.0,604.0
605_2022-12-28,Диклофенак раствор 25мг/мл ампулы 3мл №10,2022-12-28,248.0,227.0,248.0
606_2022-12-28,Индометацин таблетки 25мг №30,2022-12-28,79.0,62.0,79.0
607_2022-12-28,Нурофен экспресс форте капсулы 400мг №30,2022-12-28,592.0,432.0,592.0
608_2022-12-28,"Парацетамол суспензия для приема внутрь 2,4% флакон 100мл",2022-12-28,88.0,74.0,88.0
609_2022-12-28,Граммидин с анестетиком спрей флакон 112 доз,2022-12-28,673.0,414.0,673.0
610_2022-12-28,Дротаверин таблетки 40мг №28,2022-12-28,104.0,96.0,104.0
611_2022-12-28,Парацетамол таблетки 500мг №10,2022-12-28,11.0,9.0,11.0
612_2022-12-28,Налгезин таблетки 275мг №20,2022-12-28,322.0,322.0,459.0
613_2022-12-28,Диклофенак гель 5% 30г,2022-12-28,198.0,165.0,198.0
614_2022-12-28,Ибуклин Экспресс порошок для приготовления раствора для приема внутрь 5г №6,2022-12-28,279.0,173.0,279.0
615_2022-12-28,Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон пакетики №5,2022-12-28,355.0,240.0,355.0
616_2022-12-28,Тералив таблетки 275мг №24,2022-12-28,459.0,271.0,459.0
617_2022-12-28,Горячее питье БерриВитС Эхинацея и бузина стик 4г №10,2022-12-28,178.0,148.0,178.0
618_2022-12-28,Нео-ангин таблетки для рассасывания без сахара №16,2022-12-28,280.0,233.0,280.0
619_2022-12-28,Артоксан лиофилизат для приготовления раствора 20мг флакон №3 + растворитель Турция,2022-12-28,857.0,611.0,857.0
620_2022-12-28,Вольтарен раствор для инъекций 75мг ампулы 3мл №5,2022-12-28,125.0,87.0,125.0
621_2022-12-28,Кеторолак таблетки 10мг №28,2022-12-28,109.0,98.0,109.0
622_2022-12-28,Ортофен мазь 2% 50г,2022-12-28,188.0,156.0,188.0
623_2022-12-28,Тералив таблетки 275мг №12,2022-12-28,292.0,166.0,292.0
624_2022-12-28,Горпилс пастилки Ментол и эвкалипт №24,2022-12-28,155.0,124.0,155.0
625_2022-12-28,Вольтарен ТТС пластырь 15мг/сутки №5,2022-12-28,689.0,414.0,689.0
626_2022-12-28,Пластырь Нанопласт форте 9х12см №3,2022-12-28,254.0,212.0,254.0
627_2022-12-28,Аэртал крем 60г,2022-12-28,611.0,368.0,611.0
628_2022-12-28,Диклофенак гель 1% 40г,2022-12-28,183.0,146.0,183.0
629_2022-12-28,Вольтарен эмульгель гель 1% 20г,2022-12-28,398.0,221.0,398.0
630_2022-12-28,Глюкозамин с хондроитином капсулы №60,2022-12-28,998.0,798.0,998.0
631_2022-12-28,Горпилс пастилки Апельсин №24,2022-12-28,155.0,124.0,155.0
632_2022-12-28,Линкас пастилки Плющ+Солодка №18,2022-12-28,192.0,140.0,192.0
633_2022-12-28,Глюкозамин с хондроитином MSM комплекс капсулы №60,2022-12-28,1148.0,948.0,1148.0
634_2022-12-28,Нейродикловит капсулы №30,2022-12-28,594.0,357.0,594.0
635_2022-12-28,Целекоксиб капсулы 200мг №10,2022-12-28,278.0,227.0,278.0
636_2022-12-28,Пластырь Нанопласт форте 11х16см №3,2022-12-28,292.0,243.0,292.0
637_2022-12-28,Нео-ангин таблетки для рассасывания без сахара Вишня №24,2022-12-28,319.0,266.0,319.0
638_2022-12-28,Эвкалипт таблетки для горла №24,2022-12-28,148.0,118.0,148.0
639_2022-12-28,Горпилс пастилки Мед и лимон №24,2022-12-28,155.0,124.0,155.0
640_2022-12-28,Аджисепт пастилки Ментол+Эвкалипт №24,2022-12-28,215.0,179.0,215.0
641_2022-12-28,Пропосол спрей флакон 50г,2022-12-28,210.0,155.0,210.0
642_2022-12-28,Шалфей таблетки для рассасывания №24,2022-12-28,148.0,118.0,148.0
643_2022-12-28,Пластырь Нанопласт форте 7х9см №3,2022-12-28,184.0,154.0,184.0
644_2022-12-28,"Кетопрофен-Вертекс гель 2,5% 30г",2022-12-28,194.0,161.0,194.0
645_2022-12-28,Кетанов раствор для инъекций 30мг/мл ампулы 1мл №10,2022-12-28,110.0,77.0,110.0
646_2022-12-28,Седальгин плюс таблетки №20,2022-12-28,397.0,262.0,397.0
647_2022-12-28,Налгезин форте таблетки 550мг №10,2022-12-28,401.0,266.0,401.0
648_2022-12-28,Дона раствор для инъекций для внутримышечного введения 400мг/мл ампулы 2мл №6,2022-12-28,1940.0,1320.0,1940.0
649_2022-12-28,Бруфен СР таблетки 800мг №14,2022-12-28,331.0,257.0,331.0
650_2022-12-28,Брал таблетки №20,2022-12-28,155.0,100.0,155.0
651_2022-12-28,Целекоксиб капсулы 200мг №30,2022-12-28,635.0,529.0,635.0
652_2022-12-28,Аторика таблетки 90мг №7,2022-12-28,374.0,248.0,374.0
653_2022-12-28,Кеторолак таблетки 10мг №20,2022-12-28,70.0,67.0,70.0
654_2022-12-28,Аленталь крем 50г,2022-12-28,356.0,297.0,356.0
655_2022-12-28,Фервекс порошок для приготовления раствора для приема внутрь Лимон пакетики №8,2022-12-28,335.0,335.0,395.0
656_2022-12-28,Терафлекс капсулы №200,2022-12-28,4858.0,3112.0,4858.0
657_2022-12-28,Фервекс порошок для приготовления раствора для приема внутрь Малина пакетики №8,2022-12-28,510.0,365.0,510.0
658_2022-12-28,"Дона порошок для приготовления суспензии для приема внутрь 1,5г пакетики №20",2022-12-28,2134.0,1395.0,2134.0
659_2022-12-28,Ксефокам таблетки 8мг №30,2022-12-28,898.0,603.0,898.0
660_2022-12-28,"Картифлекс порошок 10,2г саше №10",2022-12-28,898.0,629.0,898.0
661_2022-12-28,Миалайс гель 1% 20г,2022-12-28,227.0,187.0,227.0
662_2022-12-28,Эторелекс таблетки 60мг №14,2022-12-28,402.0,268.0,402.0
663_2022-12-28,Артра МСМ таблетки №60,2022-12-28,1850.0,1550.0,1850.0
664_2022-12-28,"Траумель С раствор для инъекций ампулы 2,2мл №5",2022-12-28,1179.0,737.0,1179.0
665_2022-12-28,Бикситор таблетки 90мг №10,2022-12-28,305.0,305.0,355.0
666_2022-12-28,Лормицидин спрей для полости рта 50мл,2022-12-28,138.0,110.0,138.0
667_2022-12-28,Мелоксикам таблетки 15мг №20,2022-12-28,141.0,112.0,141.0
668_2022-12-28,Фервекс порошок для приготовления раствора для приема внутрь детский Малина пакетики №8,2022-12-28,340.0,340.0,385.0
669_2022-12-28,Папаверин таблетки 40мг №10,2022-12-28,25.0,16.0,25.0
670_2022-12-28,Амприлан таблетки 5мг №30,2022-12-28,511.0,312.0,511.0
671_2022-12-28,Циннаризин таблетки 25мг №50,2022-12-28,81.0,62.0,81.0
672_2022-12-28,Бетаксолол таблетки 20мг №30,2022-12-28,630.0,524.0,630.0
673_2022-12-28,Периндоприл-Тева таблетки 10мг №30,2022-12-28,291.0,223.0,291.0
674_2022-12-28,Де-Криз таблетки 5мг+10мг №30,2022-12-28,432.0,360.0,432.0
675_2022-12-28,Детралекс суспензия 1000мг/10мл саше №30,2022-12-28,2096.0,1373.0,2096.0
676_2022-12-28,Изосорбида мононитрат таблетки 40мг №30,2022-12-28,197.0,167.0,197.0
677_2022-12-28,"Ко-Дальнева таблетки 5мг+1,25мг+4мг №30",2022-12-28,698.0,436.0,698.0
678_2022-12-28,Лизиноприл таблетки 20мг №20,2022-12-28,112.0,106.0,112.0
679_2022-12-28,"Адреналина гидрохлорид раствор для инъекций 0,1% ампулы 1мл №5",2022-12-28,90.0,85.0,90.0
680_2022-12-28,Веноприм 500мг таблетки  №60,2022-12-28,898.0,790.0,898.0
681_2022-12-28,Гопантеновая кислота-Вертекс таблетки 500мг №50,2022-12-28,603.0,491.0,603.0
682_2022-12-28,"Ко-Вамлосет таблетки 5мг+160мг+12,5мг №30",2022-12-28,710.0,471.0,710.0
683_2022-12-28,Эналаприл H таблетки 10мг+25мг №20,2022-12-28,116.0,92.0,116.0
684_2022-12-28,Анаприлин таблетки 10мг №50,2022-12-28,22.0,21.0,22.0
685_2022-12-28,Спиронолактон капсулы 100 мг №30,2022-12-28,225.0,206.0,225.0
686_2022-12-28,Кардиом Таурин 500мг таблетки №30,2022-12-28,185.0,158.0,185.0
687_2022-12-28,Телмиста таблетки 40мг №28,2022-12-28,443.0,291.0,443.0
688_2022-12-28,"Карведилол таблетки 6,25мг №30",2022-12-28,131.0,96.0,131.0
689_2022-12-28,Кокарбоксилаза лиофилизат для приготовления раствора для инъекций 50мг ампулы 2мл №5,2022-12-28,182.0,151.0,182.0
690_2022-12-28,"Ко-Перинева таблетки 1,25мг+4мг №90",2022-12-28,1417.0,964.0,1417.0
691_2022-12-28,Тримектал МВ таблетки 35мг №120,2022-12-28,1066.0,888.0,1066.0
692_2022-12-28,Амлодипин-Периндоприл таблетки 10мг+10мг №30,2022-12-28,587.0,489.0,587.0
693_2022-12-28,"Ко-Дальнева таблетки 10мг+2,5мг+8мг №30",2022-12-28,905.0,566.0,905.0
694_2022-12-28,Анаприлин таблетки 10мг №50 Биосинтез,2022-12-28,22.0,20.0,22.0
695_2022-12-28,Лортенза таблетки 5мг+50мг №30,2022-12-28,479.0,301.0,479.0
696_2022-12-28,Фозикард таблетки 5мг №28,2022-12-28,326.0,189.0,326.0
697_2022-12-28,Фелодип таблетки 5мг №30,2022-12-28,687.0,429.0,687.0
698_2022-12-28,"Энап HL таблетки 20мг+12,5мг №20",2022-12-28,397.0,230.0,397.0
699_2022-12-28,"Ко-Перинева таблетки 2,5мг+8мг №90",2022-12-28,1683.0,1145.0,1683.0
700_2022-12-28,"Периндоприл Плюс таблетки 2,5мг+8мг №30",2022-12-28,560.0,465.0,560.0
701_2022-12-28,Периндоприл-Тева таблетки 5мг №30,2022-12-28,301.0,233.0,301.0
702_2022-12-28,Масло зародышей пшеницы капсулы №100,2022-12-28,138.0,112.0,138.0
703_2022-12-28,Нотроцетам раствор для инъекций 20%  ампулы 5мл №10,2022-12-28,134.0,107.0,134.0
704_2022-12-28,Дальнева таблетки 5мг+4мг №30,2022-12-28,646.0,388.0,646.0
705_2022-12-28,"Ко-Вамлосет таблетки 10мг+160мг+12,5мг №30",2022-12-28,728.0,464.0,728.0
706_2022-12-28,Элькар раствор для приема внутрь 30% флакон 25мл,2022-12-28,406.0,257.0,406.0
707_2022-12-28,Вальсакор НД таблетки 160мг+25мг №30,2022-12-28,670.0,429.0,670.0
708_2022-12-28,Проспекта таблетки для рассасывания №100,2022-12-28,832.0,584.0,832.0
709_2022-12-28,Церепро капсулы 400мг №28,2022-12-28,1110.0,745.0,1110.0
710_2022-12-28,"Лориста Н таблетки 100мг+12,5мг №30",2022-12-28,586.0,352.0,586.0
711_2022-12-28,"Ордисс Н таблетки 12,5мг+16мг №30",2022-12-28,958.0,786.0,958.0
712_2022-12-28,Телмиста таблетки 80мг №84,2022-12-28,1245.0,813.0,1245.0
713_2022-12-28,"Эналаприл НЛ таблетки 20мг+12,5мг №20",2022-12-28,141.0,112.0,141.0
714_2022-12-28,Атероклефит Био капсулы №60,2022-12-28,706.0,503.0,706.0
715_2022-12-28,Кандесартан-СЗ таблетки 32мг №30,2022-12-28,482.0,401.0,482.0
716_2022-12-28,Рамиприл таблетки 10мг №30,2022-12-28,216.0,180.0,216.0
717_2022-12-28,Телмиста таблетки 40мг №84,2022-12-28,932.0,583.0,932.0
718_2022-12-28,Кандесартан-СЗ таблетки 16мг №30,2022-12-28,318.0,265.0,318.0
719_2022-12-28,"Лозап плюс таблетки 50мг+12,5мг №60",2022-12-28,815.0,565.0,815.0
720_2022-12-28,Лошадиная сила Тонизирующий гель для вен с каштаном и пиявками 500мл,2022-12-28,1090.0,863.0,1090.0
721_2022-12-28,Винпоцетин таблетки 10мг №30,2022-12-28,167.0,151.0,167.0
722_2022-12-28,"Периндоприл Плюс индапамид таблетки 0,625мг+2мг №30",2022-12-28,326.0,272.0,326.0
723_2022-12-28,Телпрес плюс таблетки 80мг+25мг №28,2022-12-28,587.0,387.0,587.0
724_2022-12-28,Триампур композитум таблетки №50,2022-12-28,518.0,409.0,518.0
725_2022-12-28,Лапоритмин таблетки 25мг №30,2022-12-28,512.0,407.0,512.0
726_2022-12-28,Эдарби таблетки 80мг №28,2022-12-28,1492.0,1194.0,1492.0
727_2022-12-28,"Телмиста Н таблетки 40мг+12,5мг №28",2022-12-28,474.0,285.0,474.0
728_2022-12-28,Дальнева таблетки 10мг+8мг №30,2022-12-28,826.0,516.0,826.0
729_2022-12-28,Каптоприл+Гидрохлоротиазид таблетки 50мг+25мг №30,2022-12-28,402.0,278.0,402.0
730_2022-12-28,Тримектал ОД таблетки 80мг №60,2022-12-28,1296.0,1080.0,1296.0
731_2022-12-28,Троксерутин Вертекс капсулы 300мг №100,2022-12-28,843.0,702.0,843.0
732_2022-12-28,Фелодипин таблетки 5мг №30,2022-12-28,314.0,261.0,314.0
733_2022-12-28,Дальнева таблетки 5мг+8мг №30,2022-12-28,788.0,492.0,788.0
734_2022-12-28,Кандесартан таблетки 8мг №30,2022-12-28,204.0,169.0,204.0
735_2022-12-28,Торасемид таблетки 10мг №60,2022-12-28,485.0,386.0,485.0
736_2022-12-28,Глицин форте 500мг со вкусом Вишни таблетки №30,2022-12-28,188.0,148.0,188.0
737_2022-12-28,"Дигоксин таблетки 0,25мг №30",2022-12-28,39.0,36.0,39.0
738_2022-12-28,Коринфар таблетки 10мг №100,2022-12-28,129.0,93.0,129.0
739_2022-12-28,Лотонел таблетки 10мг №60,2022-12-28,1048.0,873.0,1048.0
740_2022-12-28,Корментол капсулы подъязычные 100мг №15,2022-12-28,205.0,133.0,205.0
741_2022-12-28,Амлодипин-Периндоприл таблетки 5мг+10мг №30,2022-12-28,560.0,414.0,560.0
742_2022-12-28,Лерканидипин-СЗ таблетки 10мг №30,2022-12-28,425.0,350.0,425.0
743_2022-12-28,Перинева таблетки 8мг №90,2022-12-28,779.0,414.0,779.0
744_2022-12-28,"Моксонидин таблетки 0,2мг №60",2022-12-28,387.0,330.0,387.0
745_2022-12-28,Роксера таблетки 5мг №90,2022-12-28,1483.0,1009.0,1483.0
746_2022-12-28,Вамлосет таблетки 10мг+160мг №90,2022-12-28,1270.0,864.0,1270.0
747_2022-12-28,"Ко-Дальнева таблетки 5мг+2,5мг+8мг №30",2022-12-28,813.0,508.0,813.0
748_2022-12-28,Зеленина капли фл. 25мл,2022-12-28,139.0,91.0,139.0
749_2022-12-28,Лотонел таблетки 5мг №60,2022-12-28,728.0,606.0,728.0
750_2022-12-28,Триметазидин таблетки 20мг №30,2022-12-28,142.0,91.0,142.0
751_2022-12-28,Метопролол таблетки 100мг №50,2022-12-28,137.0,111.0,137.0
752_2022-12-28,Де-Криз таблетки 10мг+20мг №30,2022-12-28,528.0,440.0,528.0
753_2022-12-28,"Консилар Д24 капсулы 2,5мг+0,625мг №30",2022-12-28,546.0,455.0,546.0
754_2022-12-28,"Консилар Д24 капсулы 5мг+1,25мг №30",2022-12-28,665.0,554.0,665.0
755_2022-12-28,Рамазид Н таблетки 5мг+25мг №100,2022-12-28,1299.0,959.0,1299.0
756_2022-12-28,Гидрохлортиазид таблетки 100мг №20,2022-12-28,84.0,73.0,84.0
757_2022-12-28,Лориста НД таблетки 100мг+25мг №30,2022-12-28,696.0,435.0,696.0
758_2022-12-28,"Небилонг таблетки 2,5мг №30",2022-12-28,578.0,378.0,578.0
759_2022-12-28,Метопролол таблетки 100мг №60,2022-12-28,184.0,147.0,184.0
760_2022-12-28,"Ко-Дальнева таблетки 10мг+2,5мг+8мг №90",2022-12-28,1942.0,1321.0,1942.0
761_2022-12-28,Лерканидипин-СЗ таблетки 20мг №30,2022-12-28,516.0,426.0,516.0
762_2022-12-28,Лортенза таблетки 5мг+100мг №30,2022-12-28,634.0,381.0,634.0
763_2022-12-28,Телзап АМ таблетки 5мг+40мг №28,2022-12-28,604.0,369.0,604.0
764_2022-12-28,Кальцигард ретард таблетки 20мг №100,2022-12-28,143.0,109.0,143.0
765_2022-12-28,"Рамазид Н таблетки 2,5мг+12,5мг №30",2022-12-28,475.0,259.0,475.0
766_2022-12-28,Метопролол таблетки 50мг №60 Пранафарм,2022-12-28,111.0,92.0,111.0
767_2022-12-28,Розулип Плюс капсулы 10мг+10мг №30,2022-12-28,1470.0,1086.0,1470.0
768_2022-12-28,Ко-Вамлосет таблетки 10мг+160мг+25мг №30,2022-12-28,775.0,517.0,775.0
769_2022-12-28,Валз Комби таблетки 5мг+80мг №28,2022-12-28,578.0,444.0,578.0
770_2022-12-28,Нафтизин капли назальные 0.05% флакон 20мл,2022-12-28,75.0,52.0,75.0
771_2022-12-28,Бромгексин таблетки 8мг №20,2022-12-28,68.0,54.0,68.0
772_2022-12-28,Морская вода и алоэ спрей флакон 50мл,2022-12-28,204.0,174.0,204.0
773_2022-12-28,Линкас сироп флакон 90мл,2022-12-28,246.0,179.0,246.0
774_2022-12-28,Трекресил таблетки 200мг №10,2022-12-28,550.0,458.0,550.0
775_2022-12-28,Нафтизин капли назальные 0.1% флакон 15мл,2022-12-28,33.0,23.0,33.0
776_2022-12-28,Амброксол табленки 30мг №20,2022-12-28,113.0,108.0,113.0
777_2022-12-28,Пиносол капли назальные флакон 10мл,2022-12-28,322.0,205.0,322.0
778_2022-12-28,Бронхосип сироп флакон 100мл,2022-12-28,112.0,91.0,112.0
779_2022-12-28,Эвкалипт Бронхоактив таблетки для рассасывания №30,2022-12-28,198.0,168.0,198.0
780_2022-12-28,Морская вода гиалуроновая кислота и эктоин спрей флакон 50мл,2022-12-28,204.0,174.0,204.0
781_2022-12-28,Сироп Алтея Грудной смягчающий флакон 150мл,2022-12-28,122.0,101.0,122.0
782_2022-12-28,"Отривин спрей назальный 0,05% флакон 10мл",2022-12-28,167.0,139.0,167.0
783_2022-12-28,"Називин сенситив спрей назальный 0,025% 11,25мкг/доз флакон 10мл",2022-12-28,355.0,239.0,355.0
784_2022-12-28,Нео-ангин таблетки для рассасывания №24,2022-12-28,287.0,239.0,287.0
785_2022-12-28,Кагоцел таблетки №20,2022-12-28,565.0,480.0,565.0
786_2022-12-28,Антигриппин детский таблетки шипучие №10,2022-12-28,486.0,292.0,486.0
787_2022-12-28,Пастилки Блиц  Эвкалипт и Солодка со вкусом Лимона для рассасывания №16,2022-12-28,178.0,148.0,178.0
788_2022-12-28,Тантум верде спрей флакон 30мл,2022-12-28,550.0,368.0,550.0
789_2022-12-28,Горячее питье со вкусом Вишни саше 5г №10,2022-12-28,184.0,153.0,184.0
790_2022-12-28,Доритрицин таблетки для рассасывания №10,2022-12-28,423.0,353.0,423.0
791_2022-12-28,Долфин Средство для промывания носа для взрослых пaкетики №30,2022-12-28,556.0,330.0,556.0
792_2022-12-28,Граммидин спрей флакон 112 доз,2022-12-28,595.0,372.0,595.0
793_2022-12-28,Пертуссин сироп флакон 100мл,2022-12-28,46.0,34.0,46.0
794_2022-12-28,Шалфей таблетки 550мг №20,2022-12-28,153.0,133.0,153.0
795_2022-12-28,Бронхо-Дозин со вкусом Лимона пастилки №24,2022-12-28,178.0,148.0,178.0
796_2022-12-28,"Називин капли назальные 0,05% флакон 10мл",2022-12-28,268.0,194.0,268.0
797_2022-12-28,Солодки корня сироп 100г,2022-12-28,41.0,29.0,41.0
798_2022-12-28,Джосет сироп флакон 200мл,2022-12-28,429.0,274.0,429.0
799_2022-12-28,"Називин сенситив спрей назальный 0,05% 22,5мкг/доз флакон 10мл",2022-12-28,373.0,228.0,373.0
800_2022-12-28,"Амбробене раствор для ингаляций 7,5мг/мл флакон 40мл",2022-12-28,120.0,98.0,120.0
801_2022-12-28,Антигриппин порошок для приготовления раствора для приема внутрь Мед/лимон пакеты №10,2022-12-28,514.0,315.0,514.0
802_2022-12-28,Аквалор Форте спрей назальный флакон 150мл,2022-12-28,643.0,431.0,643.0
803_2022-12-28,Аскорил таблетки №20,2022-12-28,634.0,381.0,634.0
804_2022-12-28,Граммидин с анестетиком спрей флакон 112 доз,2022-12-28,673.0,414.0,673.0
805_2022-12-28,Пертуссин сироп флакон 100мл,2022-12-28,85.0,68.0,85.0
806_2022-12-28,Анаферон таблетки для рассасывания №20,2022-12-28,433.0,267.0,433.0
807_2022-12-28,Бронхосип сироп на травах для детей с 3-х лет 100мл,2022-12-28,138.0,118.0,138.0
808_2022-12-28,Бронхо-Дозин со вкусом Апельсина пастилки №24,2022-12-28,178.0,148.0,178.0
809_2022-12-28,Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон пакетики №5,2022-12-28,355.0,240.0,355.0
810_2022-12-28,Горячее питье БерриВитС Эхинацея и бузина стик 4г №10,2022-12-28,178.0,148.0,178.0
811_2022-12-28,Нео-ангин таблетки для рассасывания без сахара №16,2022-12-28,280.0,233.0,280.0
812_2022-12-28,Карбоцистеин сироп 20мг/мл флакон 150мл,2022-12-28,432.0,342.0,432.0
813_2022-12-28,"Називин спрей назальный 0,05% 22,5мкг/доза флакон 10мл",2022-12-28,321.0,203.0,321.0
814_2022-12-28,Аква марис Норм спрей назальный флакон 150мл,2022-12-28,568.0,423.0,568.0
815_2022-12-28,Амбробене таблетки 30мг №20,2022-12-28,141.0,111.0,141.0
816_2022-12-28,Тораксол Солюшн таблетки диспергируемые 30мг №10,2022-12-28,134.0,122.0,134.0
817_2022-12-28,Кофасма сироп флакон 200мл,2022-12-28,358.0,270.0,358.0
818_2022-12-28,Горпилс пастилки Ментол и эвкалипт №24,2022-12-28,155.0,124.0,155.0
819_2022-12-28,Горпилс пастилки Апельсин №24,2022-12-28,155.0,124.0,155.0
820_2022-12-28,Линкас пастилки Плющ+Солодка №18,2022-12-28,192.0,140.0,192.0
821_2022-12-28,Аква марис Экстрасильный спрей назальный флакон 150мл,2022-12-28,558.0,432.0,558.0
822_2022-12-28,Деринат раствор для местного применения 0.25% флакон-капельница 10мл,2022-12-28,526.0,338.0,526.0
823_2022-12-28,Гербион сироп первоцвета флакон 150мл,2022-12-28,447.0,269.0,447.0
824_2022-12-28,Нео-ангин таблетки для рассасывания без сахара Вишня №24,2022-12-28,319.0,266.0,319.0
825_2022-12-28,Аква марис Беби спрей назальный флакон 150мл,2022-12-28,568.0,407.0,568.0
826_2022-12-28,Эвкалипт таблетки для горла №24,2022-12-28,148.0,118.0,148.0
827_2022-12-28,Горпилс пастилки Мед и лимон №24,2022-12-28,155.0,124.0,155.0
828_2022-12-28,Аквалор Софт спрей назальный флакон 150мл,2022-12-28,647.0,389.0,647.0
829_2022-12-28,Аквалор Беби спрей назальный флакон 150мл,2022-12-28,614.0,423.0,614.0
830_2022-12-28,Аджисепт пастилки Ментол+Эвкалипт №24,2022-12-28,215.0,179.0,215.0
831_2022-12-28,Пропосол спрей флакон 50г,2022-12-28,210.0,155.0,210.0
832_2022-12-28,Аква марис Стронг спрей назальный флакон 30мл,2022-12-28,410.0,254.0,410.0
833_2022-12-28,Аква марис Беби спрей назальный флакон 50мл,2022-12-28,414.0,270.0,414.0
834_2022-12-28,Шалфей таблетки для рассасывания №24,2022-12-28,148.0,118.0,148.0
835_2022-12-28,Аква марис Плюс спрей назальный флакон 30мл,2022-12-28,402.0,233.0,402.0
836_2022-12-28,Аква марис Эктоин спрей назальный флакон 20мл,2022-12-28,627.0,407.0,627.0
837_2022-12-28,Виферон-2 суппозитории ректальные 500тысяч МЕ №10,2022-12-28,471.0,346.0,471.0
838_2022-12-28,Джосет сироп флакон 100 мл,2022-12-28,301.0,218.0,301.0
839_2022-12-28,Флуифорт гранулы для приготовления суспензии для приема внутрь пакеты  №10,2022-12-28,679.0,506.0,679.0
840_2022-12-28,Фервекс порошок для приготовления раствора для приема внутрь Лимон пакетики №8,2022-12-28,335.0,335.0,395.0
841_2022-12-28,Панавир Инлайт спрей 40мл,2022-12-28,400.0,333.0,400.0
842_2022-12-28,Аква марис Норм спрей назальный флакон 50мл,2022-12-28,425.0,286.0,425.0
843_2022-12-28,Фервекс порошок для приготовления раствора для приема внутрь Малина пакетики №8,2022-12-28,510.0,365.0,510.0
844_2022-12-28,Аскорил таблетки №10,2022-12-28,402.0,242.0,402.0
845_2022-12-28,Аквалор Актив софт спрей назальный флакон 150мл,2022-12-28,656.0,410.0,656.0
846_2022-12-28,Виферон-3 суппозитории ректальные 1млн. МЕ №10,2022-12-28,665.0,451.0,665.0
847_2022-12-28,Риносист Бэби капли назальные флакон 15мл,2022-12-28,118.0,88.0,118.0
848_2022-12-28,Виферон мазь 12г,2022-12-28,207.0,161.0,207.0
849_2022-12-28,Спрей для очищения и увлажнения носа с Д-пантенолом флакон 50мл,2022-12-28,174.0,143.0,174.0
850_2022-12-28,Синукомплекс раствор флакон 100мл,2022-12-28,297.0,248.0,297.0
851_2022-12-28,Лормицидин спрей для полости рта 50мл,2022-12-28,138.0,110.0,138.0
852_2022-12-28,Фервекс порошок для приготовления раствора для приема внутрь детский Малина пакетики №8,2022-12-28,340.0,340.0,385.0
853_2022-12-28,Арепливир таблетки 200мг №40,2022-12-28,3762.0,2600.0,3762.0
854_2022-12-28,Бронхипрет сироп флакон 100мл,2022-12-28,786.0,492.0,786.0
855_2022-12-28,Фаринорм Бензидамин спрей 30мл,2022-12-28,306.0,255.0,306.0
856_2022-12-28,"Африн увлажняющий спрей назальный 0,05% флакон 15мл",2022-12-28,577.0,442.0,577.0
857_2022-12-28,Горячее питье БерриВитС Малина и мёд стик 5г №10,2022-12-28,188.0,148.0,188.0
858_2022-12-28,Тантум верде таблетки Лимон №20,2022-12-28,441.0,283.0,441.0
859_2022-12-28,Эльмуцин капсулы 300мг №10,2022-12-28,455.0,379.0,455.0
860_2022-12-28,Терафлю лар спрей флакон 30мл,2022-12-28,512.0,318.0,512.0
