name_item_price,parsing_day,price_withCard,price_withPeriod,price_withoutCard
Нурофен таблетки 200мг №10,2022-12-28,87.0,71.0,87.0
Нурофен таблетки 200мг №20,2022-12-28,163.0,113.0,163.0
Нимика таблетки диспергируемые 100мг №20,2022-12-28,259.0,173.0,259.0
Нурофаст форте таблетки 400мг №20,2022-12-28,151.0,132.0,151.0
Найз Активгель 1% 50г,2022-12-28,467.0,304.0,467.0
Спрей для полости рта Эвкалипт 50мл,2022-12-28,148.0,118.0,148.0
Терафлю порошок для приготовления раствора для приема внутрь Лесные ягоды пакетики №10,2022-12-28,854.0,510.0,854.0
Нурофен таблетки детские 200мг №8,2022-12-28,100.0,82.0,100.0
Вольтарен эмульгель гель 1% 50г,2022-12-28,622.0,358.0,622.0
Фарингосепт таблетки Лимон №20,2022-12-28,348.0,215.0,348.0
Аджисепт пастилки Мед/лимон №24,2022-12-28,220.0,183.0,220.0
Налгезин таблетки 275мг №10,2022-12-28,194.0,194.0,277.0
Темпалгин таблетки №20,2022-12-28,205.0,105.0,205.0
Велдексал раствор для внутривенного и внутримышечного введения 25 мг/мл амп. 2 мл №5,2022-12-28,237.0,215.0,237.0
Вольтарен ТТС пластырь 30мг/сутки №2,2022-12-28,409.0,232.0,409.0
Кетанов таблетки 10мг №20,2022-12-28,61.0,41.0,61.0
Нео-ангин таблетки для рассасывания №24,2022-12-28,287.0,239.0,287.0
Индовазин гель 45г,2022-12-28,451.0,272.0,451.0
Спазмалгон эффект таблетки №30,2022-12-28,540.0,374.0,540.0
Ибупрофен таблетки 400мг №20,2022-12-28,106.0,101.0,106.0
Антигриппин детский таблетки шипучие №10,2022-12-28,486.0,292.0,486.0
Тантум верде спрей флакон 30мл,2022-12-28,550.0,368.0,550.0
Вольтарен ТТС пластырь 15мг/сутки №2,2022-12-28,301.0,194.0,301.0
Горячее питье со вкусом Вишни саше 5г №10,2022-12-28,184.0,153.0,184.0
Доритрицин таблетки для рассасывания №10,2022-12-28,423.0,353.0,423.0
Нурофаст таблетки 200мг №20,2022-12-28,137.0,130.0,137.0
Спазмастоп таблетки №20,2022-12-28,136.0,108.0,136.0
Граммидин спрей флакон 112 доз,2022-12-28,595.0,372.0,595.0
Шалфей таблетки 550мг №20,2022-12-28,153.0,133.0,153.0
Камфорный спирт раствор 10% флакон 40мл,2022-12-28,37.0,26.0,37.0
Антигриппин порошок для приготовления раствора для приема внутрь Мед/лимон пакеты №10,2022-12-28,514.0,315.0,514.0
Долобене гель 45г,2022-12-28,604.0,366.0,604.0
Диклофенак раствор 25мг/мл ампулы 3мл №10,2022-12-28,248.0,227.0,248.0
Индометацин таблетки 25мг №30,2022-12-28,79.0,62.0,79.0
Нурофен экспресс форте капсулы 400мг №30,2022-12-28,592.0,432.0,592.0
"Парацетамол суспензия для приема внутрь 2,4% флакон 100мл",2022-12-28,88.0,74.0,88.0
Граммидин с анестетиком спрей флакон 112 доз,2022-12-28,673.0,414.0,673.0
Дротаверин таблетки 40мг №28,2022-12-28,104.0,96.0,104.0
Парацетамол таблетки 500мг №10,2022-12-28,11.0,9.0,11.0
Налгезин таблетки 275мг №20,2022-12-28,322.0,322.0,459.0
Диклофенак гель 5% 30г,2022-12-28,198.0,165.0,198.0
Ибуклин Экспресс порошок для приготовления раствора для приема внутрь 5г №6,2022-12-28,279.0,173.0,279.0
Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон пакетики №5,2022-12-28,355.0,240.0,355.0
Тералив таблетки 275мг №24,2022-12-28,459.0,271.0,459.0
Горячее питье БерриВитС Эхинацея и бузина стик 4г №10,2022-12-28,178.0,148.0,178.0
Нео-ангин таблетки для рассасывания без сахара №16,2022-12-28,280.0,233.0,280.0
Артоксан лиофилизат для приготовления раствора 20мг флакон №3 + растворитель Турция,2022-12-28,857.0,611.0,857.0
Вольтарен раствор для инъекций 75мг ампулы 3мл №5,2022-12-28,125.0,87.0,125.0
Кеторолак таблетки 10мг №28,2022-12-28,109.0,98.0,109.0
Ортофен мазь 2% 50г,2022-12-28,188.0,156.0,188.0
Тералив таблетки 275мг №12,2022-12-28,292.0,166.0,292.0
Горпилс пастилки Ментол и эвкалипт №24,2022-12-28,155.0,124.0,155.0
Вольтарен ТТС пластырь 15мг/сутки №5,2022-12-28,689.0,414.0,689.0
Пластырь Нанопласт форте 9х12см №3,2022-12-28,254.0,212.0,254.0
Аэртал крем 60г,2022-12-28,611.0,368.0,611.0
Диклофенак гель 1% 40г,2022-12-28,183.0,146.0,183.0
Вольтарен эмульгель гель 1% 20г,2022-12-28,398.0,221.0,398.0
Глюкозамин с хондроитином капсулы №60,2022-12-28,998.0,798.0,998.0
Горпилс пастилки Апельсин №24,2022-12-28,155.0,124.0,155.0
Линкас пастилки Плющ+Солодка №18,2022-12-28,192.0,140.0,192.0
Глюкозамин с хондроитином MSM комплекс капсулы №60,2022-12-28,1148.0,948.0,1148.0
Нейродикловит капсулы №30,2022-12-28,594.0,357.0,594.0
Целекоксиб капсулы 200мг №10,2022-12-28,278.0,227.0,278.0
Пластырь Нанопласт форте 11х16см №3,2022-12-28,292.0,243.0,292.0
Нео-ангин таблетки для рассасывания без сахара Вишня №24,2022-12-28,319.0,266.0,319.0
Эвкалипт таблетки для горла №24,2022-12-28,148.0,118.0,148.0
Горпилс пастилки Мед и лимон №24,2022-12-28,155.0,124.0,155.0
Аджисепт пастилки Ментол+Эвкалипт №24,2022-12-28,215.0,179.0,215.0
Пропосол спрей флакон 50г,2022-12-28,210.0,155.0,210.0
Шалфей таблетки для рассасывания №24,2022-12-28,148.0,118.0,148.0
Пластырь Нанопласт форте 7х9см №3,2022-12-28,184.0,154.0,184.0
"Кетопрофен-Вертекс гель 2,5% 30г",2022-12-28,194.0,161.0,194.0
Кетанов раствор для инъекций 30мг/мл ампулы 1мл №10,2022-12-28,110.0,77.0,110.0
Седальгин плюс таблетки №20,2022-12-28,397.0,262.0,397.0
Налгезин форте таблетки 550мг №10,2022-12-28,401.0,266.0,401.0
Дона раствор для инъекций для внутримышечного введения 400мг/мл ампулы 2мл №6,2022-12-28,1940.0,1320.0,1940.0
Бруфен СР таблетки 800мг №14,2022-12-28,331.0,257.0,331.0
Брал таблетки №20,2022-12-28,155.0,100.0,155.0
Целекоксиб капсулы 200мг №30,2022-12-28,635.0,529.0,635.0
Аторика таблетки 90мг №7,2022-12-28,374.0,248.0,374.0
Кеторолак таблетки 10мг №20,2022-12-28,70.0,67.0,70.0
Аленталь крем 50г,2022-12-28,356.0,297.0,356.0
Фервекс порошок для приготовления раствора для приема внутрь Лимон пакетики №8,2022-12-28,335.0,335.0,395.0
Терафлекс капсулы №200,2022-12-28,4858.0,3112.0,4858.0
Фервекс порошок для приготовления раствора для приема внутрь Малина пакетики №8,2022-12-28,510.0,365.0,510.0
"Дона порошок для приготовления суспензии для приема внутрь 1,5г пакетики №20",2022-12-28,2134.0,1395.0,2134.0
Ксефокам таблетки 8мг №30,2022-12-28,898.0,603.0,898.0
"Картифлекс порошок 10,2г саше №10",2022-12-28,898.0,629.0,898.0
Миалайс гель 1% 20г,2022-12-28,227.0,187.0,227.0
Эторелекс таблетки 60мг №14,2022-12-28,402.0,268.0,402.0
Артра МСМ таблетки №60,2022-12-28,1850.0,1550.0,1850.0
"Траумель С раствор для инъекций ампулы 2,2мл №5",2022-12-28,1179.0,737.0,1179.0
Бикситор таблетки 90мг №10,2022-12-28,305.0,305.0,355.0
Лормицидин спрей для полости рта 50мл,2022-12-28,138.0,110.0,138.0
Мелоксикам таблетки 15мг №20,2022-12-28,141.0,112.0,141.0
Фервекс порошок для приготовления раствора для приема внутрь детский Малина пакетики №8,2022-12-28,340.0,340.0,385.0
Папаверин таблетки 40мг №10,2022-12-28,25.0,16.0,25.0
Амприлан таблетки 5мг №30,2022-12-28,511.0,312.0,511.0
Циннаризин таблетки 25мг №50,2022-12-28,81.0,62.0,81.0
Бетаксолол таблетки 20мг №30,2022-12-28,630.0,524.0,630.0
Периндоприл-Тева таблетки 10мг №30,2022-12-28,291.0,223.0,291.0
Де-Криз таблетки 5мг+10мг №30,2022-12-28,432.0,360.0,432.0
Детралекс суспензия 1000мг/10мл саше №30,2022-12-28,2096.0,1373.0,2096.0
Изосорбида мононитрат таблетки 40мг №30,2022-12-28,197.0,167.0,197.0
"Ко-Дальнева таблетки 5мг+1,25мг+4мг №30",2022-12-28,698.0,436.0,698.0
Лизиноприл таблетки 20мг №20,2022-12-28,112.0,106.0,112.0
"Адреналина гидрохлорид раствор для инъекций 0,1% ампулы 1мл №5",2022-12-28,90.0,85.0,90.0
Веноприм 500мг таблетки  №60,2022-12-28,898.0,790.0,898.0
Гопантеновая кислота-Вертекс таблетки 500мг №50,2022-12-28,603.0,491.0,603.0
"Ко-Вамлосет таблетки 5мг+160мг+12,5мг №30",2022-12-28,710.0,471.0,710.0
Эналаприл H таблетки 10мг+25мг №20,2022-12-28,116.0,92.0,116.0
Анаприлин таблетки 10мг №50,2022-12-28,22.0,21.0,22.0
Спиронолактон капсулы 100 мг №30,2022-12-28,225.0,206.0,225.0
Кардиом Таурин 500мг таблетки №30,2022-12-28,185.0,158.0,185.0
Телмиста таблетки 40мг №28,2022-12-28,443.0,291.0,443.0
"Карведилол таблетки 6,25мг №30",2022-12-28,131.0,96.0,131.0
Кокарбоксилаза лиофилизат для приготовления раствора для инъекций 50мг ампулы 2мл №5,2022-12-28,182.0,151.0,182.0
"Ко-Перинева таблетки 1,25мг+4мг №90",2022-12-28,1417.0,964.0,1417.0
Тримектал МВ таблетки 35мг №120,2022-12-28,1066.0,888.0,1066.0
Амлодипин-Периндоприл таблетки 10мг+10мг №30,2022-12-28,587.0,489.0,587.0
"Ко-Дальнева таблетки 10мг+2,5мг+8мг №30",2022-12-28,905.0,566.0,905.0
Анаприлин таблетки 10мг №50 Биосинтез,2022-12-28,22.0,20.0,22.0
Лортенза таблетки 5мг+50мг №30,2022-12-28,479.0,301.0,479.0
Фозикард таблетки 5мг №28,2022-12-28,326.0,189.0,326.0
Фелодип таблетки 5мг №30,2022-12-28,687.0,429.0,687.0
"Энап HL таблетки 20мг+12,5мг №20",2022-12-28,397.0,230.0,397.0
"Ко-Перинева таблетки 2,5мг+8мг №90",2022-12-28,1683.0,1145.0,1683.0
"Периндоприл Плюс таблетки 2,5мг+8мг №30",2022-12-28,560.0,465.0,560.0
Периндоприл-Тева таблетки 5мг №30,2022-12-28,301.0,233.0,301.0
Масло зародышей пшеницы капсулы №100,2022-12-28,138.0,112.0,138.0
Нотроцетам раствор для инъекций 20%  ампулы 5мл №10,2022-12-28,134.0,107.0,134.0
Дальнева таблетки 5мг+4мг №30,2022-12-28,646.0,388.0,646.0
"Ко-Вамлосет таблетки 10мг+160мг+12,5мг №30",2022-12-28,728.0,464.0,728.0
Элькар раствор для приема внутрь 30% флакон 25мл,2022-12-28,406.0,257.0,406.0
Вальсакор НД таблетки 160мг+25мг №30,2022-12-28,670.0,429.0,670.0
Проспекта таблетки для рассасывания №100,2022-12-28,832.0,584.0,832.0
Церепро капсулы 400мг №28,2022-12-28,1110.0,745.0,1110.0
"Лориста Н таблетки 100мг+12,5мг №30",2022-12-28,586.0,352.0,586.0
"Ордисс Н таблетки 12,5мг+16мг №30",2022-12-28,958.0,786.0,958.0
Телмиста таблетки 80мг №84,2022-12-28,1245.0,813.0,1245.0
"Эналаприл НЛ таблетки 20мг+12,5мг №20",2022-12-28,141.0,112.0,141.0
Атероклефит Био капсулы №60,2022-12-28,706.0,503.0,706.0
Кандесартан-СЗ таблетки 32мг №30,2022-12-28,482.0,401.0,482.0
Рамиприл таблетки 10мг №30,2022-12-28,216.0,180.0,216.0
Телмиста таблетки 40мг №84,2022-12-28,932.0,583.0,932.0
Кандесартан-СЗ таблетки 16мг №30,2022-12-28,318.0,265.0,318.0
"Лозап плюс таблетки 50мг+12,5мг №60",2022-12-28,815.0,565.0,815.0
Лошадиная сила Тонизирующий гель для вен с каштаном и пиявками 500мл,2022-12-28,1090.0,863.0,1090.0
Винпоцетин таблетки 10мг №30,2022-12-28,167.0,151.0,167.0
"Периндоприл Плюс индапамид таблетки 0,625мг+2мг №30",2022-12-28,326.0,272.0,326.0
Телпрес плюс таблетки 80мг+25мг №28,2022-12-28,587.0,387.0,587.0
Триампур композитум таблетки №50,2022-12-28,518.0,409.0,518.0
Лапоритмин таблетки 25мг №30,2022-12-28,512.0,407.0,512.0
Эдарби таблетки 80мг №28,2022-12-28,1492.0,1194.0,1492.0
"Телмиста Н таблетки 40мг+12,5мг №28",2022-12-28,474.0,285.0,474.0
Дальнева таблетки 10мг+8мг №30,2022-12-28,826.0,516.0,826.0
Каптоприл+Гидрохлоротиазид таблетки 50мг+25мг №30,2022-12-28,402.0,278.0,402.0
Тримектал ОД таблетки 80мг №60,2022-12-28,1296.0,1080.0,1296.0
Троксерутин Вертекс капсулы 300мг №100,2022-12-28,843.0,702.0,843.0
Фелодипин таблетки 5мг №30,2022-12-28,314.0,261.0,314.0
Дальнева таблетки 5мг+8мг №30,2022-12-28,788.0,492.0,788.0
Кандесартан таблетки 8мг №30,2022-12-28,204.0,169.0,204.0
Торасемид таблетки 10мг №60,2022-12-28,485.0,386.0,485.0
Глицин форте 500мг со вкусом Вишни таблетки №30,2022-12-28,188.0,148.0,188.0
"Дигоксин таблетки 0,25мг №30",2022-12-28,39.0,36.0,39.0
Коринфар таблетки 10мг №100,2022-12-28,129.0,93.0,129.0
Лотонел таблетки 10мг №60,2022-12-28,1048.0,873.0,1048.0
Корментол капсулы подъязычные 100мг №15,2022-12-28,205.0,133.0,205.0
Амлодипин-Периндоприл таблетки 5мг+10мг №30,2022-12-28,560.0,414.0,560.0
Лерканидипин-СЗ таблетки 10мг №30,2022-12-28,425.0,350.0,425.0
Перинева таблетки 8мг №90,2022-12-28,779.0,414.0,779.0
"Моксонидин таблетки 0,2мг №60",2022-12-28,387.0,330.0,387.0
Роксера таблетки 5мг №90,2022-12-28,1483.0,1009.0,1483.0
Вамлосет таблетки 10мг+160мг №90,2022-12-28,1270.0,864.0,1270.0
"Ко-Дальнева таблетки 5мг+2,5мг+8мг №30",2022-12-28,813.0,508.0,813.0
Зеленина капли фл. 25мл,2022-12-28,139.0,91.0,139.0
Лотонел таблетки 5мг №60,2022-12-28,728.0,606.0,728.0
Триметазидин таблетки 20мг №30,2022-12-28,142.0,91.0,142.0
Метопролол таблетки 100мг №50,2022-12-28,137.0,111.0,137.0
Де-Криз таблетки 10мг+20мг №30,2022-12-28,528.0,440.0,528.0
"Консилар Д24 капсулы 2,5мг+0,625мг №30",2022-12-28,546.0,455.0,546.0
"Консилар Д24 капсулы 5мг+1,25мг №30",2022-12-28,665.0,554.0,665.0
Рамазид Н таблетки 5мг+25мг №100,2022-12-28,1299.0,959.0,1299.0
Гидрохлортиазид таблетки 100мг №20,2022-12-28,84.0,73.0,84.0
Лориста НД таблетки 100мг+25мг №30,2022-12-28,696.0,435.0,696.0
"Небилонг таблетки 2,5мг №30",2022-12-28,578.0,378.0,578.0
Метопролол таблетки 100мг №60,2022-12-28,184.0,147.0,184.0
"Ко-Дальнева таблетки 10мг+2,5мг+8мг №90",2022-12-28,1942.0,1321.0,1942.0
Лерканидипин-СЗ таблетки 20мг №30,2022-12-28,516.0,426.0,516.0
Лортенза таблетки 5мг+100мг №30,2022-12-28,634.0,381.0,634.0
Телзап АМ таблетки 5мг+40мг №28,2022-12-28,604.0,369.0,604.0
Кальцигард ретард таблетки 20мг №100,2022-12-28,143.0,109.0,143.0
"Рамазид Н таблетки 2,5мг+12,5мг №30",2022-12-28,475.0,259.0,475.0
Метопролол таблетки 50мг №60 Пранафарм,2022-12-28,111.0,92.0,111.0
Розулип Плюс капсулы 10мг+10мг №30,2022-12-28,1470.0,1086.0,1470.0
Ко-Вамлосет таблетки 10мг+160мг+25мг №30,2022-12-28,775.0,517.0,775.0
Валз Комби таблетки 5мг+80мг №28,2022-12-28,578.0,444.0,578.0
Нафтизин капли назальные 0.05% флакон 20мл,2022-12-28,75.0,52.0,75.0
Бромгексин таблетки 8мг №20,2022-12-28,68.0,54.0,68.0
Морская вода и алоэ спрей флакон 50мл,2022-12-28,204.0,174.0,204.0
Линкас сироп флакон 90мл,2022-12-28,246.0,179.0,246.0
Трекресил таблетки 200мг №10,2022-12-28,550.0,458.0,550.0
Нафтизин капли назальные 0.1% флакон 15мл,2022-12-28,33.0,23.0,33.0
Амброксол табленки 30мг №20,2022-12-28,113.0,108.0,113.0
Пиносол капли назальные флакон 10мл,2022-12-28,322.0,205.0,322.0
Бронхосип сироп флакон 100мл,2022-12-28,112.0,91.0,112.0
Эвкалипт Бронхоактив таблетки для рассасывания №30,2022-12-28,198.0,168.0,198.0
Морская вода гиалуроновая кислота и эктоин спрей флакон 50мл,2022-12-28,204.0,174.0,204.0
Сироп Алтея Грудной смягчающий флакон 150мл,2022-12-28,122.0,101.0,122.0
"Отривин спрей назальный 0,05% флакон 10мл",2022-12-28,167.0,139.0,167.0
"Називин сенситив спрей назальный 0,025% 11,25мкг/доз флакон 10мл",2022-12-28,355.0,239.0,355.0
Нео-ангин таблетки для рассасывания №24,2022-12-28,287.0,239.0,287.0
Кагоцел таблетки №20,2022-12-28,565.0,480.0,565.0
Антигриппин детский таблетки шипучие №10,2022-12-28,486.0,292.0,486.0
Пастилки Блиц  Эвкалипт и Солодка со вкусом Лимона для рассасывания №16,2022-12-28,178.0,148.0,178.0
Тантум верде спрей флакон 30мл,2022-12-28,550.0,368.0,550.0
Горячее питье со вкусом Вишни саше 5г №10,2022-12-28,184.0,153.0,184.0
Доритрицин таблетки для рассасывания №10,2022-12-28,423.0,353.0,423.0
Долфин Средство для промывания носа для взрослых пaкетики №30,2022-12-28,556.0,330.0,556.0
Граммидин спрей флакон 112 доз,2022-12-28,595.0,372.0,595.0
Пертуссин сироп флакон 100мл,2022-12-28,46.0,34.0,46.0
Шалфей таблетки 550мг №20,2022-12-28,153.0,133.0,153.0
Бронхо-Дозин со вкусом Лимона пастилки №24,2022-12-28,178.0,148.0,178.0
"Називин капли назальные 0,05% флакон 10мл",2022-12-28,268.0,194.0,268.0
Солодки корня сироп 100г,2022-12-28,41.0,29.0,41.0
Джосет сироп флакон 200мл,2022-12-28,429.0,274.0,429.0
"Називин сенситив спрей назальный 0,05% 22,5мкг/доз флакон 10мл",2022-12-28,373.0,228.0,373.0
"Амбробене раствор для ингаляций 7,5мг/мл флакон 40мл",2022-12-28,120.0,98.0,120.0
Антигриппин порошок для приготовления раствора для приема внутрь Мед/лимон пакеты №10,2022-12-28,514.0,315.0,514.0
Аквалор Форте спрей назальный флакон 150мл,2022-12-28,643.0,431.0,643.0
Аскорил таблетки №20,2022-12-28,634.0,381.0,634.0
Граммидин с анестетиком спрей флакон 112 доз,2022-12-28,673.0,414.0,673.0
Пертуссин сироп флакон 100мл,2022-12-28,85.0,68.0,85.0
Анаферон таблетки для рассасывания №20,2022-12-28,433.0,267.0,433.0
Бронхосип сироп на травах для детей с 3-х лет 100мл,2022-12-28,138.0,118.0,138.0
Бронхо-Дозин со вкусом Апельсина пастилки №24,2022-12-28,178.0,148.0,178.0
Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон пакетики №5,2022-12-28,355.0,240.0,355.0
Горячее питье БерриВитС Эхинацея и бузина стик 4г №10,2022-12-28,178.0,148.0,178.0
Нео-ангин таблетки для рассасывания без сахара №16,2022-12-28,280.0,233.0,280.0
Карбоцистеин сироп 20мг/мл флакон 150мл,2022-12-28,432.0,342.0,432.0
"Називин спрей назальный 0,05% 22,5мкг/доза флакон 10мл",2022-12-28,321.0,203.0,321.0
Аква марис Норм спрей назальный флакон 150мл,2022-12-28,568.0,423.0,568.0
Амбробене таблетки 30мг №20,2022-12-28,141.0,111.0,141.0
Тораксол Солюшн таблетки диспергируемые 30мг №10,2022-12-28,134.0,122.0,134.0
Кофасма сироп флакон 200мл,2022-12-28,358.0,270.0,358.0
Горпилс пастилки Ментол и эвкалипт №24,2022-12-28,155.0,124.0,155.0
Горпилс пастилки Апельсин №24,2022-12-28,155.0,124.0,155.0
Линкас пастилки Плющ+Солодка №18,2022-12-28,192.0,140.0,192.0
Аква марис Экстрасильный спрей назальный флакон 150мл,2022-12-28,558.0,432.0,558.0
Деринат раствор для местного применения 0.25% флакон-капельница 10мл,2022-12-28,526.0,338.0,526.0
Гербион сироп первоцвета флакон 150мл,2022-12-28,447.0,269.0,447.0
Нео-ангин таблетки для рассасывания без сахара Вишня №24,2022-12-28,319.0,266.0,319.0
Аква марис Беби спрей назальный флакон 150мл,2022-12-28,568.0,407.0,568.0
Эвкалипт таблетки для горла №24,2022-12-28,148.0,118.0,148.0
Горпилс пастилки Мед и лимон №24,2022-12-28,155.0,124.0,155.0
Аквалор Софт спрей назальный флакон 150мл,2022-12-28,647.0,389.0,647.0
Аквалор Беби спрей назальный флакон 150мл,2022-12-28,614.0,423.0,614.0
Аджисепт пастилки Ментол+Эвкалипт №24,2022-12-28,215.0,179.0,215.0
Пропосол спрей флакон 50г,2022-12-28,210.0,155.0,210.0
Аква марис Стронг спрей назальный флакон 30мл,2022-12-28,410.0,254.0,410.0
Аква марис Беби спрей назальный флакон 50мл,2022-12-28,414.0,270.0,414.0
Шалфей таблетки для рассасывания №24,2022-12-28,148.0,118.0,148.0
Аква марис Плюс спрей назальный флакон 30мл,2022-12-28,402.0,233.0,402.0
Аква марис Эктоин спрей назальный флакон 20мл,2022-12-28,627.0,407.0,627.0
Виферон-2 суппозитории ректальные 500тысяч МЕ №10,2022-12-28,471.0,346.0,471.0
Джосет сироп флакон 100 мл,2022-12-28,301.0,218.0,301.0
Флуифорт гранулы для приготовления суспензии для приема внутрь пакеты  №10,2022-12-28,679.0,506.0,679.0
Фервекс порошок для приготовления раствора для приема внутрь Лимон пакетики №8,2022-12-28,335.0,335.0,395.0
Панавир Инлайт спрей 40мл,2022-12-28,400.0,333.0,400.0
Аква марис Норм спрей назальный флакон 50мл,2022-12-28,425.0,286.0,425.0
Фервекс порошок для приготовления раствора для приема внутрь Малина пакетики №8,2022-12-28,510.0,365.0,510.0
Аскорил таблетки №10,2022-12-28,402.0,242.0,402.0
Аквалор Актив софт спрей назальный флакон 150мл,2022-12-28,656.0,410.0,656.0
Виферон-3 суппозитории ректальные 1млн. МЕ №10,2022-12-28,665.0,451.0,665.0
Риносист Бэби капли назальные флакон 15мл,2022-12-28,118.0,88.0,118.0
Виферон мазь 12г,2022-12-28,207.0,161.0,207.0
Спрей для очищения и увлажнения носа с Д-пантенолом флакон 50мл,2022-12-28,174.0,143.0,174.0
Синукомплекс раствор флакон 100мл,2022-12-28,297.0,248.0,297.0
Лормицидин спрей для полости рта 50мл,2022-12-28,138.0,110.0,138.0
Фервекс порошок для приготовления раствора для приема внутрь детский Малина пакетики №8,2022-12-28,340.0,340.0,385.0
Арепливир таблетки 200мг №40,2022-12-28,3762.0,2600.0,3762.0
Бронхипрет сироп флакон 100мл,2022-12-28,786.0,492.0,786.0
Фаринорм Бензидамин спрей 30мл,2022-12-28,306.0,255.0,306.0
"Африн увлажняющий спрей назальный 0,05% флакон 15мл",2022-12-28,577.0,442.0,577.0
Горячее питье БерриВитС Малина и мёд стик 5г №10,2022-12-28,188.0,148.0,188.0
Тантум верде таблетки Лимон №20,2022-12-28,441.0,283.0,441.0
Эльмуцин капсулы 300мг №10,2022-12-28,455.0,379.0,455.0
Терафлю лар спрей флакон 30мл,2022-12-28,512.0,318.0,512.0
Долфин Устройство детское для промывания носа 120мл + средство №30,2022-12-28,565.0,374.0,565.0
Оциллококцинум гранулы гомеопатические №6,2022-12-28,715.0,494.0,715.0
Кофасма сироп флакон 100мл,2022-12-28,222.0,185.0,222.0
Стрепсилс таблетки для рассасывания Мед+Лимон №24,2022-12-28,322.0,211.0,322.0
Простолор (Протаргол) таблетка для приготовления раствора 200мг №1,2022-12-28,248.0,198.0,248.0
Гомеовокс драже №60,2022-12-28,730.0,462.0,730.0
Эуфорбиум композитум спрей назальный флакон 20мл,2022-12-28,660.0,468.0,660.0
Таблетки от кашля таблетки №20,2022-12-28,63.0,48.0,63.0
Тилорон-Алиум таблетки 125мг №6,2022-12-28,541.0,465.0,541.0
Гепазолон суппозитории ректальные №10,2022-12-28,497.0,341.0,497.0
Гимекромон таблетки 200мг №20,2022-12-28,315.0,262.0,315.0
Масло расторопши капсулы 1360мг №90,2022-12-28,298.0,248.0,298.0
Ланцид капсулы 15мг №30,2022-12-28,473.0,373.0,473.0
Тиотриазолин раствор для инъекций 25мг/мл ампулы 4мл №10,2022-12-28,1903.0,1419.0,1903.0
Лоперамид капсулы 2мг №20,2022-12-28,69.0,65.0,69.0
Рабепразол капсулы 20мг №14,2022-12-28,301.0,225.0,301.0
ТрэвелДрим браслет для беременных №2 0737,2022-12-28,638.0,532.0,638.0
Ферментозим Форте таблетки №50,2022-12-28,143.0,112.0,143.0
Лоперамид Велфарм капсулы 2мг №20,2022-12-28,75.0,70.0,75.0
Слабилен таблетки 5мг №20,2022-12-28,333.0,182.0,333.0
Расторопши шрот 100г,2022-12-28,78.0,64.0,78.0
Симетикон 40мг капсулы №30,2022-12-28,228.0,188.0,228.0
Ниаспам капсулы 200мг №30,2022-12-28,401.0,311.0,401.0
"Пикосульфат натрия 7,5мг/мл капли флакон 25мл",2022-12-28,310.0,258.0,310.0
Прокто-гливенол крем 2% 30г,2022-12-28,375.0,375.0,475.0
Уголь биоактивированный БАУ таблетки №50,2022-12-28,98.0,78.0,98.0
Нольпаза таблетки 20мг №28,2022-12-28,397.0,230.0,397.0
Нексиум таблетки 40мг №28,2022-12-28,512.0,347.0,512.0
Нольпаза таблетки 20мг №14,2022-12-28,170.0,99.0,170.0
Доктор Изжогин суспензия флакон 150мл,2022-12-28,238.0,198.0,238.0
Релиф Ультра суппозитории ректальные №10,2022-12-28,826.0,516.0,826.0
Домперидон таблетки 10мг №30,2022-12-28,226.0,187.0,226.0
Алесорб Энтеросорбент гель без вкуса туба 180г,2022-12-28,348.0,288.0,348.0
Маалокс таблетки жевательные №20,2022-12-28,401.0,273.0,401.0
Облепиховое масло суппозитории ректальные 500мг №10,2022-12-28,142.0,98.0,142.0
Метронидазол таблетки 250мг №30,2022-12-28,140.0,131.0,140.0
Форлакс для детей порошок для приготовления раствора для приема внутрь 4г пакет №20,2022-12-28,271.0,216.0,271.0
Везикар таблетки 5мг №30,2022-12-28,988.0,608.0,988.0
Маалокс суспензия флакон 250мл,2022-12-28,554.0,380.0,554.0
Саб симплекс суспензия для приема внутрь флакон 30мл,2022-12-28,511.0,351.0,511.0
Нигепан суппозитории ректальные №10,2022-12-28,423.0,260.0,423.0
Энтерол порошок для приема внутрь 250мг №20,2022-12-28,917.0,605.0,917.0
Ретч таблетки 50мг №40,2022-12-28,494.0,339.0,494.0
Хайрабезол таблетки 10мг №15,2022-12-28,461.0,320.0,461.0
Лактобаланс капсулы №7,2022-12-28,681.0,486.0,681.0
Эманера капсулы 20мг №14,2022-12-28,108.0,82.0,108.0
Метеоспазмил капсулы №60,2022-12-28,940.0,670.0,940.0
Алесорб Энтеросорбент Гель Апельсин пакет 10г №18,2022-12-28,230.0,230.0,328.0
Синбиотик Премиум капсулы  №10,2022-12-28,378.0,338.0,378.0
Урсодез капсулы 500мг №30,2022-12-28,774.0,608.0,774.0
Омепразол капсулы 20мг №28,2022-12-28,145.0,123.0,145.0
Омепразол капсулы 20мг №30,2022-12-28,164.0,128.0,164.0
Лоперамид Велфарм капсулы 2мг №10,2022-12-28,38.0,35.0,38.0
Алмагель А суспензия для приема внутрь флакон 170мл,2022-12-28,438.0,264.0,438.0
Ферментозим 10 000 таблетки №30,2022-12-28,164.0,144.0,164.0
