count_index,name_item_price,parsing_day,price_withCard,price_withPeriod,price_withoutCard
436_2023-05-07,Пробиэль Беби суспензия с пипеткой для дозирования флакон 10мл,2023-05-07,865.0,626.0,865.0
437_2023-05-07,Папаверин суппозитории ректальные 20мг №10,2023-05-07,66.0,50.0,66.0
438_2023-05-07,Энтобан капсулы №20,2023-05-07,187.0,138.0,187.0
439_2023-05-07,Псиллиум 750мг капсулы №30,2023-05-07,268.0,228.0,268.0
440_2023-05-07,Алесорб Энтеросорбент Гель+ без вкуса пакет 10г №18,2023-05-07,328.0,288.0,328.0
441_2023-05-07,Адеметионин таблетки 400мг №20,2023-05-07,1107.0,1047.0,1107.0
442_2023-05-07,Висмута трикалия дицитрат таблетки 120мг №112,2023-05-07,636.0,579.0,636.0
443_2023-05-07,Масло тыквенное капсулы №100,2023-05-07,168.0,138.0,168.0
444_2023-05-07,Прокто-гливенол крем 2% 30г,2023-05-07,675.0,470.0,675.0
445_2023-05-07,Смекта порошок для приготовления суспензии для приема внутрь Ваниль 3г пакетики №20,2023-05-07,182.0,173.0,182.0
446_2023-05-07,Касторовое масло флакон 30мл,2023-05-07,159.0,125.0,159.0
447_2023-05-07,Алесорб Энтеросорбент Гель Апельсин пакет 10г №18,2023-05-07,328.0,288.0,328.0
448_2023-05-07,Омизак капсулы 20мг №30,2023-05-07,103.0,91.0,103.0
449_2023-05-07,Везигамп таблетки 5мг №30,2023-05-07,701.0,500.0,701.0
450_2023-05-07,Соликса-Ксантис таблетки 10мг №30,2023-05-07,788.0,570.0,788.0
451_2023-05-07,Вазелиновое масло флакон 100мл Флора Кавказа,2023-05-07,103.0,81.0,103.0
452_2023-05-07,Адиарин Пробио капли флакон 8г,2023-05-07,746.0,484.0,746.0
453_2023-05-07,Жидкий сорбент порошок саше 7г №10 яблоко,2023-05-07,268.0,228.0,268.0
454_2023-05-07,Гепарамакс Форте таблетки 400мг №30,2023-05-07,1570.0,1305.0,1570.0
455_2023-05-07,Итоприд таблетки 50мг №70,2023-05-07,531.0,435.0,531.0
456_2023-05-07,Рабиет капсулы 20мг №28,2023-05-07,864.0,706.0,864.0
457_2023-05-07,Алесорб Энтеросорбент Гель+ клубника пакет 10г №18,2023-05-07,328.0,288.0,328.0
458_2023-05-07,Лактобаланс капсулы №7,2023-05-07,649.0,470.0,649.0
459_2023-05-07,Масло облепиховое Алтай элитное 180мг% фл. 50мл,2023-05-07,238.0,178.0,238.0
460_2023-05-07,Маалокс таблетки жевательные без сахара №10,2023-05-07,248.0,156.0,248.0
461_2023-05-07,Касторовое масло флакон 30мл,2023-05-07,68.0,52.0,68.0
462_2023-05-07,Холосас сироп флакон 140г (95мл),2023-05-07,150.0,101.0,150.0
463_2023-05-07,Антиорвин таблетки №60,2023-05-07,158.0,158.0,225.0
464_2023-05-07,Найз Активгель 1% 50г,2023-05-07,462.0,282.0,462.0
465_2023-05-07,Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,621.0,380.0,621.0
466_2023-05-07,Ибуклин Экспресс порошок для приготовления раствора для приема внутрь 5г №9,2023-05-07,353.0,237.0,353.0
467_2023-05-07,Мелоксикам таблетки 15мг №20,2023-05-07,145.0,113.0,145.0
468_2023-05-07,Аторика таблетки 60мг №14,2023-05-07,445.0,310.0,445.0
469_2023-05-07,Диафлекс капсулы 50мг №30,2023-05-07,1486.0,996.0,1486.0
470_2023-05-07,Нексемезин таблетки 550мг №10,2023-05-07,355.0,239.0,355.0
471_2023-05-07,Пластырь Монастырский для спины и суставов согревающий 2шт,2023-05-07,125.0,96.0,125.0
472_2023-05-07,Горячее питье БерриВитС Малина и мёд стик 5г №20,2023-05-07,256.0,204.0,256.0
473_2023-05-07,Немулекс гранулы 100мг пакет №4,2023-05-07,177.0,120.0,177.0
474_2023-05-07,"Спазгель гель 2,5% 50г",2023-05-07,345.0,231.0,345.0
475_2023-05-07,Перца стручкового настойка флакон 25мл,2023-05-07,104.0,70.0,104.0
476_2023-05-07,Кетофрил таблетки 10мг №20,2023-05-07,94.0,83.0,94.0
477_2023-05-07,Горячее питье БерриВитС Малина и мёд стик 5г №10,2023-05-07,188.0,148.0,188.0
478_2023-05-07,Пластырь Монастырский разогревающий 2шт,2023-05-07,125.0,96.0,125.0
479_2023-05-07,Бруфен СР таблетки 800мг №14,2023-05-07,329.0,255.0,329.0
480_2023-05-07,Немулекс гранулы 100мг пакет №10,2023-05-07,381.0,256.0,381.0
481_2023-05-07,"Кетонал гель 2,5% 50г",2023-05-07,493.0,378.0,493.0
482_2023-05-07,Нексемезин таблетки 275мг №10,2023-05-07,190.0,158.0,190.0
483_2023-05-07,Налгезин форте таблетки 550мг №20,2023-05-07,633.0,441.0,633.0
484_2023-05-07,Ибупрофен таблетки 200мг №20,2023-05-07,108.0,102.0,108.0
485_2023-05-07,Нимесулид Вертекс гель 1% 20г,2023-05-07,259.0,176.0,259.0
486_2023-05-07,Ацеклофенак таблетки 100мг №20,2023-05-07,228.0,190.0,228.0
487_2023-05-07,Ибупрофен капсулы 200мг №20,2023-05-07,166.0,150.0,166.0
488_2023-05-07,"Мелоксикам таблетки 7,5мг №20",2023-05-07,154.0,123.0,154.0
489_2023-05-07,Целекоксиб капсулы 200мг №10,2023-05-07,278.0,227.0,278.0
490_2023-05-07,Этария таблетки 90мг №28,2023-05-07,964.0,770.0,964.0
491_2023-05-07,"Амелотекс таблетки 7,5мг №20",2023-05-07,293.0,205.0,293.0
492_2023-05-07,Налгезин таблетки 275мг №20,2023-05-07,511.0,312.0,511.0
493_2023-05-07,Немулекс гранулы 100мг пакет №30,2023-05-07,954.0,691.0,954.0
494_2023-05-07,Троксиметацин гель 40г,2023-05-07,259.0,208.0,259.0
495_2023-05-07,Амелотекс таблетки 15мг №20,2023-05-07,391.0,237.0,391.0
496_2023-05-07,Этария таблетки 60мг №28,2023-05-07,772.0,643.0,772.0
497_2023-05-07,Ибуклин таблетки 400мг+325мг №10,2023-05-07,200.0,128.0,200.0
498_2023-05-07,Индометацин таблетки 25мг №30,2023-05-07,79.0,62.0,79.0
499_2023-05-07,Налгезин форте таблетки 550мг №10,2023-05-07,414.0,265.0,414.0
500_2023-05-07,Ибупрофен таблетки 400мг №50,2023-05-07,571.0,311.0,571.0
501_2023-05-07,Кетанов МД таблетки диспергируемые 10мг №20,2023-05-07,192.0,130.0,192.0
502_2023-05-07,"Мелоксикам таблетки 7,5мг №20",2023-05-07,169.0,133.0,169.0
503_2023-05-07,Ацеклофенак таблетки 100мг №60,2023-05-07,523.0,433.0,523.0
504_2023-05-07,Налгезин таблетки 275мг №10,2023-05-07,323.0,223.0,323.0
505_2023-05-07,Найз таблетки 100мг №20,2023-05-07,308.0,181.0,308.0
506_2023-05-07,Новиган таблетки №10,2023-05-07,185.0,120.0,185.0
507_2023-05-07,Кеторолак таблетки 10мг №20,2023-05-07,78.0,50.0,78.0
508_2023-05-07,Ибупрофен таблетки 400мг №20,2023-05-07,101.0,96.0,101.0
509_2023-05-07,Кетопровел таблетки 100 мг №30,2023-05-07,172.0,153.0,172.0
510_2023-05-07,Этария таблетки 90мг №7,2023-05-07,404.0,310.0,404.0
511_2023-05-07,Кеторолак таблетки 10мг №20,2023-05-07,70.0,67.0,70.0
512_2023-05-07,Этария таблетки 120 мг №7,2023-05-07,560.0,412.0,560.0
513_2023-05-07,"Мелоксикам таблетки 7,5мг №20",2023-05-07,97.0,75.0,97.0
514_2023-05-07,Диафлекс капсулы 50мг №60,2023-05-07,2473.0,1874.0,2473.0
515_2023-05-07,Ибуклин юниор таблетки 100мг+125мг №20,2023-05-07,141.0,98.0,141.0
516_2023-05-07,Этария таблетки 60мг №14,2023-05-07,404.0,325.0,404.0
517_2023-05-07,Фламадекс таблетки 25мг №10,2023-05-07,415.0,300.0,415.0
518_2023-05-07,Диклофенак Реневал таб. 50мг №20,2023-05-07,54.0,47.0,54.0
519_2023-05-07,Кетанов таблетки 10мг №20,2023-05-07,77.0,50.0,77.0
520_2023-05-07,Спазган Нео таблетки №20,2023-05-07,260.0,175.0,260.0
521_2023-05-07,Этория таблетки 60мг №28,2023-05-07,880.0,734.0,880.0
522_2023-05-07,Оки Акт гранулы 40мг пакет №10,2023-05-07,379.0,303.0,379.0
523_2023-05-07,Кетопрофен таблетки 100мг №20,2023-05-07,118.0,109.0,118.0
524_2023-05-07,Диклофенак ретард таблетки 100мг №20,2023-05-07,75.0,60.0,75.0
525_2023-05-07,Кетонал таблетки 100мг №20,2023-05-07,162.0,133.0,162.0
526_2023-05-07,Диалрапид порошок для приготовления раствора для приема внутрь 50мг саше №9,2023-05-07,665.0,481.0,665.0
527_2023-05-07,Амелотекс таблетки 15мг №10,2023-05-07,284.0,197.0,284.0
528_2023-05-07,Этория таблетки 120 мг №7,2023-05-07,495.0,412.0,495.0
529_2023-05-07,Долококс таблетки 60мг №10,2023-05-07,322.0,204.0,322.0
530_2023-05-07,Баралгин М раствор 500мг/мл ампулы 5мл №5,2023-05-07,379.0,266.0,379.0
531_2023-05-07,Цефекон Д суппозитории ректальные 100мг №10,2023-05-07,51.0,41.0,51.0
532_2023-05-07,Лидокаина гидрохлорид раствор для инъекций 100мг/мл ампулы 2мл №10,2023-05-07,130.0,123.0,130.0
533_2023-05-07,Цефекон Д суппозитории ректальные 50мг №10,2023-05-07,28.0,22.0,28.0
534_2023-05-07,"Акриол Про крем 2,5%+2,5% 5г",2023-05-07,331.0,222.0,331.0
535_2023-05-07,Но - шпа таблетки 40мг №24 Венгрия,2023-05-07,124.0,94.0,124.0
536_2023-05-07,Солпадеин Фаст таблетки растворимые №24,2023-05-07,673.0,497.0,673.0
537_2023-05-07,Ибупрофен суспензия для приема внутрь 100мг/5мл флакон 100мл Апельсин,2023-05-07,107.0,97.0,107.0
538_2023-05-07,Солпадеин Фаст таблетки шипучие №12,2023-05-07,419.0,261.0,419.0
539_2023-05-07,Парацетамол раствор для приема внутрь 24мг/мл Клубника флакон 100мл,2023-05-07,79.0,72.0,79.0
540_2023-05-07,Тексаред лиофилизат для приготовления раствора для инъекций 20мг флакон №3 + растворитель,2023-05-07,719.0,501.0,719.0
541_2023-05-07,Вольтарен эмульгель гель 2% 50г,2023-05-07,844.0,515.0,844.0
542_2023-05-07,Солпадеин Фаст таблетки №12,2023-05-07,285.0,200.0,285.0
543_2023-05-07,Но - шпа таблетки 40мг №64 дозатор,2023-05-07,242.0,203.0,242.0
544_2023-05-07,Вольтарен эмульгель гель 2% 100г,2023-05-07,1290.0,807.0,1290.0
545_2023-05-07,Но - шпа форте таблетки 80мг №24,2023-05-07,165.0,111.0,165.0
546_2023-05-07,Вольтарен эмульгель гель 2% 150г,2023-05-07,1680.0,1205.0,1680.0
547_2023-05-07,Но - шпа раствор для инъекций 20мг/мл ампулы 2мл №5,2023-05-07,100.0,74.0,100.0
548_2023-05-07,Но - шпа ДУО таблетки 40мг+500мг №12,2023-05-07,267.0,151.0,267.0
549_2023-05-07,Артоксан лиофилизат для приготовления раствора 20мг флакон №3 + растворитель Турция,2023-05-07,864.0,587.0,864.0
550_2023-05-07,Терафлю порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,735.0,483.0,735.0
551_2023-05-07,Папаверин таблетки 40мг №10,2023-05-07,24.0,16.0,24.0
552_2023-05-07,Терафлю порошок для приготовления раствора для приема внутрь Лимон пакетики №14,2023-05-07,983.0,620.0,983.0
553_2023-05-07,Кетонал раствор 50мг/мл ампулы 2мл №10,2023-05-07,243.0,169.0,243.0
554_2023-05-07,Седальгин плюс таблетки №20,2023-05-07,404.0,281.0,404.0
555_2023-05-07,Спазмалгон таблетки №50,2023-05-07,568.0,347.0,568.0
556_2023-05-07,Фервекс порошок для приготовления раствора для приема внутрь Малина пакетики №8,2023-05-07,504.0,362.0,504.0
557_2023-05-07,Кетанов раствор для инъекций 30мг/мл ампулы 1мл №10,2023-05-07,110.0,83.0,110.0
558_2023-05-07,Папаверина гидрохлорид раствор для инъекций 2% ампулы 2мл №10,2023-05-07,112.0,87.0,112.0
559_2023-05-07,Фервекс порошок для приготовления раствора для приема внутрь детский Малина пакетики №8,2023-05-07,432.0,330.0,432.0
560_2023-05-07,Вольтарен ТТС пластырь 15мг/сутки №5,2023-05-07,445.0,445.0,685.0
561_2023-05-07,Вольтарен раствор для инъекций 75мг ампулы 3мл №5,2023-05-07,125.0,100.0,125.0
562_2023-05-07,Темпалгин таблетки №20,2023-05-07,228.0,128.0,228.0
563_2023-05-07,"Моксонидин таблетки 0,2мг №60",2023-05-07,386.0,261.0,386.0
564_2023-05-07,Валокордин капли для приема внутрь флакон 20мл,2023-05-07,224.0,150.0,224.0
565_2023-05-07,Розувастатин таблетки 10мг №30,2023-05-07,304.0,246.0,304.0
566_2023-05-07,Каптоприл таблетки 50мг №20,2023-05-07,112.0,90.0,112.0
567_2023-05-07,Валосемид капли для приема внутрь флакон 25мл,2023-05-07,115.0,90.0,115.0
568_2023-05-07,Периндоприл таблетки 8мг №30,2023-05-07,453.0,344.0,453.0
569_2023-05-07,Аторис таблетки 20мг №90,2023-05-07,1162.0,969.0,1162.0
570_2023-05-07,Лерканорм таблетки 20мг №30,2023-05-07,819.0,682.0,819.0
571_2023-05-07,Аторвастатин таблетки 10мг №30,2023-05-07,176.0,166.0,176.0
572_2023-05-07,Венам с экстрактом конского каштана капсулы №30,2023-05-07,141.0,141.0,235.0
573_2023-05-07,Розувастатин таблетки 20мг №90,2023-05-07,1509.0,1257.0,1509.0
574_2023-05-07,Бисопролол таблетки 10мг №50,2023-05-07,240.0,200.0,240.0
575_2023-05-07,Роксера таблетки 20мг №90,2023-05-07,2980.0,1774.0,2980.0
576_2023-05-07,Аторвастатин таблетки 20мг №30,2023-05-07,231.0,134.0,231.0
577_2023-05-07,"Моксонидин таблетки 0,4мг №30",2023-05-07,425.0,309.0,425.0
578_2023-05-07,Фуросемид раствор для инъекций 10мг/мл ампулы 2мл №10,2023-05-07,52.0,48.0,52.0
579_2023-05-07,Роксера таблетки 5мг №90,2023-05-07,1527.0,1055.0,1527.0
580_2023-05-07,Амлодипин таблетки 10мг №30,2023-05-07,93.0,85.0,93.0
581_2023-05-07,"Индапамид ретард таблетки 1,5мг №30",2023-05-07,94.0,86.0,94.0
582_2023-05-07,"Моксонидин таблетки 0,4мг №60",2023-05-07,528.0,405.0,528.0
583_2023-05-07,Симвастатин таблетки 20мг №30,2023-05-07,249.0,227.0,249.0
584_2023-05-07,Розувастатин таблетки 5мг №30,2023-05-07,214.0,175.0,214.0
585_2023-05-07,Каптоприл таблетки 25мг №40,2023-05-07,156.0,125.0,156.0
586_2023-05-07,Леспефлан флакон 100мл,2023-05-07,278.0,223.0,278.0
587_2023-05-07,Бисопролол таблетки 5мг №50 Озон,2023-05-07,141.0,134.0,141.0
588_2023-05-07,Риолма таблетки 50мг №30,2023-05-07,1185.0,834.0,1185.0
589_2023-05-07,Аторвастатин таблетки 80мг №30,2023-05-07,420.0,350.0,420.0
590_2023-05-07,Лозартан таблетки 100мг №90,2023-05-07,534.0,445.0,534.0
591_2023-05-07,Эналаприл таблетки 10мг №50,2023-05-07,173.0,144.0,173.0
592_2023-05-07,Розувастатин таблетки 40мг №30,2023-05-07,739.0,605.0,739.0
593_2023-05-07,Кокарбоксилаза лиофилизат для приготовления раствора для инъекций 50 мг ампулы 2 мл №5 Эллара,2023-05-07,187.0,148.0,187.0
594_2023-05-07,Аторвастатин таблетки 10мг №30,2023-05-07,131.0,102.0,131.0
595_2023-05-07,"Моксонидин таблетки 0,4мг №60",2023-05-07,769.0,615.0,769.0
596_2023-05-07,"Периндоприл Плюс индапамид таблетки 0,625мг+2мг №30",2023-05-07,348.0,290.0,348.0
597_2023-05-07,Фелодипин таблетки 5мг №30,2023-05-07,314.0,261.0,314.0
598_2023-05-07,Риолма таблетки 25мг №30,2023-05-07,991.0,698.0,991.0
599_2023-05-07,"Моксарел таблетки 0,4мг №30",2023-05-07,446.0,435.0,446.0
600_2023-05-07,Доппельгерц Актив Коэнзим Q10 капсулы №30,2023-05-07,790.0,577.0,790.0
601_2023-05-07,Небиволол таблетки 5мг №28,2023-05-07,416.0,310.0,416.0
602_2023-05-07,Амлодипин таблетки 5мг №30,2023-05-07,64.0,58.0,64.0
603_2023-05-07,"Моксонидин таблетки 0,2мг №30",2023-05-07,272.0,224.0,272.0
604_2023-05-07,Магния сульфат раствор для инъекций 25% ампулы 5мл №10,2023-05-07,33.0,30.0,33.0
605_2023-05-07,Аторвастатин таблетки 40мг №30,2023-05-07,344.0,196.0,344.0
606_2023-05-07,Розувастатин таблетки 5мг №30,2023-05-07,295.0,243.0,295.0
607_2023-05-07,Корвалол капли для приема внутрь флакон 25мл,2023-05-07,34.0,24.0,34.0
608_2023-05-07,"Моксарел таблетки 0,2мг №30",2023-05-07,276.0,261.0,276.0
609_2023-05-07,"Карведилол таблетки 12,5мг №30",2023-05-07,227.0,178.0,227.0
610_2023-05-07,Аторис таблетки 10мг №90,2023-05-07,544.0,400.0,544.0
611_2023-05-07,Розувастатин таблетки 5мг №30,2023-05-07,376.0,245.0,376.0
612_2023-05-07,"Моксонидин таблетки 0,4мг №30",2023-05-07,418.0,335.0,418.0
613_2023-05-07,Роксера таблетки 10мг №30,2023-05-07,778.0,494.0,778.0
614_2023-05-07,Эналаприл таблетки 10мг №20,2023-05-07,86.0,81.0,86.0
615_2023-05-07,Карведилол таблетки 25мг №30,2023-05-07,279.0,250.0,279.0
616_2023-05-07,Аторис таблетки 20мг №30,2023-05-07,384.0,256.0,384.0
617_2023-05-07,"Моксонидин таблетки 0,4мг №60",2023-05-07,626.0,292.0,626.0
618_2023-05-07,Аторвастатин таблетки 20мг №30,2023-05-07,219.0,183.0,219.0
619_2023-05-07,Розулип Плюс капсулы 20мг+10мг №30,2023-05-07,1916.0,1438.0,1916.0
620_2023-05-07,Каптоприл таблетки 25мг №20,2023-05-07,90.0,75.0,90.0
621_2023-05-07,Липобон таблетки 10мг №30,2023-05-07,719.0,506.0,719.0
622_2023-05-07,Телмисартан таблетки 80мг №28,2023-05-07,433.0,306.0,433.0
623_2023-05-07,Лозартан таблетки 50мг №30,2023-05-07,161.0,94.0,161.0
624_2023-05-07,Атероклефит капли для приема внутрь флакон 100мл,2023-05-07,235.0,235.0,392.0
625_2023-05-07,Эналаприл таблетки 20мг №50,2023-05-07,210.0,166.0,210.0
626_2023-05-07,Аторвастатин таблетки 40мг №30,2023-05-07,318.0,286.0,318.0
627_2023-05-07,Амлодипин таблетки 10мг №60 Озон,2023-05-07,180.0,150.0,180.0
628_2023-05-07,Розувастатин таблетки 10мг №90,2023-05-07,502.0,413.0,502.0
629_2023-05-07,Амлодипин таблетки 5мг №30,2023-05-07,87.0,62.0,87.0
630_2023-05-07,Розулип Плюс капсулы 10мг+10мг №30,2023-05-07,1448.0,1087.0,1448.0
631_2023-05-07,Валсартан таблетки 160мг №30,2023-05-07,368.0,303.0,368.0
632_2023-05-07,Лизиноприл таблетки 5мг №30,2023-05-07,77.0,73.0,77.0
633_2023-05-07,"Моксонидин таблетки 0,2мг №60",2023-05-07,304.0,244.0,304.0
634_2023-05-07,Эзетимиб таблетки 10мг №30,2023-05-07,610.0,508.0,610.0
635_2023-05-07,Бисопролол таблетки 5мг №30 Озон,2023-05-07,103.0,89.0,103.0
636_2023-05-07,Аторвастатин таблетки 10мг №30,2023-05-07,144.0,121.0,144.0
637_2023-05-07,Де - Криз таблетки 5мг+10мг №30,2023-05-07,432.0,360.0,432.0
638_2023-05-07,"Периндоприл Плюс таблетки 1,25мг+4мг №30",2023-05-07,378.0,313.0,378.0
639_2023-05-07,Розувастатин таблетки 5мг №90,2023-05-07,699.0,582.0,699.0
640_2023-05-07,Метопролол таблетки 50мг №60,2023-05-07,105.0,94.0,105.0
641_2023-05-07,Метопролол таблетки 100мг №30,2023-05-07,134.0,126.0,134.0
642_2023-05-07,Аторис таблетки 10мг №30,2023-05-07,188.0,126.0,188.0
643_2023-05-07,Роксера таблетки 5мг №30,2023-05-07,637.0,404.0,637.0
644_2023-05-07,Эналаприл таблетки 20мг №20,2023-05-07,120.0,110.0,120.0
645_2023-05-07,Эналаприл таблетки 20мг №20,2023-05-07,114.0,108.0,114.0
646_2023-05-07,Розувастатин таблетки 5мг №30,2023-05-07,205.0,168.0,205.0
647_2023-05-07,"Моксонидин Реневал таб. 0,4мг №60",2023-05-07,409.0,277.0,409.0
648_2023-05-07,"Моксонидин таблетки 0,2мг №60",2023-05-07,495.0,340.0,495.0
649_2023-05-07,Бисопролол таблетки 10мг №30 Озон,2023-05-07,180.0,150.0,180.0
650_2023-05-07,Метопролол таблетки 50мг №30,2023-05-07,247.0,231.0,247.0
651_2023-05-07,Аторис таблетки 30мг №30,2023-05-07,450.0,299.0,450.0
652_2023-05-07,"Периндоприл Плюс таблетки 2,5мг+8мг №30",2023-05-07,360.0,288.0,360.0
653_2023-05-07,Эналаприл таблетки 5мг №50,2023-05-07,117.0,104.0,117.0
654_2023-05-07,Аторис таблетки 40мг №30,2023-05-07,421.0,283.0,421.0
655_2023-05-07,Телмисартан таблетки 80мг №30,2023-05-07,353.0,294.0,353.0
656_2023-05-07,Лозартан таблетки 50мг №30,2023-05-07,119.0,113.0,119.0
657_2023-05-07,Вальсакор Н таблетки 160мг+12.5мг №90,2023-05-07,1276.0,869.0,1276.0
658_2023-05-07,Периндоприл таблетки 8мг №30 Пранафарм,2023-05-07,288.0,139.0,288.0
659_2023-05-07,Анаприлин таблетки 40мг №50,2023-05-07,57.0,53.0,57.0
660_2023-05-07,Амлодипин - Периндоприл таблетки 5мг+5мг №30,2023-05-07,478.0,348.0,478.0
661_2023-05-07,Бетаксолол таблетки 20мг №30,2023-05-07,630.0,524.0,630.0
662_2023-05-07,Фозиноприл таблетки 20мг №30,2023-05-07,579.0,473.0,579.0
663_2023-05-07,Горпилс пастилки Ментол и эвкалипт №24,2023-05-07,155.0,124.0,155.0
664_2023-05-07,АнвиМакс порошок для приготовления раствора для приема внутрь Мед/лимон пакетики №3,2023-05-07,190.0,130.0,190.0
665_2023-05-07,"Риномарис спрей назальный 0,05% флакон 15мл",2023-05-07,168.0,125.0,168.0
666_2023-05-07,Аква марис Норм спрей назальный флакон 50мл,2023-05-07,435.0,294.0,435.0
667_2023-05-07,Колдрекс МаксГрипп порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,715.0,529.0,715.0
668_2023-05-07,"Нафтизин Реневал капли назальные 0,1% фл. 25мл",2023-05-07,75.0,60.0,75.0
669_2023-05-07,Линкас пастилки Плющ+Солодка №18,2023-05-07,187.0,138.0,187.0
670_2023-05-07,Аква марис Эктоин спрей назальный флакон 20мл,2023-05-07,708.0,408.0,708.0
671_2023-05-07,Бронхонорм сироп флакон 100мл,2023-05-07,118.0,98.0,118.0
672_2023-05-07,Спрей для полости рта Эвкалипт 50мл,2023-05-07,148.0,118.0,148.0
673_2023-05-07,Сироп Плюща флакон 150мл,2023-05-07,223.0,223.0,318.0
674_2023-05-07,"Ксилометазолин капли назальные 0,1% флакон 15мл",2023-05-07,38.0,35.0,38.0
675_2023-05-07,Панавир Инлайт с ксилитом спрей для полости рта 40мл,2023-05-07,420.0,332.0,420.0
676_2023-05-07,Гербион сироп первоцвета флакон 150мл,2023-05-07,449.0,320.0,449.0
677_2023-05-07,Антиорвин таблетки №60,2023-05-07,158.0,158.0,225.0
678_2023-05-07,Кетопрофен раствор для полоскания 16мг/мл флакон 150мл,2023-05-07,301.0,247.0,301.0
679_2023-05-07,Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,621.0,380.0,621.0
680_2023-05-07,"Оксифрин капли назальные 0,01% флакон-капельница 5мл",2023-05-07,222.0,185.0,222.0
681_2023-05-07,Фарингосепт таблетки Лимон №20,2023-05-07,353.0,208.0,353.0
682_2023-05-07,Бромгексин таблетки 8мг №20,2023-05-07,68.0,54.0,68.0
683_2023-05-07,Амброксол таблетки 30мг №20,2023-05-07,127.0,96.0,127.0
684_2023-05-07,Мукоцил Солюшн Таблетс таблетки диспергируемые 600мг №10,2023-05-07,150.0,120.0,150.0
685_2023-05-07,Сироп Первоцвета флакон 150мл,2023-05-07,167.0,167.0,238.0
686_2023-05-07,Простолор капли назальные 10мл,2023-05-07,174.0,174.0,248.0
687_2023-05-07,"Кватран ксило капли назальные 0,05% тюбик-капельница 15мл",2023-05-07,75.0,60.0,75.0
688_2023-05-07,Аскорил Экспекторант сироп флакон 200мл,2023-05-07,687.0,472.0,687.0
689_2023-05-07,Джосет сироп флакон 100 мл,2023-05-07,282.0,199.0,282.0
690_2023-05-07,Аскорил Экспекторант сироп флакон 100мл,2023-05-07,522.0,368.0,522.0
691_2023-05-07,Горячее питье БерриВитС Малина и мёд стик 5г №20,2023-05-07,256.0,204.0,256.0
692_2023-05-07,Амброксол таблетки 30мг №50,2023-05-07,223.0,210.0,223.0
693_2023-05-07,Горячее питье БерриВитС Малина и мёд стик 5г №10,2023-05-07,188.0,148.0,188.0
694_2023-05-07,Таблетки от кашля таблетки №20,2023-05-07,63.0,48.0,63.0
695_2023-05-07,Нафтизин Реневал капли назальные 0.05% флакон 25мл,2023-05-07,75.0,59.0,75.0
696_2023-05-07,Джосет Актив таблетки №20,2023-05-07,366.0,251.0,366.0
697_2023-05-07,Оралсепт спрей флакон 30мл,2023-05-07,458.0,326.0,458.0
698_2023-05-07,Солодки корня сироп 100г,2023-05-07,41.0,29.0,41.0
699_2023-05-07,Пертуссин сироп флакон 100мл,2023-05-07,46.0,34.0,46.0
700_2023-05-07,Геделикс капли флакон 50мл,2023-05-07,519.0,359.0,519.0
701_2023-05-07,Амброксол таблетки 30мг №30,2023-05-07,172.0,163.0,172.0
702_2023-05-07,Амбробене сироп 15мг/5мл флакон 100мл,2023-05-07,122.0,108.0,122.0
703_2023-05-07,"Вибронорм капли назальные 0,25мг/мл+2,5 мг/мл флакон 15мл",2023-05-07,350.0,291.0,350.0
704_2023-05-07,Кофасма сироп флакон 100мл,2023-05-07,198.0,150.0,198.0
705_2023-05-07,Тантум верде таблетки Мята №20,2023-05-07,420.0,254.0,420.0
706_2023-05-07,Эвкалипт таблетки для рассасывания №20,2023-05-07,80.0,80.0,132.0
707_2023-05-07,Мукоцил Солюшн Таблетс таблетки диспергируемые 200мг №20,2023-05-07,100.0,80.0,100.0
708_2023-05-07,Пертуссин сироп флакон 100мл,2023-05-07,112.0,89.0,112.0
709_2023-05-07,"Амбробене раствор для ингаляций 7,5мг/мл флакон 100мл",2023-05-07,163.0,133.0,163.0
710_2023-05-07,Нафтизин Реневал капли назальные 0.05% флакон 20мл,2023-05-07,74.0,52.0,74.0
711_2023-05-07,Люголя спрей флакон 50мл,2023-05-07,108.0,103.0,108.0
712_2023-05-07,Геделикс сироп флакон 200мл,2023-05-07,933.0,675.0,933.0
713_2023-05-07,Бронхобос сироп 250мг/5мл флакон 200мл,2023-05-07,644.0,462.0,644.0
714_2023-05-07,"Амброксол раствор для ингаляций 7,5мг/мл флакон 100мл",2023-05-07,169.0,144.0,169.0
715_2023-05-07,Бронхобос сироп 125мг/5мл флакон 200мл,2023-05-07,624.0,448.0,624.0
716_2023-05-07,Пропосол спрей флакон 50г,2023-05-07,210.0,155.0,210.0
717_2023-05-07,Амбробене таблетки 30мг №20,2023-05-07,134.0,114.0,134.0
718_2023-05-07,Пертуссин сироп флакон стекло 100мл Флора Кавказа,2023-05-07,46.0,34.0,46.0
719_2023-05-07,Солодки корня сироп стекло 100г,2023-05-07,42.0,28.0,42.0
720_2023-05-07,Арепливир таблетки 200мг №40,2023-05-07,3787.0,2600.0,3787.0
721_2023-05-07,Аскорил таблетки №10,2023-05-07,373.0,220.0,373.0
