count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,Количество в упаковке,Other,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13,product_group_14,product_group_15,product_group_16,product_group_17,product_group_18,product_group_19,product_group_20,product_group_21,product_group_22
486_2023-06-27,Нурофаст таблетки 200мг №20,2023-06-27,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Острая инфекция верхних дыхательных путей неуточненная']",['Ибупрофен'],"['Болит голова', 'Болит зуб', 'Жар', 'Боль в мышцах', 'Боль в спине', 'Бруфен', 'Нурофен', 'Миг', 'Нимесил', 'Ибупрофен', 'Парацетамол']",['Нурофаст'],"['ЗАО ФП ""Оболенское""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['200мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487_2023-06-27,Нексемезин таблетки 275мг №10,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Гнойный и неуточненный средний отит']",['Напроксен'],"['Болит голова', 'Дексалгин', 'Диафлекс', 'Кетонал', 'Найз', 'Артрокер', 'Фламадекс', 'Нимесил', 'Ибупрофен']",['Нексемезин'],"['ЗАО ""Фармсинтез""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Напроксен'],['275мг'],[],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488_2023-06-27,Пластырь Монастырский для спины и суставов согревающий 2шт,2023-06-27,[],[],"['Домашняя аптечка', 'Быструмгель', 'Дип Рилиф']",['Монастырский пластырь'],['ООО «Солнце»'],['Россия'],['Пластырь'],[],['Обычный'],[],['Отсутствует'],[],['2 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489_2023-06-27,Аторика таблетки 60мг №14,2023-06-27,"['Подагра', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Эторикоксиб'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах', 'Аркоксиа', 'Целебрекс']",['Аторика'],"['ЗАО ""Канонфарма Продакшн""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эторикоксиб'],['60мг'],['Противовоспалительные средства (внутренние)'],['14 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490_2023-06-27,Ибупрофен таб. 200мг №50,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Оталгия']",['Ибупрофен'],"['Бруфен', 'Нурофен', 'Миг', 'Нимесил', 'Ибупрофен', 'Парацетамол']",['Ибупрофен'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['200мг'],[],['50 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491_2023-06-27,Налгезин форте таблетки 550мг №20,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Гнойный и неуточненный средний отит']",['Напроксен'],"['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Нимесил', 'Ибупрофен']",['Налгезин'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Напроксен'],['550мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492_2023-06-27,Ацеклофенак таблетки 100мг №20,2023-06-27,"['Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Ацеклофенак'],"['Дексалгин', 'Диафлекс', 'Кетонал', 'Аэртал', 'Найз', 'Артрокер', 'Фламадекс']",['Ацеклофенак'],"['АО ""Фармпроект""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ацеклофенак'],['100мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493_2023-06-27,Кетофрил таблетки 10мг №20,2023-06-27,"['Головная боль', 'Миалгия']",['Кеторолак'],"['Домашняя аптечка', 'Аптечка путешественника', 'Болит голова', 'Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах', 'Дексалгин', 'Диафлекс', 'Кетонал', 'Найз', 'Артрокер', 'Фламадекс']",['Кетофрил'],['Torrent Pharmaceuticals Ltd./ Торрент'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Кеторолак'],['10мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494_2023-06-27,Нексемезин таблетки 550мг №10,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Гнойный и неуточненный средний отит']",['Напроксен'],"['Болит голова', 'Дексалгин', 'Диафлекс', 'Кетонал', 'Найз', 'Артрокер', 'Фламадекс', 'Нимесил', 'Ибупрофен']",['Нексемезин'],"['ЗАО ""Фармсинтез""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Напроксен'],['550мг'],[],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495_2023-06-27,Ибупрофен Велфарм таблетки 200мг №30,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Оталгия']",['Ибупрофен'],"['Бруфен', 'Нурофен', 'Миг', 'Нимесил', 'Ибупрофен', 'Парацетамол']",['Ибупрофен'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['200мг'],['Противовоспалительные средства (внутренние)'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496_2023-06-27,Нимесулид Вертекс гель 1% 20г,2023-06-27,"['Подагра', 'Миалгия', 'Серопозитивный ревматоидный артрит', 'Псориатические и энтеропатические артропатии', 'Полиартроз']",['Нимесулид'],"['Быструмгель', 'Дип Рилиф']",['Нимесулид'],['АО «ВЕРТЕКС»'],['Россия'],['Гель для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Нимесулид'],['1%'],['Противовоспалительные и обезболивающие средства (наружные)'],['20 г'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497_2023-06-27,Нимесулид гранулы 100мг пакет №9,2023-06-27,"['Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит', 'Артрит неуточненный']",['Нимесулид'],"['Диафлекс', 'Найз', 'Артрокер', 'Фламадекс', 'Нимесил', 'Ибупрофен', 'Парацетамол']",['Нимесулид'],"['ООО ""Южфарм""']",['Россия'],['Гранулы'],['Рецептурный'],['Не выше 25 С'],['Нимесулид'],['100мг'],[],['9 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498_2023-06-27,Вольтарен эмульгель гель 1% 20г,2023-06-27,"['Подагра', 'Миалгия', 'Боль в суставе', 'Синдром запястного канала', 'Серопозитивный ревматоидный артрит']",['Диклофенак'],['Домашняя аптечка'],['Вольтарен'],['Novartis Pharma AG/ Новартис Фарма'],['Швейцария'],['Гель для наружного применения'],['Без рецепта'],['Не выше 30 С'],['Диклофенак'],['1%'],['Противовоспалительные и обезболивающие средства (наружные)'],['20 г'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499_2023-06-27,Перца стручкового настойка флакон 25мл,2023-06-27,"['Миозит', 'Боль в суставе']","['Этанол', 'Перца стручкового плоды']",[],['Перца стручкового настойка'],"['ЗАО ""ПФК Обновление""']",['Россия'],['Настойка'],['Без рецепта'],['Не выше 25 С'],['Перца стручкового плоды+Этанол'],['Отсутствует'],['Местнораздражающие средства'],['25 мл'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500_2023-06-27,Ибупрофен таблетки 200мг №20,2023-06-27,"['Мигрень', 'Головная боль', 'Миалгия']",['Ибупрофен'],"['Жар', 'Бруфен', 'Нурофен', 'Миг', 'Нимесил', 'Ибупрофен', 'Парацетамол']",['Ибупрофен'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['200мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501_2023-06-27,Индометацин таблетки 25мг №30,2023-06-27,"['Миалгия', 'Боль в суставе', 'Синдром запястного канала', 'Полиартроз', 'Артроз неуточненный']",['Индометацин'],"['Домашняя аптечка', 'Аптечка путешественника']",['Индометацин'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Индометацин'],['25мг'],['Противовоспалительные средства (внутренние)'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502_2023-06-27,Троксиметацин гель 40г,2023-06-27,"['Флебит и тромбофлебит', 'Варикозное расширение вен нижних конечностей', 'Постфлебитический синдром', 'Венозная недостаточность (хроническая) (периферическая)', 'Синовиты и теносиновиты']","['Индометацин', 'Троксерутин']","['Домашняя аптечка', 'Дип Рилиф']",['Троксиметацин'],['VetProm AD/ ВетПром АД'],['Болгария'],['Гель для наружного применения'],['Без рецепта'],['Не выше 25 С'],['Индометацин+Троксерутин'],['30мг+20мг'],['Противовоспалительные и обезболивающие средства (наружные)'],['40 г'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503_2023-06-27,Целекоксиб капсулы 200мг №10,2023-06-27,"['Миалгия', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Целекоксиб'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах', 'Аркоксиа', 'Целебрекс', 'Целекоксиб']",['Целекоксиб'],['АО «ВЕРТЕКС»'],['Россия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Целекоксиб'],['200мг'],['Противовоспалительные средства (внутренние)'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504_2023-06-27,Амелотекс таблетки 15мг №20,2023-06-27,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Остеохондроз позвоночника', 'Анкилозирующий спондилит']",['Мелоксикам'],"['Домашняя аптечка', 'Аптечка путешественника', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах', 'Дексалгин']",['Амелотекс'],"['ЗАО ""Сотекс Фармфирма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['15мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505_2023-06-27,"Мелоксикам таблетки 7,5мг №20",2023-06-27,"['Подагра', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Псориатические и энтеропатические артропатии', 'Полиартроз']",['Мелоксикам'],"['Дексалгин', 'Диафлекс', 'Артрокер', 'Фламадекс']",['Мелоксикам'],"['АО ""Медисорб""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['7.5мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506_2023-06-27,Этария таблетки 90мг №28,2023-06-27,"['Подагра', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Эторикоксиб'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Этария'],"['АО ""Биохимик""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эторикоксиб'],['90мг'],[],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507_2023-06-27,Бруфен СР таблетки 800мг №14,2023-06-27,"['Мигрень', 'Головная боль', 'Миалгия', 'Лихорадка неясного происхождения', 'Острая боль']",['Ибупрофен'],"['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Болит зуб', 'Боль в мышцах', 'Боль в спине', 'Нимесил', 'Ибупрофен', 'Парацетамол']",['Бруфен СР'],['Famar Orleans/Фамар Орлеан'],['Греция'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ибупрофен'],['800мг'],['Противовоспалительные средства (внутренние)'],['14 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508_2023-06-27,Налгезин таблетки 275мг №20,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Гнойный и неуточненный средний отит']",['Напроксен'],"['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Нимесил', 'Ибупрофен']",['Налгезин'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Напроксен'],['275мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509_2023-06-27,"Мелоксикам таблетки 7,5мг №20",2023-06-27,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Артрит неуточненный', 'Полиартроз', 'Артроз неуточненный']",['Мелоксикам'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Мелоксикам'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['7.5мг'],[],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510_2023-06-27,Немулекс гранулы 100мг пакет №30,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата']",['Нимесулид'],"['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Болит зуб', 'Жар', 'Нимесил', 'Ибупрофен', 'Парацетамол']",['Немулекс'],"['ЗАО ""Сотекс Фармфирма""']",['Россия'],['Гранулы'],['Рецептурный'],['Не выше 25 С'],['Нимесулид'],['100мг'],['Противовоспалительные средства (внутренние)'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511_2023-06-27,"Амелотекс таблетки 7,5мг №20",2023-06-27,"['Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Остеохондроз позвоночника', 'Анкилозирующий спондилит']",['Мелоксикам'],"['Домашняя аптечка', 'Аптечка путешественника', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах', 'Дексалгин']",['Амелотекс'],"['ЗАО ""Сотекс Фармфирма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Мелоксикам'],['7.5мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512_2023-06-27,Ибупрофен Велфарм таблетки 400мг №10,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Оталгия']",['Ибупрофен'],"['Бруфен', 'Нурофен', 'Миг', 'Нимесил', 'Ибупрофен', 'Парацетамол']",['Ибупрофен'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['400мг'],['Противовоспалительные средства (внутренние)'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513_2023-06-27,Ибупрофен Велфарм таблетки 400мг №50,2023-06-27,"['Мигрень', 'Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе']",['Ибупрофен'],"['Жар', 'Бруфен', 'Нурофен', 'Миг', 'Нимесил', 'Ибупрофен', 'Парацетамол']",['Ибупрофен'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['400мг'],['Противовоспалительные средства (внутренние)'],['50 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514_2023-06-27,Ибуклин таблетки 400мг+325мг №10,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Острый синусит']","['Ибупрофен', 'Парацетамол']","['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Болит голова', 'Болит зуб', 'Жар', 'Парацетамол']",['Ибуклин'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен+Парацетамол'],['400мг+325мг'],['Противовоспалительные средства (внутренние)'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515_2023-06-27,Этария таблетки 60мг №28,2023-06-27,"['Подагра', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Эторикоксиб'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Этария'],"['АО ""Биохимик""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эторикоксиб'],['60мг'],[],['28 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516_2023-06-27,Новиган таблетки №10,2023-06-27,"['Мигрень', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Желчнокаменная болезнь [холелитиаз]']","['Ибупрофен', 'Питофенон', 'Фенпивериния бромид']","['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Болит голова', 'Болит зуб', 'Парацетамол']",['Новиган'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен+Питофенон+Фенпивериния бромид'],['400мг+5мг+0.1мг'],['Противовоспалительные средства (внутренние)'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517_2023-06-27,Налгезин форте таблетки 550мг №10,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Гнойный и неуточненный средний отит']",['Напроксен'],"['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Нимесил', 'Ибупрофен']",['Налгезин'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Напроксен'],['550мг'],['Противовоспалительные средства (внутренние)'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518_2023-06-27,Кетанов МД таблетки диспергируемые 10мг №20,2023-06-27,"['Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит', 'Полиартроз']",['Кеторолак'],[],['Кетанов'],['Sun Pharmaceutical Industries/ Сан Фармасьютикал Индастриз Лтд'],['Индия'],['Таблетки диспергируемые'],['Рецептурный'],['Не выше 25 С'],['Кеторолак'],['10мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519_2023-06-27,Найз таблетки 100мг №20,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата']",['Нимесулид'],"['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Ибупрофен', 'Парацетамол']",['Найз'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Нимесулид'],['100мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520_2023-06-27,Ибупрофен Велфарм таблетки 200мг №20,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Оталгия']",['Ибупрофен'],"['Бруфен', 'Нурофен', 'Миг', 'Нимесил', 'Ибупрофен', 'Парацетамол']",['Ибупрофен'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Ибупрофен'],['200мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521_2023-06-27,Налгезин таблетки 275мг №10,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе', 'Гнойный и неуточненный средний отит']",['Напроксен'],"['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Нимесил', 'Ибупрофен']",['Налгезин'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Без рецепта'],['Не выше 25 С'],['Напроксен'],['275мг'],['Противовоспалительные средства (внутренние)'],['10 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522_2023-06-27,Кеторолак таблетки 10мг №20,2023-06-27,"['Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит', 'Полиартроз']",['Кеторолак'],"['Домашняя аптечка', 'Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Кеторолак'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Кеторолак'],['10мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523_2023-06-27,Ибупрофен таблетки 400мг №20,2023-06-27,"['Мигрень', 'Головная боль', 'Миалгия']",['Ибупрофен'],"['Жар', 'Бруфен', 'Нурофен', 'Миг', 'Нимесил', 'Ибупрофен', 'Парацетамол']",['Ибупрофен'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Без рецепта'],['Не выше 30 С'],['Ибупрофен'],['400мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524_2023-06-27,Ацеклофенак таблетки 100мг №60,2023-06-27,"['Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Ацеклофенак'],"['Дексалгин', 'Диафлекс', 'Кетонал', 'Аэртал', 'Найз', 'Артрокер', 'Фламадекс']",['Ацеклофенак'],"['АО ""Фармпроект""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ацеклофенак'],['100мг'],['Противовоспалительные средства (внутренние)'],['60 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525_2023-06-27,Диафлекс капсулы 50мг №60,2023-06-27,"['Полиартроз', 'Артроз неуточненный', 'Спондилез']",['Диацереин'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'Ибупрофен']",['Диафлекс'],['Rompharm Compani/ Ромфарм Компани'],['Румыния'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Диацереин'],['50мг'],[],['60 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526_2023-06-27,Этария таблетки 90мг №7,2023-06-27,"['Подагра', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Эторикоксиб'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Этария'],"['АО ""Биохимик""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эторикоксиб'],['90мг'],[],['7 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527_2023-06-27,Этария таблетки 120 мг №7,2023-06-27,"['Подагра', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Эторикоксиб'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Этария'],"['АО ""Биохимик""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эторикоксиб'],['120мг'],[],['7 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528_2023-06-27,Кетопровел таблетки 100 мг №30,2023-06-27,"['Мигрень', 'Подагра', 'Головная боль', 'Миалгия', 'Боль в суставе']",['Кетопрофен'],"['Болит голова', 'Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах', 'Дексалгин', 'Диафлекс', 'Кетонал', 'Найз', 'Артрокер', 'Фламадекс', 'Нимесил', 'Ибупрофен']",['Кетопровел'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Кетопрофен'],['100мг'],['Противовоспалительные средства (внутренние)'],['30 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529_2023-06-27,Кеторолак таблетки 10мг №20,2023-06-27,"['Миалгия', 'Боль в суставе', 'Другие уточненные изменения зубов и их опорного аппарата', 'Серопозитивный ревматоидный артрит', 'Полиартроз']",['Кеторолак'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах', 'Дексалгин', 'Диафлекс', 'Кетонал', 'Найз', 'Артрокер', 'Фламадекс']",['Кеторолак'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Кеторолак'],['10мг'],[],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530_2023-06-27,Этария таблетки 60мг №14,2023-06-27,"['Подагра', 'Боль в суставе', 'Серопозитивный ревматоидный артрит', 'Полиартроз', 'Артроз неуточненный']",['Эторикоксиб'],"['Болит зуб', 'Боль в мышцах', 'Боль в спине', 'От боли в суставах']",['Этария'],"['АО ""Биохимик""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эторикоксиб'],['60мг'],[],['14 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531_2023-06-27,Ибуклин юниор таблетки 100мг+125мг №20,2023-06-27,"['Подагра', 'Головная боль', 'Миалгия', 'Острый синусит', 'Острый фарингит']","['Ибупрофен', 'Парацетамол']","['Домашняя аптечка', 'Аптечка путешественника', 'Температура', 'Болит голова', 'Болит зуб', 'Жар', 'Парацетамол']",['Ибуклин'],['Dr. Reddys Lab./ Доктор Реддис Лаб.'],['Индия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Ибупрофен+Парацетамол'],['100мг+125мг'],['Противовоспалительные средства (внутренние)'],['20 шт'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
