groups;name_group;num;new_name_group
nosology;Другие гиперлипидемии;1;другие гиперлипидемии
nosology;Другие и неуточненные кожные изменения;1;другие и неуточненные кожные изменения
nosology;Другие конъюнктивальные васкулярные болезни и кисты;1;другие конъюнктивальные васкулярные болезни и кисты
nosology;Другие неинфекционные болезни лимфатических сосудов и лимфатических узлов;1;другие неинфекционные болезни лимфатических сосудов и лимфатических узлов
nosology;Другие осложнения хирургических и терапевтических вмешательств, не классифицированные в других рубриках;1;другие осложнения хирургических и терапевтических вмешательств, не классифицированные в других рубриках
nosology;Другие системные поражения соединительной ткани;1;другие системные поражения соединительной ткани
nosology;Другие уточненные болезни желчного пузыря;1;другие уточненные болезни желчного пузыря
nosology;Другие уточненные нарушения обмена аминокислот;1;другие уточненные нарушения обмена аминокислот
nosology;Другие уточненные неинфекционные гастроэнтериты и колиты;1;другие уточненные неинфекционные гастроэнтериты и колиты
nosology;Другие формы острой ишемической болезни сердца;1;другие формы острой ишемической болезни сердца
nosology;Другие энтезопатии;1;другие энтезопатии
nosology;Другой вид профилактической химиотерапии;1;другой вид профилактической химиотерапии
nosology;Дыхательная недостаточность, не классифицированная в других рубриках;1;дыхательная недостаточность, не классифицированная в других рубриках
nosology;Зуд;1;зуд
nosology;Изменение зубов и их опорного аппарата неуточненное;1;изменение зубов и их опорного аппарата неуточненное
nosology;Инородное тело в ухе;1;инородное тело в ухе
nosology;Кератит;1;кератит
nosology;Клещевой вирусный энцефалит;1;клещевой вирусный энцефалит
nosology;Легкое когнитивное расстройство;1;легкое когнитивное расстройство
nosology;Легочно-сердечная недостаточность неуточненная;1;легочно-сердечная недостаточность неуточненная
nosology;Легочный отек;1;легочный отек
nosology;Местноанестезирующие средства;1;местноанестезирующие средства
nosology;Микоз стоп;1;микоз стоп
nosology;Нарушение проводимости неуточненное;1;нарушение проводимости неуточненное
nosology;Нарушения обмена цикла мочевины;1;нарушения обмена цикла мочевины
nosology;Недостаточность аскорбиновой кислоты;1;недостаточность аскорбиновой кислоты
nosology;Недостаточность других витаминов группы B;1;недостаточность других витаминов группы b
nosology;Недостаточность многих элементов питания;1;недостаточность многих элементов питания
nosology;Недостаточность пиридоксина;1;недостаточность пиридоксина
nosology;Недостаточность питания неуточненная;1;недостаточность питания неуточненная
nosology;Недостаточность элементов питания неуточненная;1;недостаточность элементов питания неуточненная
nosology;Непроизвольное мочеиспускание;1;непроизвольное мочеиспускание
nosology;Новообразование неопределенного или неизвестного характера более чем одной эндокринной железы;1;новообразование неопределенного или неизвестного характера более чем одной эндокринной железы
nosology;Обсессивно-компульсивное расстройство;1;обсессивно-компульсивное расстройство
nosology;Опоясывающий лишай с другими осложнениями со стороны нервной системы;1;опоясывающий лишай с другими осложнениями со стороны нервной системы
nosology;Органическое эмоционально лабильное [астеническое] расстройство;1;органическое эмоционально лабильное [астеническое] расстройство
nosology;Остановка сердца;1;остановка сердца
nosology;Острая амебная дизентерия;1;острая амебная дизентерия
nosology;Острый атопический конъюнктивит;1;острый атопический конъюнктивит
nosology;Острый перитонит;1;острый перитонит
nosology;Отек мозга;1;отек мозга
nosology;Отравление другими опиоидами;1;отравление другими опиоидами
nosology;Отравление противосудорожными, седативными, снотворными и противопаркинсоническими средствами;1;отравление противосудорожными, седативными, снотворными и противопаркинсоническими средствами
nosology;Панкреатическая стеаторея;1;панкреатическая стеаторея
nosology;Патологическая секреция гастрина;1;патологическая секреция гастрина
nosology;Перенесенный в прошлом инфаркт миокарда;1;перенесенный в прошлом инфаркт миокарда
nosology;Пилороспазм, не классифицированный в других рубриках;1;пилороспазм, не классифицированный в других рубриках
nosology;Полиартрит неуточненный;1;полиартрит неуточненный
nosology;Полиурия;1;полиурия
nosology;Поражения лицевого нерва;1;поражения лицевого нерва
nosology;Поражения нервных корешков и сплетений;1;поражения нервных корешков и сплетений
nosology;Последствия инсульта, не уточненные как кровоизлияние или инфаркт мозга;1;последствия инсульта, не уточненные как кровоизлияние или инфаркт мозга
nosology;Последствия травм, неуточненных по локализации;1;последствия травм, неуточненных по локализации
nosology;Постконтузионный синдром;1;постконтузионный синдром
nosology;Предсердно-желудочковая [атриовентрикулярная] блокада и блокада левой ножки пучка Гиса;1;предсердно-желудочковая [атриовентрикулярная] блокада и блокада левой ножки пучка гиса
nosology;Преждевременные роды;1;преждевременные роды
nosology;Противоревматические средства;1;противоревматические средства
nosology;Расстройства поведения;1;расстройства поведения
nosology;Расстройство системы пищеварения в перинатальном периоде неуточненное;1;расстройство системы пищеварения в перинатальном периоде неуточненное
nosology;Ревматизм неуточненный;1;ревматизм неуточненный
nosology;Ревматоидный артрит неуточненный;1;ревматоидный артрит неуточненный
nosology;Рецидивирующие афты полости рта;1;рецидивирующие афты полости рта
nosology;Серная пробка;1;серная пробка
nosology;Склерит;1;склерит
nosology;Состояние выздоровления;1;состояние выздоровления
nosology;Состояние выздоровления после хирургического вмешательства;1;состояние выздоровления после хирургического вмешательства
nosology;Травматический шок;1;травматический шок
nosology;Тревожное расстройство неуточненное;1;тревожное расстройство неуточненное
nosology;Туберкулез других органов;1;туберкулез других органов
nosology;Функциональное нарушение кишечника неуточненное;1;функциональное нарушение кишечника неуточненное
nosology;Хондромаляция надколенника;1;хондромаляция надколенника
nosology;Хроническая язва кожи, не классифицированная в других рубриках;1;хроническая язва кожи, не классифицированная в других рубриках
nosology;Хронический вирусный гепатит B с дельта-агентом;1;хронический вирусный гепатит b с дельта-агентом
nosology;Энурез неорганической природы;1;энурез неорганической природы
nosology;Эритема узловатая;1;эритема узловатая
nosology;Эффекты воздействия высокой температуры и света;1;эффекты воздействия высокой температуры и света
nosology;Язва заднего прохода и прямой кишки;1;язва заднего прохода и прямой кишки
nosology;Язвенный (хронический) проктит;1;язвенный (хронический) проктит
nosology;Язвенный (хронический) ректосигмоидит;1;язвенный (хронический) ректосигмоидит
active_ingredient;Амлодипин;119;амлодипин
active_ingredient;Парацетамол;116;парацетамол
active_ingredient;Аскорбиновая кислота;109;аскорбиновая кислота
active_ingredient;Гидрохлоротиазид;74;гидрохлоротиазид
active_ingredient;Периндоприл;70;периндоприл
active_ingredient;Розувастатин;62;розувастатин
active_ingredient;Индапамид;55;индапамид
active_ingredient;Телмисартан;50;телмисартан
active_ingredient;Фенилэфрин;49;фенилэфрин
active_ingredient;Ибупрофен;47;ибупрофен
active_ingredient;Лизиноприл;44;лизиноприл
active_ingredient;Бисопролол;43;бисопролол
active_ingredient;Валсартан;43;валсартан
active_ingredient;Лозартан;39;лозартан
active_ingredient;Хондроитинсульфат;35;хондроитинсульфат
active_ingredient;Глюкозамина сульфат;33;глюкозамина сульфат
active_ingredient;Эвкалипта масло;33;эвкалипта масло
active_ingredient;Ментол;32;ментол
active_ingredient;Морская вода;31;морская вода
active_ingredient;Амилметакрезол;30;амилметакрезол
active_ingredient;Дихлорбензиловый спирт;30;дихлорбензиловый спирт
active_ingredient;Метопролол;30;метопролол
active_ingredient;Аторвастатин;29;аторвастатин
active_ingredient;Диосмин;28;диосмин
active_ingredient;Фенирамин;28;фенирамин
active_ingredient;Эналаприл;28;эналаприл
active_ingredient;Кетопрофен;27;кетопрофен
active_ingredient;Пиридоксина гидрохлорид (В6);27;пиридоксина гидрохлорид (в6)
active_ingredient;Бензидамин;25;бензидамин
active_ingredient;Бифидобактерии бифидум;25;бифидобактерии бифидум
active_ingredient;Диклофенак;25;диклофенак
active_ingredient;Камфора;23;камфора
active_ingredient;Панкреатин;23;панкреатин
active_ingredient;Гесперидин;22;гесперидин
active_ingredient;Метамизол натрия;22;метамизол натрия
active_ingredient;Троксерутин;22;троксерутин
active_ingredient;Хлорфенамин;22;хлорфенамин
active_ingredient;Эторикоксиб;22;эторикоксиб
active_ingredient;Кальция карбонат;21;кальция карбонат
active_ingredient;Нимесулид;21;нимесулид
active_ingredient;Рамиприл;21;рамиприл
active_ingredient;Глицин;20;глицин
active_ingredient;Лидокаин;20;лидокаин
active_ingredient;Мяты перечной масло;20;мяты перечной масло
active_ingredient;Бензокаин;19;бензокаин
active_ingredient;Мелоксикам;19;мелоксикам
active_ingredient;Рутин (рутозид);19;рутин (рутозид)
active_ingredient;Тиамин (В1);19;тиамин (в1)
active_ingredient;Торасемид;19;торасемид
active_ingredient;Этилметилгидроксипиридина сукцинат;19;этилметилгидроксипиридина сукцинат
active_ingredient;Кофеин;18;кофеин
active_ingredient;Лактобактерии ацидофильные;17;лактобактерии ацидофильные
active_ingredient;Рабепразол;17;рабепразол
active_ingredient;Цетилпиридиния хлорид;17;цетилпиридиния хлорид
active_ingredient;Винпоцетин;16;винпоцетин
active_ingredient;Йод;16;йод
active_ingredient;Урсодезоксихолевая кислота;16;урсодезоксихолевая кислота
active_ingredient;Гепарин натрия;15;гепарин натрия
active_ingredient;Грамицидин;15;грамицидин
active_ingredient;Моксонидин;15;моксонидин
active_ingredient;Папаверин;15;папаверин
active_ingredient;Триметазидин;15;триметазидин
active_ingredient;Амброксол;14;амброксол
active_ingredient;Бромгексин;14;бромгексин
active_ingredient;Диоксид кремния;14;диоксид кремния
active_ingredient;Магния гидроксид;14;магния гидроксид
active_ingredient;Натрия гидрокарбонат;14;натрия гидрокарбонат
active_ingredient;Экстракт солодки;14;экстракт солодки
active_ingredient;Гинкго Билоба;13;гинкго билоба
active_ingredient;Декспантенол;13;декспантенол
active_ingredient;Лоперамид;13;лоперамид
active_ingredient;Натрия альгинат;13;натрия альгинат
active_ingredient;Расторопши пятнистой экстракт (Силимарин);13;расторопши пятнистой экстракт (силимарин)
active_ingredient;Рибофлавин (В2);13;рибофлавин (в2)
active_ingredient;Токоферол;13;токоферол
active_ingredient;Цианокобаламин (В12);13;цианокобаламин (в12)
active_ingredient;Ацетилсалициловая кислота;12;ацетилсалициловая кислота
active_ingredient;Глицерол;12;глицерол
active_ingredient;Кандесартан;12;кандесартан
active_ingredient;Ксилометазолин;12;ксилометазолин
active_ingredient;Римантадин;12;римантадин
active_ingredient;Симетикон;12;симетикон
active_ingredient;Цитиколин;12;цитиколин
active_ingredient;Алгелдрат;11;алгелдрат
active_ingredient;Ацетилцистеин;11;ацетилцистеин
active_ingredient;Гопантеновая кислота;11;гопантеновая кислота
active_ingredient;Домперидон;11;домперидон
active_ingredient;Ирбесартан;11;ирбесартан
active_ingredient;Коэнзим Q10;11;коэнзим q10
active_ingredient;Левоментол;11;левоментол
active_ingredient;Мельдоний ;11;мельдоний 
active_ingredient;Нифедипин;11;нифедипин
active_ingredient;Пирацетам;11;пирацетам
active_ingredient;Фенобарбитал;11;фенобарбитал
active_ingredient;Атенолол;10;атенолол
active_ingredient;Бендазол;10;бендазол
active_ingredient;Дротаверин;10;дротаверин
active_ingredient;Ивабрадин;10;ивабрадин
active_ingredient;Калия йодид;10;калия йодид
active_ingredient;Кальция глюконат;10;кальция глюконат
active_ingredient;Кеторолак;10;кеторолак
active_ingredient;Магния карбонат;10;магния карбонат
active_ingredient;Напроксен;10;напроксен
active_ingredient;Оксиметазолин;10;оксиметазолин
active_ingredient;Омепразол;10;омепразол
active_ingredient;Смесь гомеопатическая;10;смесь гомеопатическая
active_ingredient;Уголь активированный;10;уголь активированный
active_ingredient;Целекоксиб;10;целекоксиб
active_ingredient;Гвайфенезин;9;гвайфенезин
active_ingredient;Интерферон альфа;9;интерферон альфа
active_ingredient;Калия аспарагинат;9;калия аспарагинат
active_ingredient;Карведилол;9;карведилол
active_ingredient;Лактулоза;9;лактулоза
active_ingredient;Лизатов бактерий смесь;9;лизатов бактерий смесь
active_ingredient;Магния аспарагинат;9;магния аспарагинат
active_ingredient;Метилсульфонилметан;9;метилсульфонилметан
active_ingredient;Пантопразол;9;пантопразол
active_ingredient;Сальбутамол;9;сальбутамол
active_ingredient;Тримебутин;9;тримебутин
active_ingredient;Алтейного корня экстракт;8;алтейного корня экстракт
active_ingredient;Артишока экстракт;8;артишока экстракт
active_ingredient;Ацеклофенак;8;ацеклофенак
active_ingredient;Висмута трикалия дицитрат;8;висмута трикалия дицитрат
active_ingredient;Гексэтидин;8;гексэтидин
active_ingredient;Нафазолин;8;нафазолин
active_ingredient;Нифуроксазид;8;нифуроксазид
active_ingredient;Питофенон;8;питофенон
active_ingredient;Плюща листьев экстракт;8;плюща листьев экстракт
active_ingredient;Фенпивериния бромид;8;фенпивериния бромид
active_ingredient;Фозиноприл;8;фозиноприл
active_ingredient;Хлорталидон;8;хлорталидон
active_ingredient;Холекальциферол (Витамин Д3);8;холекальциферол (витамин д3)
active_ingredient;Эзетимиб;8;эзетимиб
active_ingredient;Экстракт шалфея;8;экстракт шалфея
active_ingredient;Этилбромизовалерианат;8;этилбромизовалерианат
active_ingredient;Декстроза;7;декстроза
active_ingredient;Индометацин;7;индометацин
active_ingredient;Инулин;7;инулин
active_ingredient;Карбоцистеин;7;карбоцистеин
active_ingredient;Левокарнитин;7;левокарнитин
active_ingredient;Натрия пикосульфат;7;натрия пикосульфат
active_ingredient;Натрия хлорид;7;натрия хлорид
active_ingredient;Натрия цитрат;7;натрия цитрат
active_ingredient;Олмесартан медоксомил;7;олмесартан медоксомил
active_ingredient;Подорожника овального семян оболочка/шелуха (Псиллиум);7;подорожника овального семян оболочка/шелуха (псиллиум)
active_ingredient;Раствора ментола в ментиловом эфире кислоты изовалериановой;7;раствора ментола в ментиловом эфире кислоты изовалериановой
active_ingredient;Симвастатин;7;симвастатин
active_ingredient;Тимьяна эк-т;7;тимьяна эк-т
active_ingredient;Фолиевая кислота (В9);7;фолиевая кислота (в9)
active_ingredient;Холина альфосцерат;7;холина альфосцерат
active_ingredient;Шалфея масло;7;шалфея масло
active_ingredient;Экстракт корня солодки голой;7;экстракт корня солодки голой
active_ingredient;Эхинацеи эк-т;7;эхинацеи эк-т
active_ingredient;Янтарная к-та;7;янтарная к-та
active_ingredient;Адеметионин;6;адеметионин
active_ingredient;Азилсартана медоксомил;6;азилсартана медоксомил
active_ingredient;Алтея эк-т;6;алтея эк-т
active_ingredient;Аргинин;6;аргинин
active_ingredient;Гимекромон;6;гимекромон
active_ingredient;Диметилсульфоксид;6;диметилсульфоксид
active_ingredient;Итоприд;6;итоприд
active_ingredient;Калия хлорид;6;калия хлорид
active_ingredient;Каптоприл;6;каптоприл
active_ingredient;Каштана конского экстракт;6;каштана конского экстракт
active_ingredient;Лерканидипин;6;лерканидипин
active_ingredient;Лизоцим;6;лизоцим
active_ingredient;Лоратадин;6;лоратадин
active_ingredient;Мебеверин;6;мебеверин
active_ingredient;Метронидазол;6;метронидазол
active_ingredient;Небиволол;6;небиволол
active_ingredient;Осельтамивир;6;осельтамивир
active_ingredient;Панавир;6;панавир
active_ingredient;Подорожника экстракт;6;подорожника экстракт
active_ingredient;Прокаин;6;прокаин
active_ingredient;Пропранолол;6;пропранолол
active_ingredient;Сакубитрил;6;сакубитрил
active_ingredient;Таурин;6;таурин
active_ingredient;Целлюлоза микрокристаллическая (МКЦ);6;целлюлоза микрокристаллическая (мкц)
active_ingredient;Экстракт корня имбиря;6;экстракт корня имбиря
active_ingredient;Эмблики эк-т;6;эмблики эк-т
active_ingredient;Эссенциальные фосфолипиды;6;эссенциальные фосфолипиды
active_ingredient;Бензилникотинат;5;бензилникотинат
active_ingredient;Гвоздики масло;5;гвоздики масло
active_ingredient;Диоксометилтетрагидропиримидин;5;диоксометилтетрагидропиримидин
active_ingredient;Инозин Пранобекс;5;инозин пранобекс
active_ingredient;Лецитин;5;лецитин
active_ingredient;Лорноксикам;5;лорноксикам
active_ingredient;Месалазин;5;месалазин
active_ingredient;Одуванчика корни эк-т;5;одуванчика корни эк-т
active_ingredient;Орнидазол;5;орнидазол
active_ingredient;Парафин жидкий;5;парафин жидкий
active_ingredient;Пептиды из головного мозга свиньи;5;пептиды из головного мозга свиньи
active_ingredient;Питавастатин;5;питавастатин
active_ingredient;Полиненасыщенные жирные кислоты омега-3;5;полиненасыщенные жирные кислоты омега-3
active_ingredient;Ромашки эк-т;5;ромашки эк-т
active_ingredient;Скипидар;5;скипидар
active_ingredient;Смектит диоктаэдрический;5;смектит диоктаэдрический
active_ingredient;Спиронолактон;5;спиронолактон
active_ingredient;Тилорон;5;тилорон
active_ingredient;Тимол;5;тимол
active_ingredient;Тиотриазолин;5;тиотриазолин
active_ingredient;Цинк;5;цинк
active_ingredient;Чайное дерево масло;5;чайное дерево масло
active_ingredient;Шиповника плодов экстракт;5;шиповника плодов экстракт
active_ingredient;Эзомепразол;5;эзомепразол
active_ingredient;Экстракт имбиря;5;экстракт имбиря
active_ingredient;Эплеренон;5;эплеренон
active_ingredient;Этанол;5;этанол
active_ingredient;Амбазон;4;амбазон
active_ingredient;Аминофенилмасляная к-та;4;аминофенилмасляная к-та
active_ingredient;Антитела к гамма интерферону человека аффинно очищенные;4;антитела к гамма интерферону человека аффинно очищенные
active_ingredient;Атомоксетин;4;атомоксетин
active_ingredient;Белладонны экстракт;4;белладонны экстракт
active_ingredient;Биклотимол;4;биклотимол
active_ingredient;Боярышник плоды;4;боярышник плоды
active_ingredient;Верапамил;4;верапамил
active_ingredient;Гвайазулен;4;гвайазулен
active_ingredient;Гемодериват крови телят депротеинизированный;4;гемодериват крови телят депротеинизированный
active_ingredient;Гидрокортизон;4;гидрокортизон
active_ingredient;Грецкого ореха лист;4;грецкого ореха лист
active_ingredient;Декскетопрофен;4;декскетопрофен
active_ingredient;Дигидрокверцетин;4;дигидрокверцетин
active_ingredient;Дилтиазем;4;дилтиазем
active_ingredient;Дуба кора;4;дуба кора
active_ingredient;Инозин;4;инозин
active_ingredient;Комплекс растительных экстрактов;4;комплекс растительных экстрактов
active_ingredient;Компоненты клеточной оболочки кишечной палочки;4;компоненты клеточной оболочки кишечной палочки
active_ingredient;Лаппаконитина гидробромид;4;лаппаконитина гидробромид
active_ingredient;Магний;4;магний
active_ingredient;Магния сульфат;4;магния сульфат
active_ingredient;Макрогол;4;макрогол
active_ingredient;Мяты масло;4;мяты масло
active_ingredient;Мяты перечной эк-т;4;мяты перечной эк-т
active_ingredient;Ниацин (В3);4;ниацин (в3)
active_ingredient;Никотинамид;4;никотинамид
active_ingredient;Нитроглицерин;4;нитроглицерин
active_ingredient;Ницерголин;4;ницерголин
active_ingredient;Облепихи масло;4;облепихи масло
active_ingredient;Пантотеновая кислота (В5);4;пантотеновая кислота (в5)
active_ingredient;Пектин;4;пектин
active_ingredient;Первоцвета экстракт;4;первоцвета экстракт
active_ingredient;Подорожника листья;4;подорожника листья
active_ingredient;Преднизолон;4;преднизолон
active_ingredient;Рацементол;4;рацементол
active_ingredient;Ромашки цветки;4;ромашки цветки
active_ingredient;Серебра протеинат;4;серебра протеинат
active_ingredient;Солифенацин;4;солифенацин
active_ingredient;Теноксикам;4;теноксикам
active_ingredient;Термопсиса экстракт;4;термопсиса экстракт
active_ingredient;Терпентинное масло;4;терпентинное масло
active_ingredient;Тысячелистника трава;4;тысячелистника трава
active_ingredient;Фамотидин;4;фамотидин
active_ingredient;Фелодипин;4;фелодипин
active_ingredient;Флурбипрофен;4;флурбипрофен
active_ingredient;Фонтурацетам;4;фонтурацетам
active_ingredient;Хвоща полевого трава;4;хвоща полевого трава
active_ingredient;Хлорбутанола гемигидрат;4;хлорбутанола гемигидрат
active_ingredient;Цинка сульфат;4;цинка сульфат
active_ingredient;Цинка цитрат;4;цинка цитрат
active_ingredient;Циннаризин;4;циннаризин
active_ingredient;Эвкалипта экстракт;4;эвкалипта экстракт
active_ingredient;Экстракт корнеплода свеклы;4;экстракт корнеплода свеклы
active_ingredient;Экстракт куркумы;4;экстракт куркумы
active_ingredient;Экстракт сливы домашней;4;экстракт сливы домашней
active_ingredient;Эк-т листьев Малины;4;эк-т листьев малины
active_ingredient;Аконитум;3;аконитум
active_ingredient;Аллантоин;3;аллантоин
active_ingredient;Амилаза;3;амилаза
active_ingredient;Амиодарон;3;амиодарон
active_ingredient;Атропа белладонна;3;атропа белладонна
active_ingredient;Бессмертника цветков экстракт;3;бессмертника цветков экстракт
active_ingredient;Бетаксолол;3;бетаксолол
active_ingredient;Биоактивный концентрат из мелкой морской рыбы;3;биоактивный концентрат из мелкой морской рыбы
active_ingredient;Бриония;3;бриония
active_ingredient;Бромелайн;3;бромелайн
active_ingredient;Водный субстрат кишечной палочки;3;водный субстрат кишечной палочки
active_ingredient;Водный субстрат лактобактерий;3;водный субстрат лактобактерий
active_ingredient;Водный субстрат стафилококка;3;водный субстрат стафилококка
active_ingredient;Гемицеллюлоза;3;гемицеллюлоза
active_ingredient;Гепар сульфурис;3;гепар сульфурис
active_ingredient;Гиалуронат натрия;3;гиалуронат натрия
active_ingredient;Глицерин;3;глицерин
active_ingredient;Даларгин;3;даларгин
active_ingredient;Диацереин;3;диацереин
active_ingredient;Диоксотетрагидрокситетрагидронафталин;3;диоксотетрагидрокситетрагидронафталин
active_ingredient;Желчи экстракт;3;желчи экстракт
active_ingredient;Изосорбида динитрат;3;изосорбида динитрат
active_ingredient;Изосорбида мононитрат;3;изосорбида мононитрат
active_ingredient;Имидазолилэтанамид пентандиовой кислоты;3;имидазолилэтанамид пентандиовой кислоты
active_ingredient;Калиум бихромикум;3;калиум бихромикум
active_ingredient;Калия бромид;3;калия бромид
active_ingredient;Кларитромицин;3;кларитромицин
active_ingredient;Клещевины масло;3;клещевины масло
active_ingredient;Кокарбоксилаза;3;кокарбоксилаза
active_ingredient;Комплекс эфирных масел;3;комплекс эфирных масел
active_ingredient;Корица;3;корица
active_ingredient;Куркума;3;куркума
active_ingredient;Лактобактерии рамнозус;3;лактобактерии рамнозус
active_ingredient;Лансопразол;3;лансопразол
active_ingredient;Лиофилизированные сахаромицеты;3;лиофилизированные сахаромицеты
active_ingredient;Льняное масло;3;льняное масло
active_ingredient;Магния оксид;3;магния оксид
active_ingredient;Мать-и-мачехи листья экстракт;3;мать-и-мачехи листья экстракт
active_ingredient;Мед;3;мед
active_ingredient;Мелиссы эк-т;3;мелиссы эк-т
active_ingredient;Метоклопрамид;3;метоклопрамид
active_ingredient;Мята;3;мята
active_ingredient;Никотиноил-гамма-аминомаслянная кислота;3;никотиноил-гамма-аминомаслянная кислота
active_ingredient;Нонивамид;3;нонивамид
active_ingredient;Ондансетрон;3;ондансетрон
active_ingredient;Оротовая кислота;3;оротовая кислота
active_ingredient;Папаин;3;папаин
active_ingredient;Повидон;3;повидон
active_ingredient;Поливитамины;3;поливитамины
active_ingredient;Прополис;3;прополис
active_ingredient;Ранолазин;3;ранолазин
active_ingredient;Расторопша масло;3;расторопша масло
active_ingredient;Салициловая кислота;3;салициловая кислота
active_ingredient;Соталол;3;соталол
active_ingredient;Тимьяна травы экстракт жидкий;3;тимьяна травы экстракт жидкий
active_ingredient;Фенхеля эк-т;3;фенхеля эк-т
active_ingredient;Фуразолидон;3;фуразолидон
active_ingredient;Фуросемид;3;фуросемид
active_ingredient;Цинка оксид;3;цинка оксид
active_ingredient;Чабреца трава;3;чабреца трава
active_ingredient;Экстракт красных листьев винограда;3;экстракт красных листьев винограда
active_ingredient;Экстракт печени и сердца барбарийской утки;3;экстракт печени и сердца барбарийской утки
active_ingredient;Эк-т пиявки;3;эк-т пиявки
active_ingredient;Яд гадюки;3;яд гадюки
active_ingredient;Lactobacillus acidophilus;2;lactobacillus acidophilus
active_ingredient;Авокадо масло;2;авокадо масло
active_ingredient;Альверин;2;альверин
active_ingredient;Амоксициллин;2;амоксициллин
active_ingredient;Арабиногалактан;2;арабиногалактан
active_ingredient;Арум трифиллум;2;арум трифиллум
active_ingredient;Белладонны настойка;2;белладонны настойка
active_ingredient;Бензалкония хлорид;2;бензалкония хлорид
active_ingredient;Бензоксония хлорид;2;бензоксония хлорид
active_ingredient;Бенциклан;2;бенциклан
active_ingredient;Бетаин;2;бетаин
active_ingredient;Бор;2;бор
active_ingredient;Боярышника плодов эк-т;2;боярышника плодов эк-т
active_ingredient;Валерианы настойка;2;валерианы настойка
active_ingredient;Висмута субгаллат;2;висмута субгаллат
active_ingredient;Витамин К2 (менахинон);2;витамин к2 (менахинон)
active_ingredient;Гельземиум семпервиренс;2;гельземиум семпервиренс
active_ingredient;Гидролизат коллагена;2;гидролизат коллагена
active_ingredient;Гидроталцит;2;гидроталцит
active_ingredient;Гинкго билоба эк-т;2;гинкго билоба эк-т
active_ingredient;Гиосцина бутилбромид;2;гиосцина бутилбромид
active_ingredient;Дезоксирибонуклеат натрия;2;дезоксирибонуклеат натрия
active_ingredient;Декслансопразол;2;декслансопразол
active_ingredient;Декстрометорфан;2;декстрометорфан
active_ingredient;Дигоксин;2;дигоксин
active_ingredient;Диметикон;2;диметикон
active_ingredient;Душицы экстракт;2;душицы экстракт
active_ingredient;Дягиля корни и корневища;2;дягиля корни и корневища
active_ingredient;Жир барсучий;2;жир барсучий
active_ingredient;Зизифуса плоды;2;зизифуса плоды
active_ingredient;Зофеноприл;2;зофеноприл
active_ingredient;Идебенон;2;идебенон
active_ingredient;Имунофан;2;имунофан
active_ingredient;Календула;2;календула
active_ingredient;Кальций;2;кальций
active_ingredient;Карнитин;2;карнитин
active_ingredient;Кобальта хлорид гексагидрат;2;кобальта хлорид гексагидрат
active_ingredient;Коллоидное серебро;2;коллоидное серебро
active_ingredient;Корневища альпинии лекарственной;2;корневища альпинии лекарственной
active_ingredient;Ксилитол;2;ксилитол
active_ingredient;Лактобактерии;2;лактобактерии
active_ingredient;Ламинарии слоевища;2;ламинарии слоевища
active_ingredient;Ландыша настойка;2;ландыша настойка
active_ingredient;Лаурила сульфат;2;лаурила сульфат
active_ingredient;Лауромакрогол 400;2;лауромакрогол 400
active_ingredient;Левамлодипин;2;левамлодипин
active_ingredient;Леспедезы двухцветной побеги;2;леспедезы двухцветной побеги
active_ingredient;Лигнин гидролизный;2;лигнин гидролизный
active_ingredient;Лимона масло;2;лимона масло
active_ingredient;Лиофилизированные штаммы лактобацилл;2;лиофилизированные штаммы лактобацилл
active_ingredient;Липаза;2;липаза
active_ingredient;Магалдрат;2;магалдрат
active_ingredient;Магния лактат;2;магния лактат
active_ingredient;Марганец;2;марганец
active_ingredient;Масло виноградных косточек;2;масло виноградных косточек
active_ingredient;Мать-и-мачехи листья;2;мать-и-мачехи листья
active_ingredient;Меркуриус;2;меркуриус
active_ingredient;Микронизированная целлюлоза растительного происхождения;2;микронизированная целлюлоза растительного происхождения
active_ingredient;Минтил лактат;2;минтил лактат
active_ingredient;Натрия сульфат;2;натрия сульфат
active_ingredient;Нафтидрофурил;2;нафтидрофурил
active_ingredient;Никетамид;2;никетамид
active_ingredient;Нифурател;2;нифурател
active_ingredient;Оксибупрокаин;2;оксибупрокаин
active_ingredient;Орнитин;2;орнитин
active_ingredient;Офлоксацин;2;офлоксацин
active_ingredient;Пепсин;2;пепсин
active_ingredient;Пептиды коллагена;2;пептиды коллагена
active_ingredient;Перца стручкового настойка;2;перца стручкового настойка
active_ingredient;Перца стручкового плоды;2;перца стручкового плоды
active_ingredient;Повидон-йод;2;повидон-йод
active_ingredient;Полигалактуроновые кислоты;2;полигалактуроновые кислоты
active_ingredient;Популюс кандиканс;2;популюс кандиканс
active_ingredient;Пропафенон;2;пропафенон
active_ingredient;Пропифеназон;2;пропифеназон
active_ingredient;Пульсатилла;2;пульсатилла
active_ingredient;Пшеничные отруби;2;пшеничные отруби
active_ingredient;Ребамипид;2;ребамипид
active_ingredient;Ресвератрол (Экстракт красного винограда);2;ресвератрол (экстракт красного винограда)
active_ingredient;Секнидазол;2;секнидазол
active_ingredient;Семакс;2;семакс
active_ingredient;Сеннозиды;2;сеннозиды
active_ingredient;Сенны листья;2;сенны листья
active_ingredient;Соевые бобы масло;2;соевые бобы масло
active_ingredient;Солодки корни;2;солодки корни
active_ingredient;Сорбиновая к-та;2;сорбиновая к-та
active_ingredient;Сорбит;2;сорбит
