count_index,name,price_withCard,price_withPeriod,price_withoutCard,allowOnlinePayment,isInStock,name_latin,bonuses,averageRating,isAvailable,allowDelivery,isRecipe,group,parsing_day_x,Nosology,Active_ingredient,Product_Group,Brand,Manufacturer,Country,Form_release,Form_release_common,Prescription,Conditions_of_storage,Active_ingredient_compound_name_composition,weight_briefly,Pharmacotherapeutic_group
205_2022-12-28,"Энап HL таблетки 10мг+12,5мг №20",336.0,195.0,336.0,0,1,enap_hl_tabletki_1012_5mg_20,8.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Застойная сердечная недостаточность","Гидрохлоротиазид, Эналаприл",Not value,Энап НL,KRKA d.d./ КРКА,Словения,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Эналаприл+Гидрохлоротиазид,10мг+12.5мг,Средства снижающие давление
206_2022-12-28,Детравенол таблетки 1000мг №30,1582.0,1076.0,1582.0,1,1,detravenol_tabletki_1000mg_30,78.0,5.0,1,1,0,serdechnososudistaya,2022-12-28,"Варикозное расширение вен нижних конечностей с язвой и воспалением, Венозная недостаточность (хроническая) (периферическая), Отек, не классифицированный в других рубриках, Геморрой и перианальный венозный тромбоз","Гесперидин, Диосмин",выгодно один,Детравенол,"ООО ""Озон""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Гесперидин+Диосмин,100мг+900мг,Венотонизирующие внутренние средства
207_2022-12-28,Рибоксин таблетки 200мг №50,98.0,78.0,98.0,0,1,riboksin_tabletki_200mg_50,5.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Острый гепатит A, Острый гепатит B, Другие острые вирусные гепатиты, Хронический вирусный гепатит, Порфирия кожная медленная",Инозин,Not value,Рибоксин,"ПАО ""Биосинтез""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Инозин,200мг,Прочие средства в кардиологии
208_2022-12-28,Боярышник настойка флакон 25мл,85.0,68.0,85.0,1,1,boyaryshnik_nastojka_fl_25ml,5.0,0.0,1,1,0,serdechnososudistaya,2022-12-28,"Соматоформная дисфункция вегетативной нервной системы, Боль в области сердца",Боярышник плоды,Not value,Боярышник настойка,"АО ""Кировская ФФ""",Россия,Настойка,Настойка,Без рецепта,8-25 С,Боярышник плоды,Отсутствует,Прочие средства в кардиологии
209_2022-12-28,Периндоприл таблетки 4мг №30 Пранафарм,159.0,118.0,159.0,0,1,perindopril_tabletki_4mg_30,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Инфаркт мозга, Преходящие транзиторные церебральные ишемические приступы атаки и родственные синдромы, Эссенциальная первичная гипертензия, Стенокардия грудная жаба, Застойная сердечная недостаточность",Периндоприл,Not value,Периндоприл,"ООО ""Пранафарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Периндоприл,4мг,Средства снижающие давление
210_2022-12-28,Винпоцетин таблетки 5мг №50 Велфарм,111.0,105.0,111.0,0,1,vinpocetin_tabletki_5mg_50,5.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Сосудистая деменция, Головокружение и нарушение устойчивости, Инфаркт мозга, Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга, Соматоформная дисфункция вегетативной нервной системы",Винпоцетин,Not value,Винпоцетин таблетки,"ООО ""Велфарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Винпоцетин,5мг,Средства улучшающие мозговое кровообращение
211_2022-12-28,Кардио Плюс капсулы №30,848.0,698.0,848.0,1,1,kardiom_kapsuly_1000mg_30,0.0,5.0,1,1,0,serdechnososudistaya,2022-12-28,,Полиненасыщенные жирные кислоты омега-3,Not value,Кардиом,"ООО ""Полярис""",Россия,Капсулы для приема внутрь,Капсулы,Без рецепта,Не выше 25 С,Полиненасыщенные жирные кислоты омега-3,1000мг,Not value
212_2022-12-28,МетуцинВел раствор для инъекций 50мг/мл ампулы 2мл №10,359.0,311.0,359.0,0,1,metucinvel_rastvor_dlya_inekcij_50mgml_ampuly_2ml_10,2.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Неврастения, Инфаркт мозга, Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга, Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние, Соматоформная дисфункция вегетативной нервной системы",Этилметилгидроксипиридина сукцинат,Not value,МетуцинВел,"ООО ""Велфарм""",Россия,Раствор для инъекций,Растворы,Рецептурный,Не выше 25 С,Этилметилгидроксипиридина сукцинат,50мг/мл,Средства улучшающие мозговое кровообращение
213_2022-12-28,Лозартан таблетки 25мг №30,108.0,98.0,108.0,0,1,lozartan_tabletki_25mg_30,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Застойная сердечная недостаточность, Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)",Лозартан,Not value,Лозартан,"ООО ""Пранафарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Лозартан,25мг,Средства снижающие давление
214_2022-12-28,Амлодипин таблетки 5мг №30,70.0,62.0,70.0,0,1,amlodipin_tabletki_5mg_30,2.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Стенокардия грудная жаба, Нестабильная стенокардия, Стенокардия с документально подтвержденным спазмом",Амлодипин,Not value,Амлодипин,"ООО ""Пранафарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Амлодипин,5мг,Средства снижающие давление
215_2022-12-28,Леспефлан флакон 100мл,278.0,223.0,278.0,1,1,lespeflan_fl_100ml,6.0,0.0,1,1,0,serdechnososudistaya,2022-12-28,Хроническая почечная недостаточность,Леспедезы двухцветной побеги,Not value,Леспефлан,"ОАО ""Дальхимфарм""",Россия,Раствор для приема внутрь,Растворы,Без рецепта,15-25 С,Леспедезы двухцветной побеги,555.5г,Мочегонные средства (Диуретики)
216_2022-12-28,Розувастатин-Вертекс таблетки 5мг №30,400.0,325.0,400.0,0,1,rozuvastatinverteks_tabletki_5mg_30,22.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Атеросклероз, Ишемическая болезнь сердца",Розувастатин,Not value,Розувастатин,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Розувастатин,5мг,Гиполипидемические средства (Статины)
217_2022-12-28,Симвастатин таблетки 10мг №30,133.0,126.0,133.0,0,1,simvastatin_tabletki_10mg_30,14.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Инфаркт мозга, Чистая гиперхолестеринемия, Смешанная гиперлипидемия, Преходящие транзиторные церебральные ишемические приступы атаки и родственные синдромы, Острый инфаркт миокарда",Симвастатин,Not value,Симвастатин,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Симвастатин,10мг,Гиполипидемические средства (Статины)
218_2022-12-28,Анаприлин таблетки 40мг №50,57.0,53.0,57.0,0,1,anaprilin_tab_40mg_50,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Мигрень, Гемангиома любой локализации, Доброкачественное новообразование надпочечника, Тиреотоксикоз гипертиреоз, Дисфункция гипоталамуса, не классифицированная в других рубриках",Пропранолол,Not value,Анаприлин,"ООО ""Здоровье ФК""",Украина,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Пропранолол,40мг,Средства снижающие давление
219_2022-12-28,Аторвастатин таблетки 10мг №90,574.0,574.0,574.0,0,1,atorvastatin_tabletki_10mg_90,36.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Чистая гиперхолестеринемия, Чистая гиперглицеридемия, Смешанная гиперлипидемия",Аторвастатин,Not value,Аторвастатин,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Аторвастатин,10мг,Гиполипидемические средства (Статины)
220_2022-12-28,Розувастатин таблетки 10мг №30,677.0,564.0,677.0,0,1,rozuvastatin_tabletki_10mg_30,73.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Чистая гиперхолестеринемия, Смешанная гиперлипидемия",Розувастатин,Not value,Розувастатин,"ООО ""Изварино Фарма""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Розувастатин,10мг,Гиполипидемические средства (Статины)
221_2022-12-28,Энап H таблетки 10мг+25мг N60,864.0,540.0,864.0,0,1,enap_h_tabletki_1025mg_n60,17.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Застойная сердечная недостаточность","Гидрохлоротиазид, Эналаприл",Not value,Энап Н,KRKA d.d./ КРКА,Словения,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Эналаприл+Гидрохлоротиазид,10мг+25мг,Средства снижающие давление
222_2022-12-28,Валсартан таблетки 160мг №30,510.0,425.0,510.0,0,1,valsartan_tabletki_160mg_30,28.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Острый инфаркт миокарда, Застойная сердечная недостаточность",Валсартан,Not value,Валсартан,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Валсартан,160мг,Средства снижающие давление
223_2022-12-28,Танакан таблетки 40мг №90,1290.0,1290.0,1985.0,1,1,tanakan_tabletki_40mg_90,64.0,5.0,1,1,0,serdechnososudistaya,2022-12-28,"Головокружение и нарушение устойчивости, Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга, Дегенерация сосудистой оболочки глаза, Окклюзии сосудов сетчатки, Фоновая ретинопатия и ретинальные сосудистые изменения",Гинкго Билоба,"Таблетки для  памяти, Для памяти",Танакан,Ipsen Pharma Beaufour/ Ипсен Фарма,Франция,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Гинкго Билоба,40мг,Средства улучшающие мозговое кровообращение
224_2022-12-28,Вальсакор Н таблетки 160мг+12.5мг №90,1269.0,809.0,1269.0,0,1,valsakor_n_tabletki_16012_5mg_90,32.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Валсартан, Гидрохлоротиазид",Not value,Вальсакор Н,KRKA d.d./ КРКА,Словения,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Валсартан+Гидрохлоротиазид,160мг+12.5мг,Средства снижающие давление
225_2022-12-28,Ивабрадин таблетки 5мг №56,633.0,502.0,633.0,0,1,ivabradin_tabletki_5mg_56,19.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,,Ивабрадин,Not value,Ивабрадин,"АО ""Медисорб""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Ивабрадин,5мг,Средства при нарушениях сердечного ритма
226_2022-12-28,"Лозартан таблетки 12,5мг №30",49.0,46.0,49.0,0,1,lozartan_tabletki_12_5mg_30,3.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Застойная сердечная недостаточность, Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)",Лозартан,Not value,Лозартан,"ООО ""Озон""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Лозартан,12.5мг,Средства снижающие давление
227_2022-12-28,"Вальсакор Н таблетки 80мг+12,5мг №90",1056.0,660.0,1056.0,0,1,valsakor_n_tabletki_8012_5mg_90,28.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Валсартан, Гидрохлоротиазид",Not value,Вальсакор Н,KRKA d.d./ КРКА,Словения,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Валсартан+Гидрохлоротиазид,80мг+12.5мг,Средства снижающие давление
228_2022-12-28,Анаприлин таблетки 10мг №100,41.0,39.0,41.0,0,1,anaprilin_tab_10mg_100,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Мигрень, Гемангиома любой локализации, Доброкачественное новообразование надпочечника, Тиреотоксикоз гипертиреоз, Дисфункция гипоталамуса, не классифицированная в других рубриках",Пропранолол,Not value,Анаприлин,"ООО ""Озон""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Пропранолол,10мг,Not value
229_2022-12-28,Периндоприл таблетки 8мг №30 Пранафарм,196.0,168.0,196.0,0,1,perindopril_tabletki_8mg_30,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Инфаркт мозга, Преходящие транзиторные церебральные ишемические приступы атаки и родственные синдромы, Эссенциальная первичная гипертензия, Стенокардия грудная жаба, Застойная сердечная недостаточность",Периндоприл,Not value,Периндоприл,"ООО ""Пранафарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Периндоприл,8мг,Средства снижающие давление
230_2022-12-28,Атенолол таблетки 50мг №30,27.0,24.0,27.0,0,1,atenolol_tabletki_50mg_30,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Мигрень, Злокачественное новообразование мозгового слоя надпочечника, Доброкачественное новообразование надпочечника, Тиреотоксикоз гипертиреоз, Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние",Атенолол,Not value,Атенолол,"ООО ""Озон""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Атенолол,50мг,Средства снижающие давление
231_2022-12-28,Лизиноприл таблетки 10мг №30,139.0,120.0,139.0,0,1,lizinopril_tabletki_10mg_30,2.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Острый инфаркт миокарда, Застойная сердечная недостаточность, Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)",Лизиноприл,Not value,Лизиноприл,"АО ""Медисорб""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Лизиноприл,10мг,Средства снижающие давление
232_2022-12-28,"Моксарел таблетки 0,4мг №30",425.0,425.0,425.0,0,1,moksarel_tabletki_0_4mg_30,23.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,Моксонидин,Not value,Моксарел,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Моксонидин,0.4мг,Средства снижающие давление
233_2022-12-28,Ангиовит таблетки №60,322.0,216.0,322.0,1,1,angiovit_tabletki_60,10.0,5.0,1,1,0,serdechnososudistaya,2022-12-28,"Атеросклероз, Ишемическая болезнь сердца, Недостаточность других витаминов группы B, Другие уточненные нарушения обмена аминокислот, Стенокардия грудная жаба","Пиридоксина гидрохлорид (В6), Фолиевая кислота (В9), Цианокобаламин (В12)",Not value,Ангиовит,"ЗАО ""Алтайвитамины""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Пиридоксина гидрохлорид (В6)+Цианокобаламин (В12)+Фолиевая кислота (В9),4мг+0.006мг+5мг,Комплексы витаминов
234_2022-12-28,Валсартан таблетки 80мг №30,356.0,296.0,356.0,0,1,valsartan_tabletki_80mg_30,22.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Острый инфаркт миокарда, Застойная сердечная недостаточность",Валсартан,Not value,Валсартан,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Валсартан,80мг,Средства снижающие давление
235_2022-12-28,Гидрохлортиазид таблетки 25мг №20,55.0,48.0,55.0,0,1,gidrohlortiazid_tab_25mg_20,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Хроническая почечная недостаточность, Глаукома, Несахарный диабет, Нарушения обмена кальция, Эссенциальная первичная гипертензия",Гидрохлоротиазид,Not value,Гидрохлортиазид,"ООО ""Пранафарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Гидрохлоротиазид,25мг,Мочегонные средства (Диуретики)
236_2022-12-28,Тримектал ОД таблетки 80мг №30,655.0,543.0,655.0,0,1,trimektal_od_tab_80_mg_30,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Стенокардия грудная жаба,Триметазидин,Not value,Тримектал,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Триметазидин,80мг,Not value
237_2022-12-28,Калия оротат таблетки 0.5г №20,188.0,150.0,188.0,1,1,kaliya_orotat_tabletki_0_5g_20,0.0,0.0,1,1,0,serdechnososudistaya,2022-12-28,"Холецистит, Задержка развития, обусловленная белково-энергетической недостаточностью, Нарушение сердечного ритма неуточненное, Застойная сердечная недостаточность, Алкогольная болезнь печени",Оротовая кислота,Not value,Калия оротат,"ОАО ""Усолье-Сибирский ХФЗ""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Оротовая кислота,500мг,Прочие средства в кардиологии
238_2022-12-28,Папазол таблетки №20,81.0,63.0,81.0,0,1,papazol_tabletki_20,0.0,0.0,1,1,0,serdechnososudistaya,2022-12-28,"Преходящие транзиторные церебральные ишемические приступы атаки и родственные синдромы, Поражения лицевого нерва, Эссенциальная первичная гипертензия, Болезнь периферических сосудов неуточненная, Язва желудка","Бендазол, Папаверин",Not value,Папазол,"ОАО ""Дальхимфарм""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Бендазол+Папаверин,30мг+30мг,Not value
239_2022-12-28,Лерканорм таблетки 20мг №30,777.0,647.0,777.0,0,1,lerkanorm_tabletki_20mg_30,47.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,Лерканидипин,Not value,Лерканорм,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Лерканидипин,20мг,Средства снижающие давление
240_2022-12-28,Эдарби таблетки 40мг №28,991.0,775.0,991.0,0,1,edarbi_tabletki_40mg_28,25.0,5.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,Азилсартана медоксомил,Not value,Эдарби,"ООО ""Такеда Фармасьютикалс""",Япония,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Азилсартана медоксомил,40мг,Средства снижающие давление
241_2022-12-28,Лизиноприл таблетки 10мг №20,95.0,76.0,95.0,0,1,lizinopril_tabletki_10mg_20,0.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Острый инфаркт миокарда, Застойная сердечная недостаточность, Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)",Лизиноприл,Not value,Лизиноприл,"ООО ""Озон""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Лизиноприл,10мг,Средства снижающие давление
242_2022-12-28,Лизиноприл таблетки 20мг №30,221.0,201.0,221.0,0,1,lizinopril_tabletki_20mg_30,14.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Острый инфаркт миокарда, Застойная сердечная недостаточность, Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)",Лизиноприл,Not value,Лизиноприл,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Лизиноприл,20мг,Средства снижающие давление
243_2022-12-28,Бисопролол таблетки 10мг №50,242.0,202.0,242.0,0,1,bisoprolol_tabletki_10mg_50,1.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Стенокардия грудная жаба, Застойная сердечная недостаточность",Бисопролол,Not value,Бисопролол,"ООО ""Озон""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Бисопролол,10мг,Средства снижающие давление
244_2022-12-28,Симвастатин таблетки 20мг №30,266.0,252.0,266.0,0,1,simvastatin_tabletki_20mg_30,19.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Инфаркт мозга, Чистая гиперхолестеринемия, Смешанная гиперлипидемия, Преходящие транзиторные церебральные ишемические приступы атаки и родственные синдромы, Острый инфаркт миокарда",Симвастатин,Not value,Симвастатин,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Симвастатин,20мг,Гиполипидемические средства (Статины)
245_2022-12-28,"Тенорокс таблетки 50мг+12,5мг №28",150.0,112.0,150.0,0,1,tenoroks_tabletki_5012_5mg_28,6.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Атенолол, Хлорталидон",Not value,Тенорокс,Oxford Lab. Pvt. Ltd./ Оксфорд Лаб.,Индия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Атенолол+Хлорталидон,50мг+12.5мг,Средства снижающие давление
246_2022-12-28,Эскузан капли для приема внутрь флакон 20мл,522.0,314.0,522.0,1,1,eskuzan_kapli_dlya_priema_vnutr_fl_20ml,11.0,5.0,1,0,0,serdechnososudistaya,2022-12-28,"Варикозное расширение вен нижних конечностей, Постфлебитический синдром, Венозная недостаточность (хроническая) (периферическая), Локализованный отек","Тиамин (В1), Эсцин",Not value,Эскузан,Wernigerode Pharma GmbH/ Вернигероде Фарма,Германия,Раствор для приема внутрь,Растворы,Без рецепта,8-25 С,Эсцин+Тиамин (В1),4725мг+500мг,Венотонизирующие внутренние средства
247_2022-12-28,Эдарби Кло таблетки 40мг+25мг №28,1295.0,1037.0,1295.0,0,1,edarbi_klo_tabletki_4025mg_28,17.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Азилсартана медоксомил, Хлорталидон",Not value,Эдарби кло,"ООО ""Такеда Фармасьютикалс""",Япония,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Азилсартана медоксомил+Хлорталидон,40мг+25мг,Средства снижающие давление
248_2022-12-28,Кардикет ретард таблетки 20мг №50,160.0,108.0,160.0,0,1,kardiket_retard_tabletki_20mg_50,3.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,,Изосорбида динитрат,Not value,Кардикет,Schwarz Pharma AG/ Шварц Фарма,Германия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Изосорбида динитрат,20мг,Антиангинальные средства
249_2022-12-28,Лозартан таблетки 100мг №90,535.0,446.0,535.0,0,1,lozartan_tabletki_100mg_90,27.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Застойная сердечная недостаточность, Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)",Лозартан,Not value,Лозартан,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Лозартан,100мг,Средства снижающие давление
250_2022-12-28,Гинкго билоба капсулы 80мг №30,599.0,499.0,599.0,1,1,ginkgo_biloba_kapsuly_80mg_30,26.0,0.0,1,1,0,serdechnososudistaya,2022-12-28,"Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга, Энцефалопатия неуточненная, Дегенерация макулы и заднего полюса, Диабетическая ретинопатия (E10-E14+ с общим четвертым знаком .3), Нарушения вестибулярной функции",Гинкго Билоба,Для памяти,Гинкго Билоба,АО «ВЕРТЕКС»,Россия,Капсулы для приема внутрь,Капсулы,Без рецепта,Не выше 25 С,Гинкго Билоба,80мг,Средства улучшающие мозговое кровообращение
251_2022-12-28,Метопролол таблетки 100мг №30,343.0,309.0,343.0,0,1,metoprolol_tabletki_100mg_30,15.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Мигрень, Соматоформная дисфункция вегетативной нервной системы, Эссенциальная первичная гипертензия, Стенокардия грудная жаба, Острый инфаркт миокарда",Метопролол,Not value,Метопролол,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Метопролол,100мг,Средства снижающие давление
252_2022-12-28,МетуцинВел раствор для инъекций 50мг/мл ампулы 5мл №5,403.0,336.0,403.0,0,1,metucinvel_rastvor_dlya_inekcij_50mgml_ampuly_5ml_5,3.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Неврастения, Перитонит, Инфаркт мозга, Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга, Психическое и поведенческое расстройство, вызванное употреблением алкоголя. Абстинентное состояние",Этилметилгидроксипиридина сукцинат,Not value,МетуцинВел,"ООО ""Велфарм""",Россия,Раствор для инъекций,Растворы,Рецептурный,Не выше 25 С,Этилметилгидроксипиридина сукцинат,50мг/мл,Средства улучшающие мозговое кровообращение
253_2022-12-28,"Лозап плюс таблетки 50мг+12,5мг №90",1169.0,777.0,1169.0,0,1,lozap_plyus_tabletki_5012_5mg_90,7.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Инфаркт мозга, Эссенциальная первичная гипертензия, Острый инфаркт миокарда","Гидрохлоротиазид, Лозартан",Not value,Лозап Плюс,Zentiva/ Зентива,Чехия,Таблетки,Таблетки,Рецептурный,Не выше 30 С,Лозартан+Гидрохлоротиазид,50мг+12.5мг,Средства снижающие давление
254_2022-12-28,Роксера таблетки 10мг №90,1882.0,1144.0,1882.0,0,1,roksera_tabletki_10mg_90,42.0,5.0,1,0,1,serdechnososudistaya,2022-12-28,"Чистая гиперхолестеринемия, Смешанная гиперлипидемия",Розувастатин,Not value,Роксера,KRKA d.d./ КРКА,Словения,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Розувастатин,10мг,Гиполипидемические средства (Статины)
255_2022-12-28,Небиволол таблетки 5мг №14,467.0,389.0,467.0,0,1,nebivolol_tabletki_5mg_14,46.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Застойная сердечная недостаточность",Небиволол,Not value,Небиволол,"ООО ""Изварино Фарма""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Небиволол,5мг,Средства снижающие давление
256_2022-12-28,Эналаприл таблетки 20мг №50,209.0,165.0,209.0,0,1,enalapril_tabletki_20mg_50,6.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Реноваскулярная гипертензия, Нестабильная стенокардия, Острый инфаркт миокарда, Застойная сердечная недостаточность",Эналаприл,Not value,Эналаприл,"ООО ""Изварино Фарма""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Эналаприл,20мг,Not value
257_2022-12-28,Розувастатин-Вертекс таблетки 20мг №30,728.0,606.0,728.0,0,1,rozuvastatinverteks_tabletki_20mg_30,56.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,"Атеросклероз, Чистая гиперхолестеринемия, Смешанная гиперлипидемия",Розувастатин,Not value,Розувастатин,АО «ВЕРТЕКС»,Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Розувастатин,20мг,Гиполипидемические средства (Статины)
258_2022-12-28,"Рамазид Н таблетки 5мг+12,5мг №30",517.0,345.0,517.0,0,1,ramazid_n_tabletki_512_5mg_30,16.0,5.0,1,0,1,serdechnososudistaya,2022-12-28,"Эссенциальная первичная гипертензия, Застойная сердечная недостаточность","Гидрохлоротиазид, Рамиприл",Хит продаж!,Рамазид Н,Actavis Group/Актавис,Мальта,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Рамиприл+Гидрохлоротиазид,5мг+12.5мг,Средства снижающие давление
259_2022-12-28,Тенорокс таблетки 100мг+25мг №28,216.0,156.0,216.0,0,1,tenoroks_tabletki_10025mg_28,7.0,0.0,1,0,1,serdechnososudistaya,2022-12-28,Эссенциальная первичная гипертензия,"Атенолол, Хлорталидон",Not value,Тенорокс,Oxford Lab. Pvt. Ltd./ Оксфорд Лаб.,Индия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Атенолол+Хлорталидон,100мг+25мг,Средства снижающие давление
