count_index,name,price_withCard,price_withPeriod,price_withoutCard,allowOnlinePayment,isInStock,name_latin,bonuses,averageRating,isAvailable,allowDelivery,isRecipe,group,parsing_day_x,Nosology,Active_ingredient,Product_Group,Brand,Manufacturer,Country,Form_release,Form_release_common,Prescription,Conditions_of_storage,Active_ingredient_compound_name_composition,weight_briefly,Pharmacotherapeutic_group
375_2023-05-07,Саб симплекс суспензия для приема внутрь флакон 30мл,496.0,345.0,496.0,1,1,sab_simpleks_susp_69_19mgml_fl_30ml,0.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,"Метеоризм и родственные состояния, Токсическое действие мыл и детергентов, Подготовительные процедуры для последующего лечения, не классифицированные в других рубриках",Симетикон,Бэйби калм,Саб симплекс,Famar Orleans/Фамар Орлеан,Франция,Суспензия для приема внутрь,Суспензия,Без рецепта,Не выше 25 С,Симетикон,69.19мг/мл,Средства при метеоризме
376_2023-05-07,Ихтиол суппозитории ректальные №10,94.0,71.0,94.0,1,1,ihtiol_suppozitorii_rektalnye_10,4.0,5.0,1,0,0,zheludochnokishechnye,2023-05-07,"Пиодермия, Псориаз, Рожа, Абсцесс кожи, фурункул и карбункул, Другие атопические дерматиты",Ихтаммол,"От геморроя, Свечи от гемороя, Релиф, Натальсид",Ихтиол свечи,"ОАО ""Дальхимфарм""",Россия,Суппозитории ректальные,Суппозитории,Без рецепта,Не выше 15 C,Ихтаммол,200мг,Противогеморроидальные средства
377_2023-05-07,Алесорб Энтеросорбент гель Клубника туба 180г,348.0,288.0,348.0,1,1,alesorb_enterosorbent_gel_klubnika_tuba_180g,0.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,"Хроническая болезнь почек, Токсическое действие металлов, Крапивница, Другие сальмонеллезные инфекции, Шигеллез","Диоксид кремния, Янтарная к-та","Полисорб, Энтеросгель, Зостерин",Алесорб,"ООО ""Фармацевтическая Фабрика"" Пенза",Россия,Гель для приема внутрь,Гель,Без рецепта,Не выше 25 С,Янтарная к-та+Диоксид кремния,Отсутствует,Not value
378_2023-05-07,Пассажикс таблетки жевательные 10мг №10,214.0,165.0,214.0,0,1,passazhiks_tabletki_zhevatelnye_10mg_10,9.0,0.0,1,0,1,zheludochnokishechnye,2023-05-07,"Эзофагит, Изжога, Тошнота и рвота, Гастроэзофагеальный рефлюкс, Диспепсия",Домперидон,"Аптечка путешественника, От тошноты рвоты, Пищеварение, Тошнота. Рвота, Мотилиум",Пассажикс,"ЗАО ФП ""Оболенское""",Россия,Таблетки жевательные,Таблетки,Рецептурный,Не выше 25 С,Домперидон,10мг,Противорвотные средства
379_2023-05-07,Метронидазол таблетки 250мг №20,93.0,83.0,93.0,0,1,metronidazol_0_25_n20_tabl_velfarm,0.0,0.0,1,0,1,zheludochnokishechnye,2023-05-07,"Остеомиелит, Трихомониаз, Энтероколит, вызванный Clostridium difficile, Амебиаз, Острая амебная дизентерия",Метронидазол,Not value,Метронидазол,"ООО ""Велфарм""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Метронидазол,250мг,Противопротозойные средства
380_2023-05-07,Метоклопрамид таблетки 10мг №56,41.0,38.0,41.0,0,1,metoklopramid_tabletki_10mg_56,0.9,0.0,1,0,1,zheludochnokishechnye,2023-05-07,"Тошнота и рвота, Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки, Пептическая язва неуточненной локализации",Метоклопрамид,От тошноты рвоты,Метоклопрамид,"ЗАО ""ПФК Обновление""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Метоклопрамид,10мг,Противорвотные средства
381_2023-05-07,"Пикосульфат натрия 7,5мг/мл капли флакон 25мл",310.0,258.0,310.0,1,1,pikosulfat_natriya_kapli_flakon_25ml,13.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,"Запор, Синдром раздраженного кишечника, Другие уточненные функциональные кишечные нарушения, Трещина и свищ области заднего прохода и прямой кишки, Другие уточненные болезни заднего прохода и прямой кишки",Натрия пикосульфат,"Мукофальк, Гутталакс, Регулакс, Слабилен",Пикосульфат натрия,"ООО ""Мирролла""",Россия,Капли для приема внутрь,Капли,Без рецепта,Не выше 25 С,Натрия пикосульфат,7.5мг/мл,Слабительные средства
382_2023-05-07,Адеметионин таблетки 400мг №40,2417.0,1938.0,2417.0,1,1,ademetionin_tabletki_400mg_40,0.0,0.0,1,0,0,zheludochnokishechnye,2023-05-07,"Острый гепатит A, Острый гепатит B, Острый гепатит C, Хронический вирусный гепатит B без дельта-агента, Хронический вирусный гепатит C",Адеметионин,"Для печени, Гептор, Гептрал",Адеметионин,"ООО ""Велфарм""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Адеметионин,400мг,Not value
383_2023-05-07,Хофицин Эвалар таб. 200мг №180,1048.0,758.0,1048.0,1,1,hoficin_evalar_tab_200mg_180,0.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,"Ожирение, Анорексия, Хроническая болезнь почек, Атеросклероз, Токсическое действие металлов",Артишока экстракт,"Одестон, Аллохол, Аллохол (ФГА)",Хофицин Эвалар,"ЗАО ""Эвалар""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Артишока экстракт,200мг,Not value
384_2023-05-07,Сорбикум таблетки №30,184.0,143.0,184.0,1,1,sorbikum_tabletki_30,13.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,"Хроническая болезнь почек, Токсическое действие металлов, Крапивница, Другие сальмонеллезные инфекции, Шигеллез",Лигнин гидролизный,"Домашняя аптечка, Полисорб, Энтеросгель, Энтеросорбенты, Зостерин",Сорбикум,"ООО ""Восток""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Лигнин гидролизный,427г,Энтеросорбенты
385_2023-05-07,Ульблок капсулы 20мг №28,490.0,336.0,490.0,0,1,ulblok_kaps_20mg_28,0.0,0.0,1,0,1,zheludochnokishechnye,2023-05-07,"Гастроэзофагеальный рефлюкс, Язва желудка, Язва двенадцатиперстной кишки",Рабепразол,"Хайрабезол, Париет, Рабевита, Зульбекс, Ульблок, Разо",Ульблок,"ООО ""Озон""",Россия,Капсулы,,Рецептурный,Не выше 25 С,Рабепразол,20мг,Not value
386_2023-05-07,Венапрокт Алиум суппозитории ректальные 250мг №10,576.0,374.0,576.0,0,1,venaprokt_alium_supp_rekt_250mg_10,0.0,0.0,1,0,0,zheludochnokishechnye,2023-05-07,"Трещина и свищ области заднего прохода и прямой кишки, Другие уточненные болезни заднего прохода и прямой кишки, Геморрой и перианальный венозный тромбоз",Натрия альгинат,"От геморроя, Свечи от гемороя, Релиф, Натальсид",Венапрокт,"ООО ""Альтфарм""",Россия,Суппозитории ректальные,Суппозитории,Без рецепта,Не выше 25 С,Натрия альгинат,250мг,Not value
387_2023-05-07,Необутин ретард таблетки 300мг №20,662.0,479.0,662.0,1,1,neobutin_retard_tabletki_300mg_20,31.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,"Запор, Тошнота и рвота, Синдром раздраженного кишечника, Гастроэзофагеальный рефлюкс, Диспепсия",Тримебутин,"От тошноты рвоты, Болит живот, Дюспаталин, Тримедат, Необутин",Необутин,"ЗАО ФП ""Оболенское""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Тримебутин,300мг,Миотропные спазмолитики
388_2023-05-07,Ретч таблетки 50мг №40,484.0,337.0,484.0,0,1,retch_tabletki_50mg_40,16.0,0.0,1,0,1,zheludochnokishechnye,2023-05-07,"Анорексия, Изжога, Тошнота и рвота, Гастрит и дуоденит, Диспепсия",Итоприд,"От тошноты рвоты, Пищеварение, Тошнота. Рвота, Мотилиум",Ретч,Sun Pharmaсeutical Industries Ltd./Санека Фармасьютикал Индастриз ЛТД,Словакия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Итоприд,50мг,Противоязвенные средства
389_2023-05-07,Фитолакс таблетки №40,479.0,326.0,479.0,1,1,fitolaks_tabletki_40,0.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,Запор,"Сенны листья, Фенхеля экстракт, Сушеный абрикос",Домашняя аптечка,Фитолакс,"ЗАО ""Эвалар""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Сенны листья+Фенхеля экстракт+Сушеный абрикос,Отсутствует,Слабительные средства
390_2023-05-07,Фосфалюгель гель для приема внутрь пакет №6,289.0,174.0,289.0,1,1,fosfalyugel_suspenziya_dlya_priema_vnutr_paket_6,0.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,"Изжога, Гастроэзофагеальный рефлюкс, Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки",Алюминия фосфат,"Гастал, Рутацид",Фосфалюгель,PHARMATIS/Фарматис,Франция,Гель для приема внутрь,Гель,Без рецепта,15-25 С,Алюминия фосфат,Отсутствует,Средства при изжоге (Антациды)
391_2023-05-07,Хофит детокс раствор для приема внутрь флакон 150мл,378.0,268.0,378.0,1,1,hofit_detoks_rastvor_flakon_150ml,0.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,"Хроническая болезнь почек, Хронический вирусный гепатит B без дельта-агента, Хронический вирусный гепатит C, Хронический гепатит, не классифицированный в других рубриках, Фиброз и цирроз печени",Артишока экстракт,"Хофитол, Одестон, Аллохол, Аллохол (ФГА)",Хофит,"ООО ""Мирролла""",Россия,Раствор для приема внутрь,Растворы,Без рецепта,Не выше 25 С,Артишока экстракт,20г,Not value
392_2023-05-07,Урсодезоксихолевая кислота Вертекс капсулы 250мг №50,773.0,665.0,773.0,0,1,ursodezoksiholevaya_kislota_kapsulyverteks_kapsuly_250mg_50,35.0,0.0,1,0,1,zheludochnokishechnye,2023-05-07,"Острый гепатит A, Острый гепатит B, Острый гепатит C, Хронический вирусный гепатит B без дельта-агента, Хронический вирусный гепатит C",Урсодезоксихолевая кислота,"Для печени, Урсосан, Урсофальк",Урсодезоксихолевая кислота,АО «ВЕРТЕКС»,Россия,Капсулы,,Рецептурный,Не выше 25 С,Урсодезоксихолевая кислота,250мг,Гепатопротекторы
393_2023-05-07,Энзистал таблетки №40,372.0,265.0,372.0,1,1,enzistal_tabletki_40,17.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,"Холецистит, Злокачественное новообразование поджелудочной железы, Кистозный фиброз, Гастрит и дуоденит, Диспепсия","Гемицеллюлоза, Желчи экстракт, Панкреатин","Пищеварение, Энзистал, Панкреатин, Мезим форте, Микразим, Аллохол (ФГА)",Энзистал,Torrent Pharmaceuticals Ltd./ Торрент,Индия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Панкреатин+Желчи экстракт+Гемицеллюлоза,192мг+25мг+50мг,Ферментные средства
394_2023-05-07,Тиберал таблетки 500мг №10,1091.0,796.0,1091.0,0,1,tiberal_tabletki_500mg_10,34.0,0.0,1,0,1,zheludochnokishechnye,2023-05-07,"Трихомониаз, Амебиаз, Жиардиаз лямблиоз, Другие уточненные профилактические меры",Орнидазол,Not value,Тиберал,Sandoz GmbH/ Сандоз Гмбх,Турция,Таблетки,Таблетки,Рецептурный,Не выше 30 С,Орнидазол,500мг,Противопротозойные средства
395_2023-05-07,Маалокс суспензия флакон 250мл,566.0,397.0,566.0,1,1,maaloks_suspenziya_fl_250ml,12.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,"Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки, Пептическая язва неуточненной локализации, Гастрит и дуоденит","Алгелдрат, Магния гидроксид",Рутацид,Маалокс,Sanofi Aventis Pharma/ Санофи Авентис,Италия,Суспензия для приема внутрь,Суспензия,Без рецепта,Не выше 25 С,Алгелдрат+Магния гидроксид,460мг+230мг,Средства при изжоге (Антациды)
396_2023-05-07,Необутин ретард таблетки 300мг №60,1308.0,991.0,1308.0,0,1,neobutin_retard_tabletki_300mg_60,46.0,0.0,1,0,0,zheludochnokishechnye,2023-05-07,"Запор, Тошнота и рвота, Гастроэзофагеальный рефлюкс, Диспепсия, Другая и неуточненная кишечная непроходимость",Тримебутин,"От тошноты рвоты, Болит живот, Дюспаталин, Тримедат, Необутин",Необутин,"ЗАО ФП ""Оболенское""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Тримебутин,300мг,Миотропные спазмолитики
397_2023-05-07,Магния сульфат порошок для приготовления раствора для приема внутрь 25г №1,38.0,34.0,38.0,1,1,magniya_sulfat_poroshok_25g_1,2.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,,Магния сульфат,Not value,Магния сульфат порошок,"ООО ""Алмаксфарм""",Россия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Магния сульфат,25г,Not value
398_2023-05-07,Лоперамид капсулы 2мг №10,36.0,34.0,36.0,1,1,loperamid_kaps_2mg_10,0.0,0.0,1,0,0,zheludochnokishechnye,2023-05-07,"Диарея и гастроэнтерит предположительно инфекционного происхождения, Диспепсия, Функциональная диарея",Лоперамид,"Смекта, Имодиум, Бактисубтил, Энтерол, Диара, Неосмектит",Лоперамид,"ООО ""Озон""",Россия,Капсулы,,Без рецепта,Не выше 25 С,Лоперамид,2мг,Средства при диарее
399_2023-05-07,Гепакомб Детокс порошок 6г №10,448.0,398.0,448.0,1,1,gepakomb_detoks_poroshok_6g_10,31.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,"Токсическое поражение печени, Фиброз и цирроз печени","Пиридоксина гидрохлорид (В6), Таурин, Тиамин (В1), Инозитол (В8), Экстракт корня куркумы, Глутатион, L-аргинин, Янтарная кислота, L- орнитин, Манго листьев экстракт сухой (магиферин)","Гепа-мерц, Для печени",Гепакомб,"ООО ""Фармакор Продакшн""",Россия,Порошок для приготовления суспензии для приема внутрь,Порошок,Без рецепта,Не выше 25 С,Инозитол (В8)+Таурин+L- орнитин+L-аргинин+Янтарная кислота+Экстракт корня куркумы+Манго листьев экстракт сухой (магиферин)+Глутатион+Пиридоксина гидрохлорид (В6)+Тиамин (В1),Отсутствует,Гепатопротекторы
400_2023-05-07,Ковирвин (AB21 D+) капсулы №30,940.0,940.0,1105.0,0,1,kovirvin_ab21_d_kapsuly_30,0.0,5.0,1,0,0,zheludochnokishechnye,2023-05-07,"Иммунодефицит неуточненный, ОСТРЫЕ РЕСПИРАТОРНЫЕ ИНФЕКЦИИ ВЕРХНИХ ДЫХАТЕЛЬНЫХ ПУТЕЙ, Функциональная диарея, Функциональное нарушение кишечника неуточненное, Гастроэнтерит и колит неуточненного происхождения","Холекальциферол (Витамин Д3), Лактобактерии","Пробиотики и Пребиотики, Линекс, Бифиформ, Баксет, Максилак, Аципол",Ковирвин,Ab-Biotics S.A.,Испания,Капсулы,,Без рецепта,Не выше 25 С,Лактобактерии+Холекальциферол (Витамин Д3),Отсутствует,Not value
401_2023-05-07,Белый сорбент Экстра таблетки №80,244.0,244.0,348.0,1,1,belyj_sorbent_ekstra_tabletki_80,22.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,,Целлюлоза микрокристаллическая (МКЦ),"Домашняя аптечка, Аптечка путешественника, Полисорб, Энтеросорбенты, Зостерин",Белый сорбент Экстра,"ООО ""Биотерра""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Целлюлоза микрокристаллическая (МКЦ),Отсутствует,Энтеросорбенты
402_2023-05-07,Орцепол ВМ таблетки №10,1045.0,757.0,1045.0,0,1,orcepol_vm_tabletki_10,27.0,5.0,1,0,1,zheludochnokishechnye,2023-05-07,"Цистит, Острый перитонит, Острый холецистит, Хронический холецистит, Холангит","Орнидазол, Ципрофлоксацин",Not value,Орцепол ВМ,World Medicine Ilac San. ve Tic. A.S./Уорлд Медицин Илач Сан. ве Тидж. А.Ш.,Турция,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Ципрофлоксацин+Орнидазол,500мг+500мг,Противопротозойные средства
403_2023-05-07,Проктонис крем 30мл,360.0,280.0,360.0,1,1,proktonis_krem_30ml,36.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,Геморрой,Комплекс растительных экстрактов,"От геморроя, Свечи от гемороя",Проктонис,"ООО ""ВИС""/ ООО ""Риа-Панда""",Россия,Крем для наружного применения,Крем,Без рецепта,Не выше 25 С,Комплекс растительных экстрактов,Отсутствует,Противогеморроидальные средства
404_2023-05-07,Итоприд таблетки 50мг №100,853.0,708.0,853.0,0,1,itoprid_tab_50mg_100,0.0,0.0,1,0,1,zheludochnokishechnye,2023-05-07,"Анорексия, Изжога, Тошнота и рвота, Гастрит и дуоденит, Диспепсия",Итоприд,"От тошноты рвоты, Пищеварение, Тошнота. Рвота, Мотилиум",Итоприд,"АО ""Фармпроект""",Россия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Итоприд,50мг,Not value
405_2023-05-07,Висмута трикалия дицитрат таблетки 120мг №112,771.0,645.0,771.0,0,1,vismuta_trikaliya_dicitrat_tab_120mg_112,43.0,5.0,1,0,0,zheludochnokishechnye,2023-05-07,,Висмута трикалия дицитрат,"Денол, Новобисмол",Висмута трикалия дицитрат,"ООО ""Озон""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Висмута трикалия дицитрат,120мг,Противоязвенные средства
406_2023-05-07,Урдокса таблетки 500мг №50,2007.0,1704.0,2007.0,0,1,urdoksa_tabletki_500mg_50,13.0,5.0,1,0,1,zheludochnokishechnye,2023-05-07,,Урсодезоксихолевая кислота,"Для печени, Урсосан, Урсофальк",Урдокса,"ЗАО ФП ""Оболенское""",Россия,Капсулы,,Рецептурный,Не выше 25 С,Урсодезоксихолевая кислота,500мг,Гепатопротекторы
407_2023-05-07,Фестал таблетки №20,238.0,152.0,238.0,1,1,festal_tabletki_20,0.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,"Гастрит и дуоденит, Диспепсия, Другие уточненные болезни кишечника, Алкогольная болезнь печени, Токсическое поражение печени","Гемицеллюлоза, Желчи экстракт, Панкреатин","Пищеварение, Панкреатин, Аллохол (ФГА)",Фестал,Sanofi Aventis Pharma/ Санофи Авентис,Индия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Панкреатин+Желчи экстракт+Гемицеллюлоза,192мг+25мг+50мг,Not value
408_2023-05-07,Максилак Бэби капли флакон 8мл,866.0,722.0,866.0,1,1,maksilak_bebi_kapli_fl_8ml,35.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,"Запор, Другие уточненные виды недостаточности питания, Диспепсия, Функциональная диарея, Другие уточненные функциональные кишечные нарушения",Lactobacillus reuteri,"Пробиотики и Пребиотики, Линекс, Бифиформ, Баксет, Максилак, Аципол",Максилак,Labomar S.r.L,Польша,Капли для приема внутрь,Капли,Без рецепта,Не выше 25 С,Lactobacillus reuteri,Отсутствует,Регуляторы кишечной микрофлоры
409_2023-05-07,Моделакс - Н раствор ректальный 5мл №4,403.0,313.0,403.0,1,1,modelaksn_rr_rekt_5ml_4,0.0,4.75,1,1,0,zheludochnokishechnye,2023-05-07,"Запор, Подготовительные процедуры для последующего лечения, не классифицированные в других рубриках","Глицерол, Лаурила сульфат, Натрия цитрат, Сорбиновая к-та, Сорбит",Микролакс,Моделакс-Н,"АО ""Биохимик""",Россия,Раствор для ректального введения,Растворы,Без рецепта,Не выше 25 С,Натрия цитрат+Лаурила сульфат+Сорбиновая к-та+Глицерол+Сорбит,90мг+9мг+1мг+125мг+625мг,Not value
410_2023-05-07,Нифурал капсулы 200мг №16,492.0,410.0,492.0,1,1,nifural_kapsuly_200mg_16,7.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,"Кишечные инфекции, Диарея и гастроэнтерит предположительно инфекционного происхождения",Нифуроксазид,"Понос, Диарея",Нифурал,"ЗАО ФП ""Оболенское""",Россия,Капсулы,,Без рецепта,15-30 С,Нифуроксазид,200мг,Средства при диарее
411_2023-05-07,Апсорбин порошок банка 50г,284.0,284.0,379.0,1,1,apsorbin_poroshok_banka_50g,16.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,"Хроническая болезнь почек, Токсическое действие металлов, Бактериальная кишечная инфекция неуточненная, Бактериальное пищевое отравление неуточненное, Диарея и гастроэнтерит предположительно инфекционного происхождения",Диоксид кремния,"Домашняя аптечка, Полисорб, Энтеросгель, Зостерин",Апсорбин,"ООО ""Алмаксфарм""",Россия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Диоксид кремния,50г,Not value
412_2023-05-07,Облепиховое масло суппозитории ректальные 500мг №10,149.0,117.0,149.0,1,1,oblepihovoe_maslo_suppozitorii_rektalnye_500mg_10,0.0,0.0,1,0,0,zheludochnokishechnye,2023-05-07,"Трещина и свищ области заднего прохода и прямой кишки, Язва заднего прохода и прямой кишки, Другие уточненные болезни заднего прохода и прямой кишки, Геморрой и перианальный венозный тромбоз",Облепихи масло,"От геморроя, Свечи от гемороя, Релиф, Натальсид",Облепиховое масло свечи,"ООО ""Тульская ФФ""",Россия,Суппозитории ректальные,Суппозитории,Без рецепта,Не выше 15 C,Облепихи масло,500мг,Not value
413_2023-05-07,Ретч таблетки 50мг №70,716.0,519.0,716.0,0,1,retch_tabletki_50mg_70,23.0,0.0,1,0,1,zheludochnokishechnye,2023-05-07,"Анорексия, Изжога, Тошнота и рвота, Гастрит и дуоденит, Диспепсия",Итоприд,"От тошноты рвоты, Пищеварение, Тошнота. Рвота, Мотилиум",Ретч,Sun Pharmaсeutical Industries Ltd./Санека Фармасьютикал Индастриз ЛТД,Словакия,Таблетки,Таблетки,Рецептурный,Не выше 25 С,Итоприд,50мг,Противоязвенные средства
414_2023-05-07,Расторопши шрот 100г,78.0,64.0,78.0,1,1,rastoropshi_shrot_100g,3.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,,Расторопши пятнистой экстракт (Силимарин),"Карсил, Для печени",Расторопша шрот,"ООО ""Биокор""",Россия,Плоды порошок,Плоды порошок,Без рецепта,Не выше 25 С,Расторопши пятнистой экстракт (Силимарин),Отсутствует,Гепатопротекторы
415_2023-05-07,Лоперамид капсулы 2мг №10 Акрихин ХФК,34.0,31.0,34.0,1,1,loperamid_kapsuly_2mg_10,0.0,0.0,1,0,0,zheludochnokishechnye,2023-05-07,"Диарея и гастроэнтерит предположительно инфекционного происхождения, Диспепсия, Функциональная диарея, Дисфункция после колостомии и энтеростомии",Лоперамид,"Смекта, Имодиум, Бактисубтил, Энтерол, Диара, Неосмектит",Лоперамид,"АО ""Акрихин ХФК""",Россия,Капсулы,,Без рецепта,Не выше 25 С,Лоперамид,2мг,Средства при диарее
416_2023-05-07,Уголь активированный таб. 250мг №20,47.0,34.0,47.0,1,1,ugol_aktivirovannyj_tab_250mg_20,0.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,"Хроническая болезнь почек, Тиф и паратиф, Токсическое действие металлов, Другие сальмонеллезные инфекции, Шигеллез",Уголь активированный,Полисорб,Уголь активированный,"ОАО ""Уралбиофарм""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Уголь активированный,250мг,Энтеросорбенты
417_2023-05-07,Новобисмол таблетки 120мг №56,453.0,296.0,453.0,1,1,novobismol_tabletki_120mg_56,28.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,"Язва желудка, Язва двенадцатиперстной кишки, Пептическая язва неуточненной локализации, Гастрит и дуоденит, Диспепсия",Висмута трикалия дицитрат,Денол,Новобисмол,"АО ""Алиум""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Висмута трикалия дицитрат,120мг,Противоязвенные средства
418_2023-05-07,Энзистал таблетки №20,206.0,140.0,206.0,1,1,enzistal_tabletki_20,9.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,"Холецистит, Кистозный фиброз, Гастрит и дуоденит, Диспепсия, Функциональная диарея","Гемицеллюлоза, Желчи экстракт, Панкреатин","Домашняя аптечка, Аптечка путешественника, Пищеварение, Энзистал, Панкреатин, Мезим форте, Микразим, Аллохол (ФГА)",Энзистал,Torrent Pharmaceuticals Ltd./ Торрент,Индия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Панкреатин+Желчи экстракт+Гемицеллюлоза,192мг+25мг+50мг,Ферментные средства
419_2023-05-07,Экофурил капсулы 100мг №30,281.0,234.0,281.0,1,1,ekofuril_kapsuly_100mg_30,15.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,"Холера, Тиф и паратиф, Кишечные инфекции, Другие сальмонеллезные инфекции, Шигеллез",Нифуроксазид,"Понос, Диарея",Экофурил,Авва-Рус/Сти-Мед-Сорб,Россия,Капсулы,,Без рецепта,Не выше 25 С,Нифуроксазид,100мг,Средства при диарее
420_2023-05-07,Слабифит таблетки №50,278.0,238.0,278.0,1,1,slabifit_tabletki_50,0.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,,"Подорожника листья, Сенны листья, Укропа пахучего плоды, Целлюлоза микрокристаллическая (МКЦ), Абрикос",Фитолакс,Слабифит,"ООО ""Фармгрупп""",Россия,Таблетки,Таблетки,Без рецепта,Не выше 25 С,Абрикос+Целлюлоза микрокристаллическая (МКЦ)+Сенны листья+Подорожника листья+Укропа пахучего плоды,Отсутствует,Not value
421_2023-05-07,Маалокс таблетки жевательные №20,400.0,278.0,400.0,1,1,maaloks_tabletki_zhevatelnye_20,9.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,"Гастроэзофагеальный рефлюкс с эзофагитом, Язва желудка, Язва двенадцатиперстной кишки, Пептическая язва неуточненной локализации, Гастрит и дуоденит","Алгелдрат, Магния гидроксид",Рутацид,Маалокс,Sanofi Aventis Pharma/ Санофи Авентис,Италия,Таблетки жевательные,Таблетки,Без рецепта,Не выше 25 С,Алгелдрат+Магния гидроксид,400мг+400мг,Средства при изжоге (Антациды)
422_2023-05-07,Лактулоза сироплакс флакон 500мл,398.0,348.0,398.0,1,1,laktuloza_siroplaks_flakon_500ml,0.0,4.89,1,1,0,zheludochnokishechnye,2023-05-07,"Запор, Печеночная недостаточность, не классифицированная в других рубриках, Другие уточненные послехирургические состояния, Геморрой и перианальный венозный тромбоз",Лактулоза,"Дюфалак, Мукофальк",Лактулоза,"ООО ""Алмаксфарм""",Россия,Сироп для приема внутрь,Сироп,Без рецепта,Не выше 25 С,Лактулоза,66.7г,Not value
423_2023-05-07,Смектит со вкусом Апельсина суспензия 10г №9,248.0,198.0,248.0,1,1,smektit_so_vkusom_apelsina_suspenziya_10g_9,0.0,0.0,1,1,0,zheludochnokishechnye,2023-05-07,"Эзофагит, Диспепсия, Неинфекционный гастроэнтерит и колит неуточненный, Функциональная диарея, Другие и неуточненные боли в области живота",Смектит диоктаэдрический,"Понос, Смекта, Имодиум, Бактисубтил, Энтерол, Диара, Неосмектит, Диарея",Смектит,"ООО ""Фармацевтическая Фабрика"" Пенза",Россия,Суспензия для приема внутрь,Суспензия,Без рецепта,Не выше 25 С,Смектит диоктаэдрический,Отсутствует,Not value
424_2023-05-07,"Витастронг Флориоза порошок 1,7г саше №10",646.0,450.0,646.0,1,1,vitastrong_florioza_poroshok_1_7g_sashe_10,22.0,5.0,1,1,0,zheludochnokishechnye,2023-05-07,,"Инулин, Пиридоксина гидрохлорид (В6), Рибофлавин (В2), Тиамин (В1), Цианокобаламин (В12)","Пробиотики и Пребиотики, Линекс, Бифиформ, Баксет, Максилак, Аципол",Витастронг Флориоза,Farmaceutici Procemsa S.p.а./Фармацевтичи Прочемса С.п.а.,Италия,Порошок для приготовления раствора для внутреннего применения,Порошок,Без рецепта,Не выше 25 С,Пиридоксина гидрохлорид (В6)+Рибофлавин (В2)+Тиамин (В1)+Цианокобаламин (В12)+Инулин,Отсутствует,Регуляторы кишечной микрофлоры
