name_item_price,parsing_day,price_withCard,price_withPeriod,price_withoutCard
Фервекс порошок для приготовления раствора для приема внутрь детский Малина пакетики №8,2023-05-07,432.0,330.0,432.0
Вольтарен ТТС пластырь 15мг/сутки №5,2023-05-07,445.0,445.0,685.0
Вольтарен раствор для инъекций 75мг ампулы 3мл №5,2023-05-07,125.0,100.0,125.0
Темпалгин таблетки №20,2023-05-07,228.0,128.0,228.0
"Моксонидин таблетки 0,2мг №60",2023-05-07,386.0,261.0,386.0
Валокордин капли для приема внутрь флакон 20мл,2023-05-07,224.0,150.0,224.0
Розувастатин таблетки 10мг №30,2023-05-07,304.0,246.0,304.0
Каптоприл таблетки 50мг №20,2023-05-07,112.0,90.0,112.0
Валосемид капли для приема внутрь флакон 25мл,2023-05-07,115.0,90.0,115.0
Периндоприл таблетки 8мг №30,2023-05-07,453.0,344.0,453.0
Аторис таблетки 20мг №90,2023-05-07,1162.0,969.0,1162.0
Лерканорм таблетки 20мг №30,2023-05-07,819.0,682.0,819.0
Аторвастатин таблетки 10мг №30,2023-05-07,176.0,166.0,176.0
Венам с экстрактом конского каштана капсулы №30,2023-05-07,141.0,141.0,235.0
Розувастатин таблетки 20мг №90,2023-05-07,1509.0,1257.0,1509.0
Бисопролол таблетки 10мг №50,2023-05-07,240.0,200.0,240.0
Роксера таблетки 20мг №90,2023-05-07,2980.0,1774.0,2980.0
Аторвастатин таблетки 20мг №30,2023-05-07,231.0,134.0,231.0
"Моксонидин таблетки 0,4мг №30",2023-05-07,425.0,309.0,425.0
Фуросемид раствор для инъекций 10мг/мл ампулы 2мл №10,2023-05-07,52.0,48.0,52.0
Роксера таблетки 5мг №90,2023-05-07,1527.0,1055.0,1527.0
Амлодипин таблетки 10мг №30,2023-05-07,93.0,85.0,93.0
"Индапамид ретард таблетки 1,5мг №30",2023-05-07,94.0,86.0,94.0
"Моксонидин таблетки 0,4мг №60",2023-05-07,528.0,405.0,528.0
Симвастатин таблетки 20мг №30,2023-05-07,249.0,227.0,249.0
Розувастатин таблетки 5мг №30,2023-05-07,214.0,175.0,214.0
Каптоприл таблетки 25мг №40,2023-05-07,156.0,125.0,156.0
Леспефлан флакон 100мл,2023-05-07,278.0,223.0,278.0
Бисопролол таблетки 5мг №50 Озон,2023-05-07,141.0,134.0,141.0
Риолма таблетки 50мг №30,2023-05-07,1185.0,834.0,1185.0
Аторвастатин таблетки 80мг №30,2023-05-07,420.0,350.0,420.0
Лозартан таблетки 100мг №90,2023-05-07,534.0,445.0,534.0
Эналаприл таблетки 10мг №50,2023-05-07,173.0,144.0,173.0
Розувастатин таблетки 40мг №30,2023-05-07,739.0,605.0,739.0
Кокарбоксилаза лиофилизат для приготовления раствора для инъекций 50 мг ампулы 2 мл №5 Эллара,2023-05-07,187.0,148.0,187.0
Аторвастатин таблетки 10мг №30,2023-05-07,131.0,102.0,131.0
"Моксонидин таблетки 0,4мг №60",2023-05-07,769.0,615.0,769.0
"Периндоприл Плюс индапамид таблетки 0,625мг+2мг №30",2023-05-07,348.0,290.0,348.0
Фелодипин таблетки 5мг №30,2023-05-07,314.0,261.0,314.0
Риолма таблетки 25мг №30,2023-05-07,991.0,698.0,991.0
"Моксарел таблетки 0,4мг №30",2023-05-07,446.0,435.0,446.0
Доппельгерц Актив Коэнзим Q10 капсулы №30,2023-05-07,790.0,577.0,790.0
Небиволол таблетки 5мг №28,2023-05-07,416.0,310.0,416.0
Амлодипин таблетки 5мг №30,2023-05-07,64.0,58.0,64.0
"Моксонидин таблетки 0,2мг №30",2023-05-07,272.0,224.0,272.0
Магния сульфат раствор для инъекций 25% ампулы 5мл №10,2023-05-07,33.0,30.0,33.0
Аторвастатин таблетки 40мг №30,2023-05-07,344.0,196.0,344.0
Розувастатин таблетки 5мг №30,2023-05-07,295.0,243.0,295.0
Корвалол капли для приема внутрь флакон 25мл,2023-05-07,34.0,24.0,34.0
"Моксарел таблетки 0,2мг №30",2023-05-07,276.0,261.0,276.0
"Карведилол таблетки 12,5мг №30",2023-05-07,227.0,178.0,227.0
Аторис таблетки 10мг №90,2023-05-07,544.0,400.0,544.0
Розувастатин таблетки 5мг №30,2023-05-07,376.0,245.0,376.0
"Моксонидин таблетки 0,4мг №30",2023-05-07,418.0,335.0,418.0
Роксера таблетки 10мг №30,2023-05-07,778.0,494.0,778.0
Эналаприл таблетки 10мг №20,2023-05-07,86.0,81.0,86.0
Карведилол таблетки 25мг №30,2023-05-07,279.0,250.0,279.0
Аторис таблетки 20мг №30,2023-05-07,384.0,256.0,384.0
"Моксонидин таблетки 0,4мг №60",2023-05-07,626.0,292.0,626.0
Аторвастатин таблетки 20мг №30,2023-05-07,219.0,183.0,219.0
Розулип Плюс капсулы 20мг+10мг №30,2023-05-07,1916.0,1438.0,1916.0
Каптоприл таблетки 25мг №20,2023-05-07,90.0,75.0,90.0
Липобон таблетки 10мг №30,2023-05-07,719.0,506.0,719.0
Телмисартан таблетки 80мг №28,2023-05-07,433.0,306.0,433.0
Лозартан таблетки 50мг №30,2023-05-07,161.0,94.0,161.0
Атероклефит капли для приема внутрь флакон 100мл,2023-05-07,235.0,235.0,392.0
Эналаприл таблетки 20мг №50,2023-05-07,210.0,166.0,210.0
Аторвастатин таблетки 40мг №30,2023-05-07,318.0,286.0,318.0
Амлодипин таблетки 10мг №60 Озон,2023-05-07,180.0,150.0,180.0
Розувастатин таблетки 10мг №90,2023-05-07,502.0,413.0,502.0
Амлодипин таблетки 5мг №30,2023-05-07,87.0,62.0,87.0
Розулип Плюс капсулы 10мг+10мг №30,2023-05-07,1448.0,1087.0,1448.0
Валсартан таблетки 160мг №30,2023-05-07,368.0,303.0,368.0
Лизиноприл таблетки 5мг №30,2023-05-07,77.0,73.0,77.0
"Моксонидин таблетки 0,2мг №60",2023-05-07,304.0,244.0,304.0
Эзетимиб таблетки 10мг №30,2023-05-07,610.0,508.0,610.0
Бисопролол таблетки 5мг №30 Озон,2023-05-07,103.0,89.0,103.0
Аторвастатин таблетки 10мг №30,2023-05-07,144.0,121.0,144.0
Де - Криз таблетки 5мг+10мг №30,2023-05-07,432.0,360.0,432.0
"Периндоприл Плюс таблетки 1,25мг+4мг №30",2023-05-07,378.0,313.0,378.0
Розувастатин таблетки 5мг №90,2023-05-07,699.0,582.0,699.0
Метопролол таблетки 50мг №60,2023-05-07,105.0,94.0,105.0
Метопролол таблетки 100мг №30,2023-05-07,134.0,126.0,134.0
Аторис таблетки 10мг №30,2023-05-07,188.0,126.0,188.0
Роксера таблетки 5мг №30,2023-05-07,637.0,404.0,637.0
Эналаприл таблетки 20мг №20,2023-05-07,120.0,110.0,120.0
Эналаприл таблетки 20мг №20,2023-05-07,114.0,108.0,114.0
Розувастатин таблетки 5мг №30,2023-05-07,205.0,168.0,205.0
"Моксонидин Реневал таб. 0,4мг №60",2023-05-07,409.0,277.0,409.0
"Моксонидин таблетки 0,2мг №60",2023-05-07,495.0,340.0,495.0
Бисопролол таблетки 10мг №30 Озон,2023-05-07,180.0,150.0,180.0
Метопролол таблетки 50мг №30,2023-05-07,247.0,231.0,247.0
Аторис таблетки 30мг №30,2023-05-07,450.0,299.0,450.0
"Периндоприл Плюс таблетки 2,5мг+8мг №30",2023-05-07,360.0,288.0,360.0
Эналаприл таблетки 5мг №50,2023-05-07,117.0,104.0,117.0
Аторис таблетки 40мг №30,2023-05-07,421.0,283.0,421.0
Телмисартан таблетки 80мг №30,2023-05-07,353.0,294.0,353.0
Лозартан таблетки 50мг №30,2023-05-07,119.0,113.0,119.0
Вальсакор Н таблетки 160мг+12.5мг №90,2023-05-07,1276.0,869.0,1276.0
Периндоприл таблетки 8мг №30 Пранафарм,2023-05-07,288.0,139.0,288.0
Анаприлин таблетки 40мг №50,2023-05-07,57.0,53.0,57.0
Амлодипин - Периндоприл таблетки 5мг+5мг №30,2023-05-07,478.0,348.0,478.0
Бетаксолол таблетки 20мг №30,2023-05-07,630.0,524.0,630.0
Фозиноприл таблетки 20мг №30,2023-05-07,579.0,473.0,579.0
Горпилс пастилки Ментол и эвкалипт №24,2023-05-07,155.0,124.0,155.0
АнвиМакс порошок для приготовления раствора для приема внутрь Мед/лимон пакетики №3,2023-05-07,190.0,130.0,190.0
"Риномарис спрей назальный 0,05% флакон 15мл",2023-05-07,168.0,125.0,168.0
Аква марис Норм спрей назальный флакон 50мл,2023-05-07,435.0,294.0,435.0
Колдрекс МаксГрипп порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,715.0,529.0,715.0
"Нафтизин Реневал капли назальные 0,1% фл. 25мл",2023-05-07,75.0,60.0,75.0
Линкас пастилки Плющ+Солодка №18,2023-05-07,187.0,138.0,187.0
Аква марис Эктоин спрей назальный флакон 20мл,2023-05-07,708.0,408.0,708.0
Бронхонорм сироп флакон 100мл,2023-05-07,118.0,98.0,118.0
Спрей для полости рта Эвкалипт 50мл,2023-05-07,148.0,118.0,148.0
Сироп Плюща флакон 150мл,2023-05-07,223.0,223.0,318.0
"Ксилометазолин капли назальные 0,1% флакон 15мл",2023-05-07,38.0,35.0,38.0
Панавир Инлайт с ксилитом спрей для полости рта 40мл,2023-05-07,420.0,332.0,420.0
Гербион сироп первоцвета флакон 150мл,2023-05-07,449.0,320.0,449.0
Антиорвин таблетки №60,2023-05-07,158.0,158.0,225.0
Кетопрофен раствор для полоскания 16мг/мл флакон 150мл,2023-05-07,301.0,247.0,301.0
Колдрекс хотрем порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,621.0,380.0,621.0
"Оксифрин капли назальные 0,01% флакон-капельница 5мл",2023-05-07,222.0,185.0,222.0
Фарингосепт таблетки Лимон №20,2023-05-07,353.0,208.0,353.0
Бромгексин таблетки 8мг №20,2023-05-07,68.0,54.0,68.0
Амброксол таблетки 30мг №20,2023-05-07,127.0,96.0,127.0
Мукоцил Солюшн Таблетс таблетки диспергируемые 600мг №10,2023-05-07,150.0,120.0,150.0
Сироп Первоцвета флакон 150мл,2023-05-07,167.0,167.0,238.0
Простолор капли назальные 10мл,2023-05-07,174.0,174.0,248.0
"Кватран ксило капли назальные 0,05% тюбик-капельница 15мл",2023-05-07,75.0,60.0,75.0
Аскорил Экспекторант сироп флакон 200мл,2023-05-07,687.0,472.0,687.0
Джосет сироп флакон 100 мл,2023-05-07,282.0,199.0,282.0
Аскорил Экспекторант сироп флакон 100мл,2023-05-07,522.0,368.0,522.0
Горячее питье БерриВитС Малина и мёд стик 5г №20,2023-05-07,256.0,204.0,256.0
Амброксол таблетки 30мг №50,2023-05-07,223.0,210.0,223.0
Горячее питье БерриВитС Малина и мёд стик 5г №10,2023-05-07,188.0,148.0,188.0
Таблетки от кашля таблетки №20,2023-05-07,63.0,48.0,63.0
Нафтизин Реневал капли назальные 0.05% флакон 25мл,2023-05-07,75.0,59.0,75.0
Джосет Актив таблетки №20,2023-05-07,366.0,251.0,366.0
Оралсепт спрей флакон 30мл,2023-05-07,458.0,326.0,458.0
Солодки корня сироп 100г,2023-05-07,41.0,29.0,41.0
Пертуссин сироп флакон 100мл,2023-05-07,46.0,34.0,46.0
Геделикс капли флакон 50мл,2023-05-07,519.0,359.0,519.0
Амброксол таблетки 30мг №30,2023-05-07,172.0,163.0,172.0
Амбробене сироп 15мг/5мл флакон 100мл,2023-05-07,122.0,108.0,122.0
"Вибронорм капли назальные 0,25мг/мл+2,5 мг/мл флакон 15мл",2023-05-07,350.0,291.0,350.0
Кофасма сироп флакон 100мл,2023-05-07,198.0,150.0,198.0
Тантум верде таблетки Мята №20,2023-05-07,420.0,254.0,420.0
Эвкалипт таблетки для рассасывания №20,2023-05-07,80.0,80.0,132.0
Мукоцил Солюшн Таблетс таблетки диспергируемые 200мг №20,2023-05-07,100.0,80.0,100.0
Пертуссин сироп флакон 100мл,2023-05-07,112.0,89.0,112.0
"Амбробене раствор для ингаляций 7,5мг/мл флакон 100мл",2023-05-07,163.0,133.0,163.0
Нафтизин Реневал капли назальные 0.05% флакон 20мл,2023-05-07,74.0,52.0,74.0
Люголя спрей флакон 50мл,2023-05-07,108.0,103.0,108.0
Геделикс сироп флакон 200мл,2023-05-07,933.0,675.0,933.0
Бронхобос сироп 250мг/5мл флакон 200мл,2023-05-07,644.0,462.0,644.0
"Амброксол раствор для ингаляций 7,5мг/мл флакон 100мл",2023-05-07,169.0,144.0,169.0
Бронхобос сироп 125мг/5мл флакон 200мл,2023-05-07,624.0,448.0,624.0
Пропосол спрей флакон 50г,2023-05-07,210.0,155.0,210.0
Амбробене таблетки 30мг №20,2023-05-07,134.0,114.0,134.0
Пертуссин сироп флакон стекло 100мл Флора Кавказа,2023-05-07,46.0,34.0,46.0
Солодки корня сироп стекло 100г,2023-05-07,42.0,28.0,42.0
Арепливир таблетки 200мг №40,2023-05-07,3787.0,2600.0,3787.0
Аскорил таблетки №10,2023-05-07,373.0,220.0,373.0
Лазолван сироп 15мг/5мл флакон 100мл Лесная ягода,2023-05-07,223.0,177.0,223.0
Пектусин таблетки №20,2023-05-07,99.0,78.0,99.0
Лазолван Макс капсулы 75мг №10,2023-05-07,240.0,217.0,240.0
Флуимуцил ИТ лиофилизат для приготовления раствора для инъекций и ингаляций №3,2023-05-07,2455.0,2098.0,2455.0
"Амбробене раствор для ингаляций 7,5мг/мл флакон 40мл",2023-05-07,118.0,112.0,118.0
Амброксол Реневал таблетки 30мг №20,2023-05-07,124.0,103.0,124.0
Флуифорт гранулы для приготовления суспензии для приема внутрь пакеты  №10,2023-05-07,657.0,452.0,657.0
Кетопрофен-Лор раствор для полоскания 16мг/мл флакон 200мл,2023-05-07,500.0,370.0,500.0
Флуимуцил раствор для внутривенного введения ингаляций 10% амп. 3мл №5,2023-05-07,85.0,80.0,85.0
Кандибиотик капли ушные флакон 5мл,2023-05-07,607.0,433.0,607.0
Лимфомиозот капли флакон 30мл,2023-05-07,901.0,602.0,901.0
"Полидекса капли ушные флакон 10,5мл",2023-05-07,547.0,341.0,547.0
"Лимфомиозот раствор для инъекций ампулы 1,1мл №5",2023-05-07,822.0,613.0,822.0
Отофа капли ушные флакон 10мл,2023-05-07,203.0,173.0,203.0
Анауран капли ушные флакон 25мл,2023-05-07,514.0,358.0,514.0
Софрадекс глазные и ушные капли флакон 5мл,2023-05-07,402.0,275.0,402.0
Виброцил капли назальные флакон 15мл,2023-05-07,524.0,313.0,524.0
"Отривин спрей назальный 0,1% флакон 10мл Ментол/эвкалипт",2023-05-07,210.0,173.0,210.0
Эргоферон таблетки для рассасывания №20,2023-05-07,612.0,374.0,612.0
Терафлю порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,735.0,483.0,735.0
Терафлю порошок для приготовления раствора для приема внутрь Лимон пакетики №14,2023-05-07,983.0,620.0,983.0
Анаферон детский таблетки для рассасывания №20,2023-05-07,407.0,261.0,407.0
Фервекс порошок для приготовления раствора для приема внутрь Малина пакетики №8,2023-05-07,504.0,362.0,504.0
Цитовир-3 сироп для приема внутрь флакон 50мл,2023-05-07,586.0,378.0,586.0
Фервекс порошок для приготовления раствора для приема внутрь детский Малина пакетики №8,2023-05-07,432.0,330.0,432.0
Терафлю экстра порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,842.0,515.0,842.0
Ингавирин сироп 30мг/5мл флакон 90мл,2023-05-07,871.0,676.0,871.0
"Отривин Экспресс спрей назальный 0,05% флакон 10мл",2023-05-07,423.0,303.0,423.0
Энгистол таблетки №50,2023-05-07,657.0,490.0,657.0
Отривин Комплекс спрей назальный флакон 10мл,2023-05-07,416.0,278.0,416.0
Ингавирин капсулы 90мг №10,2023-05-07,832.0,574.0,832.0
Терафлю порошок для приготовления раствора для приема внутрь Лимон пакетики №4,2023-05-07,388.0,236.0,388.0
Цитовир-3 капсулы №12,2023-05-07,582.0,356.0,582.0
Виброцил спрей назальный флакон 15мл,2023-05-07,574.0,369.0,574.0
Ингавирин капсулы 60мг №10,2023-05-07,688.0,556.0,688.0
Анаферон таблетки для рассасывания №20,2023-05-07,418.0,264.0,418.0
Оциллококцинум гранулы гомеопатические №6,2023-05-07,779.0,495.0,779.0
Амброксол таблетки 30мг №50,2023-05-07,267.0,215.0,267.0
Тантум верде спрей флакон 30мл,2023-05-07,580.0,395.0,580.0
Оциллококцинум гранулы гомеопатические №12,2023-05-07,1167.0,854.0,1167.0
Стрепсилс таблетки для рассасывания Интенсив Мед+Лимон №24,2023-05-07,442.0,306.0,442.0
Лактобаланс капсулы №7,2023-05-07,649.0,470.0,649.0
Масло облепиховое Алтай элитное 180мг% фл. 100мл,2023-05-07,428.0,328.0,428.0
Солгар Артишока листьев эсктракт капсулы №60,2023-05-07,1307.0,1089.0,1307.0
Релифипин гель для ректального применения 20г,2023-05-07,934.0,676.0,934.0
Фитолакс таблетки №20,2023-05-07,278.0,180.0,278.0
Маалокс суспензия 15мл пакетики №6,2023-05-07,342.0,229.0,342.0
Гастерол таблетки №20,2023-05-07,56.0,56.0,81.0
Урдокса капсулы 250мг №100,2023-05-07,1584.0,1117.0,1584.0
Сенна экстракт Форте 100 мг таблетки №40,2023-05-07,108.0,88.0,108.0
Алесорб Энтеросорбент Гель+ лимон пакет 10г №18,2023-05-07,328.0,288.0,328.0
Расторопши пятнистой шрот пакет 100г,2023-05-07,68.0,58.0,68.0
Моделакс - Н раствор ректальный 5мл №2,2023-05-07,243.0,163.0,243.0
Эубикор порошок 3г №60,2023-05-07,527.0,329.0,527.0
Антарейт таблетки жевательные 800мг/40мг №12,2023-05-07,312.0,180.0,312.0
Гутафлос капли флакон 15мл,2023-05-07,228.0,188.0,228.0
Жидкий сорбент порошок саше 7г №10 лимон,2023-05-07,268.0,228.0,268.0
Адеметионин 400мг таблетки №30,2023-05-07,1198.0,988.0,1198.0
Алмагель суспензия для приема внутрь саше 10мл №10,2023-05-07,373.0,219.0,373.0
Везигамп таблетки 10мг №30,2023-05-07,785.0,567.0,785.0
Эзомепразол таблетки 40мг №28,2023-05-07,430.0,295.0,430.0
Нольпаза таблетки 20мг №56,2023-05-07,662.0,422.0,662.0
Энтеродез порошок 5г №3,2023-05-07,360.0,285.0,360.0
Алмагель Нео суспензия саше 10мл №10,2023-05-07,399.0,276.0,399.0
Лактулоза сироплакс флакон 200мл,2023-05-07,228.0,198.0,228.0
Гепатрин капсулы №60,2023-05-07,849.0,463.0,849.0
Лактобактерии рамнозус-СМ порошок 1г саше №10,2023-05-07,365.0,260.0,365.0
Масло облепиховое 50мг% капсулы №60,2023-05-07,188.0,158.0,188.0
Новокаин суппозитории ректальные 100мг №10,2023-05-07,82.0,65.0,82.0
Урцевел капсулы 250мг №50,2023-05-07,590.0,472.0,590.0
Гастрасан Экспресс таблетки жевательные Мята №12,2023-05-07,133.0,105.0,133.0
Ульблок капсулы 10мг №28,2023-05-07,369.0,269.0,369.0
Масло расторопши капсулы 1360мг №90,2023-05-07,298.0,248.0,298.0
Слабилен таблетки 5мг №50,2023-05-07,586.0,408.0,586.0
Эссенциальные фосфолипиды р-р для внутривенного введения 50мг/мл. 5мл. ампулы №5,2023-05-07,996.0,830.0,996.0
Биобаланс Иммунотайм порошок для приготовления раствора для внутреннего применения 4г саше №30,2023-05-07,277.0,235.0,277.0
Гастрасан Экспресс таблетки жевательные Апельсин №12,2023-05-07,133.0,105.0,133.0
Фамотидин таблетки 40мг №20,2023-05-07,46.0,42.0,46.0
Комплекс Фосфолипидов плюс капсулы №30,2023-05-07,348.0,298.0,348.0
Папаверин суппозитории ректальные 20мг №10,2023-05-07,96.0,64.0,96.0
Омез капсулы 20мг №30,2023-05-07,228.0,140.0,228.0
Урдокса капсулы 250мг №50,2023-05-07,791.0,589.0,791.0
Нольпаза таблетки 20мг №28,2023-05-07,401.0,230.0,401.0
Гидрасек капсулы 100мг №10,2023-05-07,543.0,378.0,543.0
Ренни таблетки жевательные Ментол №24,2023-05-07,345.0,345.0,628.0
Касторовое масло капсулы №100,2023-05-07,153.0,132.0,153.0
Масло расторопши капсулы №100,2023-05-07,78.0,62.0,78.0
Сорбектин порошок саше для детей 4г №10,2023-05-07,143.0,143.0,238.0
Нольпаза таблетки 40мг №56,2023-05-07,871.0,553.0,871.0
Эманера капсулы 40мг №28,2023-05-07,450.0,300.0,450.0
Гепцифол экспресс лиофилизат для приготовления раствора для внутривенного и внутримышечного введения 400мг флакон №5,2023-05-07,1433.0,1078.0,1433.0
Лактитол порошок для приготовления раствора для приема внутрь 6г пакеты №15,2023-05-07,288.0,238.0,288.0
Касторовое масло флакон 30мл,2023-05-07,72.0,57.0,72.0
Нольпаза таблетки 20мг №14,2023-05-07,176.0,96.0,176.0
Сенна+ таблетки №40,2023-05-07,98.0,78.0,98.0
Эзомепразол таблетки 20мг №28,2023-05-07,206.0,122.0,206.0
Адеметионин 400мг таблетки №15,2023-05-07,598.0,498.0,598.0
Нольпаза таблетки 40мг №28,2023-05-07,492.0,300.0,492.0
Бисакодил таблетки 5мг №30,2023-05-07,22.0,21.0,22.0
Фамотидин таблетки 20мг №20,2023-05-07,26.0,23.0,26.0
Регулакс Пикосульфат капли флакон 20мл,2023-05-07,429.0,315.0,429.0
Эманера капсулы 20мг №28,2023-05-07,229.0,167.0,229.0
Слабилен таблетки 5мг №10,2023-05-07,238.0,140.0,238.0
Масло тыквенное капсулы 340мг №100,2023-05-07,95.0,95.0,158.0
Необиотик Лактобаланс капсулы №10,2023-05-07,649.0,649.0,866.0
Бефунгин раствор для приема внутрь флакон 100мл,2023-05-07,195.0,195.0,325.0
Белластезин таблетки №10,2023-05-07,121.0,87.0,121.0
Дицетел таблетки 100мг №20,2023-05-07,907.0,663.0,907.0
Ланцид капсулы 30мг №30,2023-05-07,631.0,506.0,631.0
Вазелиновое масло флакон 25мл,2023-05-07,60.0,46.0,60.0
Эманера капсулы 20мг №14,2023-05-07,110.0,84.0,110.0
Вазелиновое масло флакон 100мл Южфарм,2023-05-07,121.0,81.0,121.0
Ланцид Кит набор таблетки и капсулы №56,2023-05-07,1220.0,869.0,1220.0
Лактулоза премиум порошок для приготовления раствора для приема внутрь  саше №4,2023-05-07,99.0,99.0,194.0
Пилобакт таблетки комбинированный таблетки и капсулы №42,2023-05-07,1886.0,1391.0,1886.0
Форлакс для детей порошок для приготовления раствора для приема внутрь 4г пакет №20,2023-05-07,277.0,215.0,277.0
Хайрабезол таблетки 10мг №15,2023-05-07,463.0,276.0,463.0
Форлакс порошок для приготовления раствора для приема внутрь 10г пакет №20,2023-05-07,301.0,204.0,301.0
Урсодез капсулы 250мг №50,2023-05-07,734.0,594.0,734.0
Легалон капсулы 140мг №30,2023-05-07,940.0,686.0,940.0
Легалон капсулы 70мг №60,2023-05-07,825.0,602.0,825.0
Нексиум таблетки 20мг №28,2023-05-07,252.0,179.0,252.0
Эсслиал форте капсулы 300мг №30,2023-05-07,349.0,349.0,538.0
Самеликс таблетки 400мг №20,2023-05-07,1319.0,1095.0,1319.0
Легалон капсулы 70мг №30,2023-05-07,536.0,377.0,536.0
Эсслиал форте капсулы 300мг №90,2023-05-07,990.0,990.0,1230.0
Париет таблетки 20мг №14,2023-05-07,2956.0,2084.0,2956.0
Месакол таблетки 400мг №50,2023-05-07,767.0,596.0,767.0
Релиф суппозитории ректальные №10,2023-05-07,693.0,502.0,693.0
Салофальк таблетки 500мг №50,2023-05-07,936.0,784.0,936.0
Драмина таблетки 50мг №10,2023-05-07,253.0,170.0,253.0
Релиф Адванс суппозитории ректальные №10,2023-05-07,961.0,541.0,961.0
Бифиформ капсулы №30,2023-05-07,940.0,686.0,940.0
Энтерофурил суспензия для приема внутрь 200мг/5мл фл. 90мл,2023-05-07,664.0,475.0,664.0
Креон капсулы 10000 ЕД №50 Германия,2023-05-07,544.0,517.0,544.0
Мяты перечной настойка флакон 25мл,2023-05-07,59.0,38.0,59.0
Лоперамид капсулы 2мг №30,2023-05-07,113.0,90.0,113.0
Фестал таблетки №40,2023-05-07,428.0,261.0,428.0
Энтерофурил капсулы 200мг №16,2023-05-07,535.0,400.0,535.0
Дазолик таблетки 500мг №10,2023-05-07,594.0,412.0,594.0
Дюспаталин капсулы 200мг №30,2023-05-07,692.0,604.0,692.0
Дротаверин Реневал таблетки 40мг №56,2023-05-07,171.0,151.0,171.0
Ксефокам лиофилизат для инъекций 8мг флакон №5,2023-05-07,1791.0,1190.0,1791.0
Папаверин таблетки 40мг №20,2023-05-07,60.0,39.0,60.0
Терафлю экстра порошок для приготовления раствора для приема внутрь Лимон пакетики №10,2023-05-07,842.0,515.0,842.0
Анальгин таблетки 500мг №10,2023-05-07,44.0,29.0,44.0
Вольтарен ТТС пластырь 30мг/сутки №2,2023-05-07,419.0,250.0,419.0
Апизартрон мазь 20г,2023-05-07,506.0,410.0,506.0
"Дискус композитум раствор для инъекций ампулы 2,2мл №5",2023-05-07,2074.0,1584.0,2074.0
Терафлю порошок для приготовления раствора для приема внутрь Лимон пакетики №4,2023-05-07,388.0,236.0,388.0
Долобене гель 45г,2023-05-07,632.0,439.0,632.0
"Цель Т раствор для инъекций ампулы 2,2мл №5",2023-05-07,1482.0,1132.0,1482.0
Вольтарен ТТС пластырь 15мг/сутки №2,2023-05-07,288.0,215.0,288.0
Ацетилсалициловая кислота таблетки 500мг №20,2023-05-07,21.0,20.0,21.0
Ацетилсалициловая кислота таблетки 500мг №30,2023-05-07,32.0,28.0,32.0
Золотая звезда бальзам жидкий 5мл,2023-05-07,293.0,188.0,293.0
"Траумель С раствор для инъекций ампулы 2,2мл №5",2023-05-07,1173.0,759.0,1173.0
Индовазин гель 45г,2023-05-07,487.0,313.0,487.0
Кофицил-плюс таблетки  №10,2023-05-07,27.0,18.0,27.0
Лошадиная Сила Бальзам-гель Разогреватель 125мл,2023-05-07,315.0,315.0,485.0
Фервекс порошок для приготовления раствора для приема внутрь Лимон пакетики №8,2023-05-07,491.0,363.0,491.0
Желчь медицинская флакон 250мл,2023-05-07,303.0,249.0,303.0
Терафлю порошок для приготовления раствора для приема внутрь Лесные ягоды пакетики №10,2023-05-07,831.0,528.0,831.0
Кетонал крем 5% 100г,2023-05-07,838.0,672.0,838.0
Салвисар мазь 25г №2,2023-05-07,432.0,302.0,432.0
Ацетилсалициловая кислота таблетки 500мг №10,2023-05-07,12.0,10.0,12.0
Аэртал крем 60г,2023-05-07,600.0,380.0,600.0
Антифлу Кидс порошок для приготовления раствора для приема внтурь №5,2023-05-07,304.0,203.0,304.0
Кетонал крем 5% 50г,2023-05-07,593.0,424.0,593.0
Вольтарен эмульгель гель 1% 20г,2023-05-07,399.0,220.0,399.0
Дип Рилиф гель 50г,2023-05-07,520.0,357.0,520.0
Дип Рилиф гель 100г,2023-05-07,788.0,561.0,788.0
Кетонал крем 5% 30г,2023-05-07,449.0,312.0,449.0
"Кетонал гель 2,5% 100г",2023-05-07,648.0,469.0,648.0
Нимулид гель 1% туба 30г,2023-05-07,245.0,245.0,377.0
Ибупрофен таб. 200мг №50,2023-05-07,283.0,263.0,283.0
Ибупрофен таблетки 400мг №10,2023-05-07,126.0,100.0,126.0
Ибупрофен таблетки 200мг №20,2023-05-07,124.0,97.0,124.0
Цель Т мазь 50г,2023-05-07,1025.0,748.0,1025.0
Ибупрофен таблетки 200мг №30,2023-05-07,182.0,134.0,182.0
Нурофен экспресс капсулы 200мг №16,2023-05-07,266.0,198.0,266.0
Кеторол Экспресс таблетки диспергируемые 10мг №20,2023-05-07,80.0,64.0,80.0
Нурофен экспресс форте капсулы 400мг №20,2023-05-07,382.0,281.0,382.0
Нурофен экспресс капсулы 200мг №24,2023-05-07,403.0,292.0,403.0
Нурофен экспресс капсулы 200мг №8,2023-05-07,135.0,108.0,135.0
Нурофен экспресс форте капсулы 400мг №10,2023-05-07,198.0,147.0,198.0
Траумель С таблетки №50,2023-05-07,658.0,451.0,658.0
