Форма выпуска,Производитель,list_drugstore,Побочные действия,Противопоказания,"Как принимать, курс приема и дозировка",Показания,Передозировка,Применение при беременности и кормлении грудью,Фармакологическое действие,item_price,Условия отпуска из аптек,Взаимодействие,Действующее вещество,item_name,Состав,availability_pharmacy,Специальные указания,Рекомендации по применению,Страна производства



Лекарственные взаимодействия для амлодипина


Нежелательное одновременное применение


Грейпфрут или грейпфрутовый сок



	 Одновременное применение не рекомендуется, учитывая возможность увеличения биодоступности у некоторых пациентов и усиления антигипертензивного действия.



Одновременное применение, требующее осторожности


Ингибиторы изофермента CYP3A4



	 Одновременное применение с сильными или умеренными ингибиторами изофермента CYP3A4 (ингибиторами протеазы, верапамилом или дилтиаземом, азольными противогрибковыми лекарственными средствами, макролидами, такими как эритромицин или кларитромицин) может привести к значительному увеличению системной экспозиции амлодипина. У пациентов пожилого возраста эти изменения имеют клиническое значение, поэтому необходимы медицинское наблюдение и коррекция дозы.



Индукторы изофермента CYP3A4 (противосудорожные препараты (например, карбамазепин, фенобарбитал, фенитоин, фосфенитоин, примидон), рифампицин, растительные препараты, содержащие Зверобой продырявленный)



	 При одновременном применении индукторов изофермента CYP3A4 концентрация амлодипина в плазме крови может варьироваться. Поэтому показан контроль артериального давления и коррекция дозы амлодипина как во время лечения индукторами изофермента CYP3A4, так и после их отмены, особенно при применении сильных индукторов изофермента CYP3A4 (например, рифампицина, препаратов, содержащих Зверобой продырявленный).



Симвастатин



	 Одновременное повторное применение амлодипина в дозе 10 мг/сут и симвастатина в дозе 80 мг/сут увеличивает экспозицию симвастатина на 77 % по сравнению с таковой при монотерапии симвастатином. Пациентам, получающим амлодипин, рекомендуется применять симвастатин в дозе не более 20 мг/сут.



Дантролен (внутривенное введение)



	 В экспериментах на животных после приема внутрь верапамила и внутривенного введения дантролена наблюдались случаи фибрилляции желудочков с летальным исходом и сердечно-сосудистой недостаточности, ассоциированной с гиперкалиемией. Учитывая риск развития гиперкалиемии, следует избегать одновременного применения блокаторов ""медленных"" кальциевых каналов, в т. ч. амлодипина, у пациентов, склонных к развитию злокачественной гипертермии.



Такролимус



	 При одновременном применении с амлодипином существует риск повышения концентрации такролимуса в плазме крови, но фармакокинетический механизм данного взаимодействия полностью не изучен. Для предупреждения токсического действия такролимуса при одновременном применении с амлодипином следует контролировать концентрацию такролимуса в плазме крови и корректировать дозу такролимуса при необходимости.



Циклоспорин



	 Исследования лекарственного взаимодействия с применением циклоспорина и амлодипина у здоровых добровольцев или других групп пациентов не проводились, кроме пациентов, перенесших трансплантацию почки, у которых наблюдались вариабельные минимальные концентрации (средние значения: 0%-40%) циклоспорина. При одновременном применении амлодипина у пациентов, перенесших трансплантацию почки, следует контролировать концентрацию циклоспорина в плазме крови, и при необходимости снизить его дозу.



Кларитромицин



	 Кларитромицин является ингибитором изофермента CYP3A4. При одновременном применении амлодипина и кларитромицина повышен риск развития артериальной гипотензии. Рекомендуется тщательное медицинское наблюдение за пациентами, получающими амлодипин одновременно с кларитромицином.



Ингибиторы механистической мишени для рапамицина у млекопитающих (mTOR)



	 Ингибиторы mTOR, такие как сиролимус, темсиролимус и эверолимус представляют собой субстраты изофермента CYP3A. Амлодипин является слабым ингибитором изофермента CYP3A. При одновременном применении с ингибиторами mTOR амлодипин может повышать их экспозицию.



Одновременное применение, требующее внимания


Другие



	 В клинических исследованиях амлодипина нет значимого взаимодействия с тиазидными диуретиками, альфа-адреноблокаторами, бета-адреноблокаторами, ингибиторами АПФ, нитратами длительного действия, нитроглицерином для подъязычного применения, дигоксином, варфарином, аторвастатином, силденафилом, маалоксом (алюминий- или магнийсодержащие антацидные препараты, симетикон), циметидином, нестероидными противовоспалительными препаратами (НПВП), антибиотиками и гипогликемическими средствами для приема внутрь.



	 Одновременный прием амлодипина и этанола не влияет на фармакокинетику последнего.



Препараты кальция могут уменьшить эффект БМКК.




	 При одновременном применении БМКК с препаратами лития (для амлодипина данные отсутствуют) возможно усиление проявления их нейротоксичности (тошнота, рвота, диарея, атаксия, тремор, шум в ушах).



Глюкокортикостероиды



	 Снижение антигипертензивного действия (задержка жидкости и ионов натрия в результате действия ( задержка жидкости и ионов натрия в результате действия кортикостероидов).



Лекарственные взаимодействия для валсартана


Одновременное применение противопоказано



	 Одновременное применение АРА II, включая валсартан, с алискиреном и препаратами, содержащими алискирен, противопоказано у пациентов с сахарным диабетом и/или умеренным или тяжелым нарушением функции почек (СКФ менее 60 мл/мин/1,73 м2 площади поверхности тела) и не рекомендуется у других пациентов.




	 Одновременное применение АРА II с ингибиторами АПФ противопоказано у пациентов с диабетической нефропатией и не рекомендуется у других пациентов.



Нежелательное одновременное применение


Литий



	 Одновременное применение с препаратами лития не рекомендуется, т. к. возможно обратимое увеличение концентрации лития в плазме крови и развитие интоксикации. При необходимости одновременного применения с препаратами лития следует тщательно контролировать концентрацию лития в плазме крови. Риск токсических проявлений, связанных с применением препаратов лития, может дополнительно увеличиваться при одновременном применении с препаратом Вамлосет® и диуретиками.




	 Калийсберегающие диуретики, препараты калия, калийсодержащие пищевые добавки и другие лекарственные средства и вещества, которые могут увеличивать содержание калия в сыворотке крови (например, гепарин)




	 При необходимости одновременного применения с препаратами, влияющими на содержание калия, рекомендуется контролировать содержание калия в плазме крови.



Одновременное применение, требующее осторожности


НПВП, в том числе селективные ингибиторы циклооксигеназы-2 (ЦОГ-2), ацетилсалициловая кислота в дозе более 3 г/сут и неселективные НПВП



	 При одновременном применении возможно ослабление антигипертензивного эффекта, увеличение риска развития нарушений функции почек и повышение содержания калия в плазме крови. В начале терапии рекомендуется оценить функцию почек, а также скорректировать нарушения водно-электролитного баланса.



Ингибиторы белков-переносчиков



	 По результатам исследования in vitro валсартан является субстратом для белков- переносчиков OATP1B1 и MRP2. Одновременное применение валсартана с ингибиторами белка-переносчика OATP1B1 (например, рифампицин, циклоспорин) и ингибитором белка-переносчика MRP2 (например, ритонавир) может увеличить системную экспозицию валсартана (Сmах и AUC). Это следует учитывать в начале и при окончании одновременной терапии.



Двойная блокада РААС при применении АРА II, ингибиторов АПФ или алискирена



	 Одновременное применение АРА II с другими препаратами, влияющими на РААС, приводит к увеличению частоты возникновения случаев артериальной гипотензии, гиперкалиемии, нарушения функции почек. Необходимо контролировать показатели артериального давления, функции почек, а также содержание электролитов плазмы крови при применении препарата Вамлосет® с другими препаратами, влияющими на РААС.



Другие





	 При монотерапии валсарганом не выявлено клинически значимых взаимодействий со следующими лекарственными средствами: циметидин, варфарин, фуросемид, дигоксин, атенолол, индометацин, гидрохлоротиазид, амлодипин и глибенкламид.


",Амлодипин + Валсартан,Вамлосет таб п/о 5мг+160мг N90 (КРКА),"


На 1 таблетку 5 мг + 160 мг


Ядро:



Действующне вещества:



	 Амлодипина безилат (амлодипина бесилат) 6,94 мг, эквивалентно амлодипину 5,00 мг




	 Валсартан А, субстанция-гранулы 251,35 мг



[Действующее вещество субстанции-гранул: Валсартан 160,00 мг



Вспомогательные вещества субстанции-гранул: целлюлоза микрокристаллическая, кроскармеллоза натрия, повидон К-25, натрия лаурилсульфат]



Вспомогательные вещества: маннитол, магния стеарат, кремния диоксид коллоидный



Оболочка пленочная:




	 Опадрай II белый1, краситель железа оксид желтый (Е172)


",3,"


Пациенты с гипонатриемией и/или уменьшением ОЦК



	 У пациентов с неосложненной артериальной гипертензией, принимающих терапию комбинацией амлодипин/валсартан, в 0,4% случаев наблюдалась выраженная артериальная гипотензия.




	 У пациентов с активированной РААС (например, у пациентов с дегидратацией и/или гипонатриемией, принимающих диуретики в высоких дозах) при приеме АРА II возможно развитие симптоматической артериальной гипотензии. Перед началом лечения рекомендовано восстановить содержание натрия и/или восполнить ОЦК, в частности, путем уменьшения доз диуретиков или начинать терапию под тщательным медицинским наблюдением.




	 При развитии выраженного снижения АД следует уложить пациента в горизонтальное положение с приподнятыми ногами и при необходимости провести внутривенно инфузию 0,9% раствора натрия хлорида. Терапию препаратом Вамлосет® можно продолжить после стабилизации показателей гемодинамики.



Гиперкалиемия



	 При одновременном применении калийсберегающих диуретиков, препаратов калия, биологически активных добавок, содержащих калий, или других препаратов, способных повышать содержание калия в плазме крови (например, гепарин), следует соблюдать осторожность. Необходимо регулярно контролировать содержание калия в плазме крови.



Стеноз почечной артерии



	 Препарат Вамлосет® следует применять с осторожностью у пациентов с артериальной гипертензией на фоне одностороннего или двустороннего стеноза почечной артерии или стеноза артерии единственной почки, учитывая возможность увеличения сывороточных концентраций мочевины и креатинина.



Состояние после трансплантации почки



	 Безопасность применения комбинации амлодипин/валсартан у пациентов, недавно перенесших трансплантацию почки, не установлена.



Нарушение функции печени



	 Валсартан преимущественно выводится в неизмененном виде с желчью. У пациентов Т1/2 удлиняется, a AUC - увеличивается. Следует соблюдать осторожность при применении препарата Вамлосет® пациентам с легким (5-6 баллов по шкале Чайлд-Пью) или умеренным (7-9 баллов по шкале Чайлд-Пью) нарушением функции печени или обструктивными заболеваниями желчных путей.



Нарушение функции почек



	 Коррекции дозы препарата Вамлосет® у пациентов с легким и умеренным нарушением функции почек не требуется. У пациентов с умеренным нарушением функции почек рекомендуется контроль содержания калия и концентрации креатинина в плазме крови. Одновременное применение АРА II, включая валсартан, или ингибиторов АПФ с алискиреном противопоказано у пациентов с нарушением функции почек (КК менее 60 мл/мин).



Первичный гиперальдостеронизм



	 Учитывая поражение РААС при первичном гиперальдостеронизме, данным пациентам не следует назначать АРА II, в том числе валсартан.



Ангионевротический отек



	 Среди пациентов с ангионевротическим отеком (в том числе отек гортани и голосовых связок, вызывающий обструкцию дыхательных путей и/или отек лица, губ, глотки и/или языка) на фоне терапии препаратом Вамлосет®, наблюдались случаи развития ангионевротического отека в анамнезе, в том числе и на ингибиторы AПФ. При развитии ангионевротического отека следует немедленно отменить препарат и исключить возможность повторного применения.



Сердечная недостаточностъ/перенесенный инфаркт миокарда



	 У пациентов, функция почек которых может зависеть от активности РААС (например, при тяжелой ХСН), терапия ингибиторами АПФ и АРА II сопровождается олигурией и/или нарастанием азотемии, а в редких случаях - острой почечной недостаточностью и/или летальным исходом. Подобные исходы были описаны при применении валсартана. У пациентов с ХСН или перенесенным инфарктом миокарда всегда следует оценивать функцию почек.




	 У пациентов с ХСН неишемической этиологии III-IV функционального класса по классификации NYHA применение амлодипина сопровождалось увеличением частоты развития отека легких по сравнению с плацебо при отсутствии достоверной разницы частоты ухудшения ХСН между двумя группами. Блокаторы ""медленных"" кальциевых каналов, в т. ч. амлодипин, следует применять с осторожностью у пациентов с ХСН, т. к. возможно увеличение риска развития сердечно-сосудистых осложнений и летального исхода.



Стеноз аортального клапана легкой и умеренной степени и митрального клапана, ГОКМП





	 Как и при применении любых вазодилататоров, следует соблюдать осторожность у пациентов с митральным стенозом и аортальным стенозом легкой и умеренной степени, ГОКМП. Комбинация амлодипин/валсартан изучалась только у пациентов с артериальной гипертензией.


",,Россия
"Таблетки, покрытые пленочной оболочкой, 10 мг",Северная Звезда,"[{'name_drugstore': 'Социальная Аптека №169', 'adress_drugstore': 'Астрахань, ул. Адмирала Нахимова, 52', 'workhours_drugstore': 'круглосуточно'}, {'name_drugstore': 'Социальная Аптека №170', 'adress_drugstore': 'Астрахань, ул. Бориса Алексеева, 34А', 'workhours_drugstore': 'пн-вс 08:00-20:00'}, {'name_drugstore': 'Социальная Аптека №171', 'adress_drugstore': 'Астрахань, ул. Бабаевского, 35А', 'workhours_drugstore': 'круглосуточно'}, {'name_drugstore': 'Социальная Аптека №173', 'adress_drugstore': 'Астрахань, ул. Боевая, 74', 'workhours_drugstore': 'пн-вс 08:00-20:00'}, {'name_drugstore': 'Социальная Аптека №174', 'adress_drugstore': 'Астрахань, ул. Кубанская, 66', 'workhours_drugstore': 'пн-вс 08:00-20:00'}, {'name_drugstore': 'Социальная Аптека №176', 'adress_drugstore': 'Астрахань, ул. Победы, 50', 'workhours_drugstore': 'круглосуточно'}, {'name_drugstore': 'Социальная Аптека №177', 'adress_drugstore': 'Астрахань, ул. Софьи Перовской, 79/1', 'workhours_drugstore': 'пн-вс 08:00-20:00'}, {'name_drugstore': 'Социальная Аптека №180', 'adress_drugstore': 'Астрахань, ул. Боевая, 72Б', 'workhours_drugstore': 'пн-вс 08:00-20:00'}, {'name_drugstore': 'Социальная Аптека №181', 'adress_drugstore': 'Астрахань, ул. Ботвина, 22', 'workhours_drugstore': 'пн-вс 08:00-20:00'}, {'name_drugstore': 'Социальная Аптека №182', 'adress_drugstore': 'Астрахань, ул. Курская, 74', 'workhours_drugstore': 'пн-вс 08:00-20:00'}, {'name_drugstore': 'Социальная Аптека №192', 'adress_drugstore': 'Астрахань, ул. Звездная, 49/3', 'workhours_drugstore': 'пн-вс 08:00-21:00'}, {'name_drugstore': 'Социальная Аптека №196', 'adress_drugstore': 'Астрахань, ул. Н. Островского, д.160, корпус 1', 'workhours_drugstore': 'пн-вс 08:00-21:00'}]","



	 Ниже приведен перечень нежелательных реакций, распределенных по системам органов и частоте возникновения (классификация Всемирной организации здравоохранения):




	 часто - от более 1/100 до менее 1/10,




	 нечасто - от более 1/1000 до менее 1/100,




	 редко - от более 1/10000 до менее 1/1000,




	 очень редко - менее 1/10000, включая отдельные сообщения.



Нарушения со стороны нервной системы


Нечасто: головная боль, головокружение;



Редко: сонливость.



Нарушения со стороны сердечно-сосудистой системы


Нечасто: ощущение сердцебиения, тахикардия, ""приливы"" крови к коже лица;



Редко: стенокардия;



Очень редко: обморок, выраженное снижение артериального давления, боль в груди, инфаркт миокарда, у пациентов со стенокардией возможно увеличение частоты, продолжительности и тяжести приступов.



Нарушения со стороны желудочно-кишечного тракта


Редко: тошнота, рвота, диарея, боли в животе, диспепсия;



Очень редко: повышение активности ""печеночных"" ферментов (обратимое).



Нарушения со стороны кожи и подкожных тканей


Редко: кожная сыпь.



Нарушения со стороны скелетно-мышечной и соединительной ткани


Редко: миалгия.



Нарушения со стороны почек и мочевыводящих путей


Редко: поллакиурия (увеличение частоты мочеиспускания).



Нарушения общего характера


Нечасто: периферические отеки;



Редко: астения, повышенная утомляемость;



Очень редко: гиперплазия десен.



Нарушения со стороны иммунной системы:


Очень редко: реакции повышенной чувствительности.


","



	 - Гиперчувствительность к лерканидипину, другим производным дигидропиридинового ряда или любому компоненту препарата;




	 - нелеченная сердечная недостаточность;




	 - нестабильная стенокардия;




	 - обструкция выносящего тракта левого желудочка;




	 - период в течение 1 месяца после перенесенного инфаркта миокарда;




	 - тяжелая печеночная недостаточность;




	 - тяжелая почечная недостаточность (КК менее 30 мл/мин);




	 - беременность и период грудного вскармливания;




	 - применение у женщин детородного возраста, не пользующихся надежной контрацепцией;




	 - возраст до 18 лет (эффективность и безопасность не установлены);




	 - непереносимость лактозы, дефицит лактазы, синдром глюкозо-галактозной мальабсорбции;




	 - одновременный прием с ингибиторами изофермента CYP3A4 (кетоконазол, итраконазол, эритромицин, ритонавир, тролеандомицин) (см. раздел ""Взаимодействие с другими лекарственными средствами"");




	 - одновременный прием с циклоспорином (см. раздел ""Взаимодействие с другими лекарственными средствами "");




	 - одновременный прием с соком грейпфрута (см. раздел ""Взаимодействие с другими лекарственными средствами "").


","



	 Внутрь.




	 Препарат Лерканидипин-СЗ назначают по 10 мг 1 раз в день утром, не менее чем за 15 минут до еды, не разжевывая, запивая достаточным количеством воды.




	 Доза может быть увеличена до 20 мг (в случае, если при приеме 10 мг не достигается ожидаемый эффект). Терапевтическая доза подбирается постепенно, увеличение дозы до 20 мг осуществляется через 2 недели после начала приема препарата.




	 Маловероятно, что эффективность препарата будет возрастать с увеличением дозы более 20 мг в сутки, в то же время повышается риск возникновения побочных эффектов.



Применение у пожилых пациентов



	 Коррекции дозы не требуется, однако, при приеме препарата необходим постоянный контроль состояния пациентов.



Применение у пациентов с нарушениями функции почек или печени



	 При наличии почечной или печеночной недостаточности легкой или средней тяжести, как правило, коррекции дозы не требуется, начальная доза - 10 мг, увеличение дозы до 20 мг в сутки следует проводить с осторожностью. В случае, если антигипертензивный эффект будет слишком сильно выражен, следует снизить дозу.


","

                                        Артериальная гипертензия 1-2 степени.                                    
","


Симптомы



	 Предположительно, в случае передозировки лерканидипина будут наблюдаться симптомы, сходные с таковыми при передозировке других производных дигидропиридина (периферическая вазодилатация с выраженным снижением АД и рефлекторной тахикардией), тошнота.



Лечение



	 Симптоматическое. В случае выраженного снижения АД, потери сознания показана сердечно-сосудистая терапия, при брадикардии - внутривенное введение атропина. Информация об эффективности гемодиализа отсутствует. Учитывая высокую степень связи с белками плазмы крови, диализ может быть неэффективным.




	 Имеются данные о трех случаях передозировки при приеме лерканидипина в дозах 150 мг, 280 мг и 800 мг. Во всех случаях передозировки пациенты остались живы.




	 В случае одновременного приема 150 мг лерканидипина с этанолом (неустановленное количество) наблюдалась сонливость. Лечение: промывание желудка, прием внутрь активированного угля.




	 В случае одновременного приема 280 мг лерканидипина с 5,6 мг моксонидина наблюдались следующие симптомы: кардиогенный шок, выраженная ишемия миокарда, почечная недостаточность легкой степени. Лечение: сердечные гликозиды, диуретики (фуросемид), высокие дозы катехоламинов, плазмозаменители.




	 В случае приема 800 мг лерканидипина наблюдались: тошнота, выраженное снижение АД. Лечение: прием внутрь активированного угля и слабительных средств, внутривенно - допамин.


","


Беременность



	 В исследованиях на животных лерканидипин не оказывал тератогенного действия, однако тератогенные эффекты отмечались при применении других производных дигидропиридина. Поэтому применение препарата Лерканидипин-СЗ при беременности и у женщин детородного возраста, не пользующихся надежной контрацепцией, противопоказано.



Период грудного вскармливания



	 Вследствие высокой липофильности лерканидипина можно предполагать его проникновение в грудное молоко, поэтому применение препарата Лерканидипин-СЗ в период грудного вскармливания противопоказано.


","



	 Блокатор ""медленных"" кальциевых каналов.




	 Лерканидипин является рацемической смесью право- (R) и левовращающихся (S) стереоизомеров, производное 1,4-дигидропиридина, способен избирательно блокировать ток ионов кальция внутрь клеток сосудистой стенки, сердечные клетки и клетки гладкой мускулатуры.




	 Механизм гипотензивного действия обусловлен прямым релаксирующим действием на гладкомышечные клетки сосудов.




	 Обладает пролонгированным антигипертензивным действием. Терапевтический эффект достигается через 5-7 часов после приема внутрь и длительность его сохраняется в течение суток (24 часов).




	 Благодаря высокой селективности к гладкомышечным клеткам сосудов отрицательное инотропное действие отсутствует.




	 Лерканидипин является метаболически нейтральным препаратом и не оказывает существенного воздействия на содержание липопротеинов и аполипопротеинов в сыворотке крови, а также не изменяет липидный профиль у пациентов с артериальной гипертензией.


",312.0,По рецепту,"



	 Препарат нельзя применять одновременно с ингибиторами CYP3A4 (изофермент цитохрома Р450 печени), такими как кетоконазол, итраконазол, эритромицин (увеличивают концентрацию лерканидипина в крови и приводят к потенцированию антигипертензивного эффекта). Противопоказан одновременный прием лерканидипина с циклоспорином так как это приводит к повышению содержания обоих веществ в плазме крови.




	 Лерканидипин нельзя принимать вместе с грейпфрутовым соком, поскольку это приводит к угнетению метаболизма лерканидипина и потенцированию антигипертензивного эффекта.




	 Необходимо соблюдать осторожность при одновременном приеме с такими препаратами, как терфенадин, астемизол, хинидин и антиаритмических препаратов III класса (например, амиодарон).



	 Одновременный прием с противосудорожными препаратами (например, фенитоин, карбамазепин) и рифампицином может привести к снижению концентрации лерканидипина в плазме крови и, в связи с этим, к снижению антигипертензивного эффекта лерканидипина.




	 У пациентов, постоянно принимающих дигоксин, при одновременном применении лерканидипина в дозе 20 мг не было отмечено фармакокинетического взаимодействия. Однако у здоровых добровольцев, которые принимали дигоксин, отмечалось увеличение значения Сmax дигоксина в плазме крови, в среднем, на 33% после приема внутрь натощак 20 мг лерканидипина, при этом AUC и почечный клиренс дигоксина изменялись незначительно. Необходимо контролировать наличие признаков интоксикации дигоксином у пациентов, принимающих одновременно дигоксин и лерканидипин.




	 При одновременном применении лерканидипина в дозе 20 мг с мидазоламом биодоступность лерканидипина у пациентов пожилого возраста может увеличиваться приблизительно на 40%.



Метопролол уменьшает биодоступность лерканидипина на 50%, биодоступность метопролола при этом остается без изменений. Этот эффект может возникать вследствие уменьшения печеночного кровотока, который вызывается бета-адреноблокаторами, поэтому может проявляться также при применении с другими препаратами этой группы.



Циметидин в дозе 800 мг в день не приводит к значительным изменениям концентрации лерканидипина в плазме крови, однако, требуется особая осторожность, так как при более высоких дозах циметидина биодоступность лерканидипина, а следовательно и его антигипертензивный эффект, может возрастать.




	 При одновременном применении лерканидипина (20 мг) и симвастатина (40 мг) значение AUC для симвастатина увеличивалось на 56%, а для его активного метаболита бета-гидроксикислоты - на 28%. При приеме препаратов в разное время суток (лерканидипин - утром, симвастатин - вечером) можно избежать нежелательного взаимодействия.




	 При одновременном применении с флуоксетином (ингибитором изоферментов CYP2D6 и CYP3A4) у пациентов пожилого возраста клинически значимых изменений фармакокинетики лерканидипина не выявлено.




	 Прием лерканидипина одновременно с варфарином не оказывает влияния на фармакокинетику последнего.




	 Лерканидипин может одновременно применяться с бета-адреноблокаторами, диуретиками, ингибиторами ангиотензин-превращающего фермента (АПФ). Этанол может усилить антигипертензивное действие лерканидипина.


",Лерканидипин,Лерканидипин-СЗ таб п/пл/о 10мг N30 (СевернаяЗвезда),"



	 1 таблетка, покрытая пленочной оболочкой, содержит:



дозировка 10 мг


действующее вещество: лерканидипина гидрохлорид - 10 мг;



вспомогательные вещества (ядро): лактозы моногидрат (сахар молочный) - 31,5 мг; целлюлоза микрокристаллическая - 38,5 мг; натрия гликолят крахмала - 15,5 мг; гипромеллоза (гидроксипропилметилцеллюлоза) - 3,5 мг; магния стеарат - 1,0 мг;
