name_item,href_name,price
"Бикситор таблетки покрыт. п/о 120мг, №10",https://vitaexpress.ru/product/biksitor_tabletki_p_o_120mg_10/?origin=catalog,563.0
"Бикситор таблетки покрыт. п/о 60мг, №10",https://vitaexpress.ru/product/biksitor_tab_p_o_60_mg_10/?origin=catalog,332.0
"Бикситор таблетки покрыт. п/о 60мг, №30",https://vitaexpress.ru/product/biksitor_tabletki_p_o_60mg_30/?origin=catalog,744.0
"Бикситор таблетки покрыт. п/о 90мг, №10",https://vitaexpress.ru/product/biksitor_tab_p_o_90_mg_10/?origin=catalog,365.0
"Бикситор таблетки покрыт. п/о 90мг, №30",https://vitaexpress.ru/product/biksitor_tabletki_p_o_90mg_30/?origin=catalog,883.0
"Бом-Бенге мазь д/наружн. прим., 25г",https://vitaexpress.ru/product/bom_benge_maz_25g/?origin=catalog,39.0
"Брал таблетки, №100",https://vitaexpress.ru/product/bral_tab_100/?origin=catalog,497.0
"Брал таблетки, №20",https://vitaexpress.ru/product/bral_tab_20/?origin=catalog,122.0
"Брустан таблетки п/о, №10",https://vitaexpress.ru/product/brustan-tab-p-o-400mg-325mg-10/?origin=catalog,199.0
"Бруфен СР таблетки пролонг.действ.покрыт.об. 800мг, №14",https://vitaexpress.ru/product/brufen_sr_tabletki_800mg_14_175776/?origin=catalog,167.0
"Бруфен СР таблетки с пролонг. высв. покрыт. п/о 800мг, №28",https://vitaexpress.ru/product/brufen_sr_tabletki_800mg_28/?origin=catalog,331.0
"Бутадион-Алиум таблетки 150мг, №20",https://vitaexpress.ru/product/butadion_alium_tabletki_150mg_20/?origin=catalog,180.0
"Бутадион мазь д/наружн. прим. 5%, 20г",https://vitaexpress.ru/product/butadion-maz-5-20g/?origin=catalog,289.0
"Бутадион Озон мазь д/наружн. прим. 5%, 20г",https://vitaexpress.ru/product/butadion_maz_5_20g_ozon/?origin=catalog,205.0
"Быструмгель гель д/наружн. прим. 2,5%, 100г",https://vitaexpress.ru/product/bystrumgel-gel-2-5-100g-obezboliv-protivovosp/?origin=catalog,557.0
"Быструмгель гель д/наружн. прим. 2,5%, 30г",https://vitaexpress.ru/product/bystrumgel-gel-2-5-30g-obezboliv-protivovosp/?origin=catalog,254.0
"Быструмгель гель д/наружн. прим. 2,5%, 50г",https://vitaexpress.ru/product/bystrumgel-gel-2-5-50g-obezboliv-protivovosp/?origin=catalog,279.0
"Велдексал Велфарм раствор д/инъекций 25мг/мл, 2мл №5",https://vitaexpress.ru/product/veldeksal_rastvor_d_inektsiy_25mg_ml_2ml_5/?origin=catalog,225.0
"Велдексал таблетки покрыт. п/о 25мг, №10",https://vitaexpress.ru/product/veldeksal_tabletki_25mg_10/?origin=catalog,329.0
"Випросал В мазь д/наружн. прим., 30г",https://vitaexpress.ru/product/viprosal_v_maz_30g/?origin=catalog,238.0
"Випросал В мазь д/наружн. прим., 50г",https://vitaexpress.ru/product/viprosal_b_maz_50g/?origin=catalog,323.0
"Випросал В мазь д/наружн. прим., 75г",https://vitaexpress.ru/product/viprosal_v_maz_75g/?origin=catalog,530.0
"Вольтарен пластырь трансдермальный 15мг, 2",https://vitaexpress.ru/product/voltaren-plastyr-transdermalnyy-15mg-2/?origin=catalog,246.0
"Вольтарен пластырь трансдермальный 15мг, №5",https://vitaexpress.ru/product/voltaren-plastyr-transdermalnyy-15mg-5/?origin=catalog,548.0
"Вольтарен пластырь трансдермальный 30мг, №2",https://vitaexpress.ru/product/voltaren-plastyr-transdermalnyy-30mg-2/?origin=catalog,350.0
"Вольтарен раствор д/инъекций 75мг/3мл, №5",https://vitaexpress.ru/product/voltaren-r-r-dlya-v-m-inekts-75mg-3ml-5-amp/?origin=catalog,124.0
"Вольтарен суппозитории рект. 100мг, №5",https://vitaexpress.ru/product/voltaren-suppoz-100mg-5/?origin=catalog,277.0
"Вольтарен суппозитории рект. 50мг, №10",https://vitaexpress.ru/product/voltaren-suppoz-50mg-10/?origin=catalog,323.0
"Вольтарен таблетки покрыт.кишечнораств.об. 25мг, №30",https://vitaexpress.ru/product/voltaren_tabletki_25mg_30/?origin=catalog,46.0
"Вольтарен таблетки покрыт.кишечнораств.об. 50мг, №20",https://vitaexpress.ru/product/voltaren-tab-50mg-20/?origin=catalog,55.0
"Вольтарен Эмульгель д/наружн. прим. 1%, 100г",https://vitaexpress.ru/product/voltaren_emulgel_gel_1_100g/?origin=catalog,763.0
"Вольтарен Эмульгель д/наружн. прим. 1%, 20г",https://vitaexpress.ru/product/voltaren_emulgel_1_20g/?origin=catalog,302.0
"Вольтарен Эмульгель д/наружн. прим. 1%, 50г",https://vitaexpress.ru/product/voltaren_emulgel_1_50g/?origin=catalog,459.0
"Вольтарен Эмульгель д/наружн. прим. 2%, 100г",https://vitaexpress.ru/product/voltaren_emulgel_gel_2_100g/?origin=catalog,976.0
"Вольтарен Эмульгель д/наружн. прим. 2%, 150г",https://vitaexpress.ru/product/voltaren_emulgel_2_150/?origin=catalog,1232.0
"Вольтарен Эмульгель д/наружн. прим. 2%, 30г",https://vitaexpress.ru/product/voltaren_emulgel_gel_2_30g/?origin=catalog,485.0
"Вольтарен Эмульгель д/наружн. прим. 2%, 50г",https://vitaexpress.ru/product/voltaren_emulgen_gel_dlya_naruzhnogo_primeneniya_2_50g/?origin=catalog,689.0
"Генитрон раствор д/инъекций 10мг/мл, 1,5мл №5 Велфарм",https://vitaexpress.ru/product/genitron_rastvor_10mg_ml_1_5ml_5/?origin=catalog,581.0
"Гепаксид гель д/наружн. прим., 45г",https://vitaexpress.ru/product/gepaksid_gel_dnaruzh__prim__500_meg_25mgg_150mgg_45g/?origin=catalog,476.0
"Гэвкамен мазь д/наружн. прим. , 25г",https://vitaexpress.ru/product/gevkamen_maz_d_naruzhn_prim_25g/?origin=catalog,144.0
"Дантинорм бэби раствор для приема внутрь 1мл, №10",https://vitaexpress.ru/product/dantinorm-bebi-r-r-d-pr-vn-gomeopat-1ml-10/?origin=catalog,597.0
"Дантинорм бэби раствор для приема внутрь 1мл, №30",https://vitaexpress.ru/product/dantinorm_bebi_r_r_d_pr_vn_gomeopat_1ml_30/?origin=catalog,1264.0
"Дексалгин 25 таблетки п/о 25мг, №10",https://vitaexpress.ru/product/deksalgin-25-tab-p-o-25mg-10-2554/?origin=catalog,458.0
"Дексалгин гранулы д/приг.р-ра д/приема внутрь 25мг, №10",https://vitaexpress.ru/product/deksalgin_gran_d_prig_r_ra_d_pr_vnutr_25mg_10_25mg_10/?origin=catalog,423.0
"Дексалгин раствор д/инъекций 25мг/мл, 2мл №10",https://vitaexpress.ru/product/deksalgin-r-r-dlya-v-v-i-v-m-inek-0-025-ml-2ml-10/?origin=catalog,528.0
"Дексалгин раствор д/инъекций 25мг/мл, 2мл №5",https://vitaexpress.ru/product/deksalgin-r-r-dlya-v-v-i-v-m-inek-25mg-ml-2ml-5/?origin=catalog,277.0
"Декскетопрофен-СЗ таблетки покрыт. п/о 25мг, №10",https://vitaexpress.ru/product/deksketoprofen_sz_tabletki_25mg_10/?origin=catalog,128.0
"Дексонал таблетки п/о 25мг, №10",https://vitaexpress.ru/product/deksonal_tab_p_o_25mg_10_25mg_10/?origin=catalog,380.0
"Дентокинд таблетки для рассасывания, №150",https://vitaexpress.ru/product/dentokind-tab-150-d-rassasyvaniya/?origin=catalog,1096.0
"Диалрапид порошок д/р-ра для приема внутрь 50мг, №9",https://vitaexpress.ru/product/dialrapid_poroshok_900mg_50_mg_9/?origin=catalog,597.0
"Диартрин капсулы 50мг, №30",https://vitaexpress.ru/product/diartrin_kapsuly_50mg_30/?origin=catalog,927.0
"Диафлекс Ромфарм капсулы 50мг, №30",https://vitaexpress.ru/product/diafleks_romfarm_50mg_30_kaps/?origin=catalog,1232.0
"Диклак гель д/наружн. прим. 5%, 100г",https://vitaexpress.ru/product/diklak_gel_5_100g/?origin=catalog,464.0
"Диклак гель д/наружн. прим. 5%, 50г",https://vitaexpress.ru/product/diklak-gel-5-50g/?origin=catalog,314.0
"Дикловит гель д/наружн. прим. 1%, 20г",https://vitaexpress.ru/product/diklovit-gel-1-20g/?origin=catalog,181.0
"Дикловит суппозитории рект. 50мг, №10",https://vitaexpress.ru/product/diklovit-suppoz-rekt-0-05g-10/?origin=catalog,175.0
"Диклоген гель д/наружн. прим. 1%, 50г",https://vitaexpress.ru/product/diklogen_gel_1_50g/?origin=catalog,119.0
"Диклоген гель д/наружн. прим. 5%, 30г",https://vitaexpress.ru/product/diklogen-gel-5-30g/?origin=catalog,131.0
"Диклоген раствор д/инъекций 25мг/мл, 3мл №5",https://vitaexpress.ru/product/diklogen_rastvor_dlya_inektsiy_25mg_ml_3ml_5/?origin=catalog,31.0
"Диклоран Плюс гель д/наружн. прим., 30г",https://vitaexpress.ru/product/dikloran-plyus-gel-30g/?origin=catalog,296.0
"Диклофарм гель д/наружн. прим. 1%, 50г",https://vitaexpress.ru/product/diklofarm_gel_1_50g/?origin=catalog,169.0
"Диклофенак-АКОС гель д/наружн. прим. 5%, 100г",https://vitaexpress.ru/product/diklofenak_akos_gel_5_100g/?origin=catalog,377.0
"Диклофенак Акрихин гель д/наружн. прим. 1%, 40г",https://vitaexpress.ru/product/diklofenak_akrikhin_gel_d_naruzhn_prim_1_40g/?origin=catalog,237.0
"Диклофенак-Альтфарм суппозитории рект. 100мг, №10",https://vitaexpress.ru/product/diklofenak_altfarm_suppozitorii_100mg_10/?origin=catalog,106.0
"Диклофенак Велфарм раствор д/инъекций 25мг/мл, 3мл №10",https://vitaexpress.ru/product/diklofenak_velfarm_rastvor_d_inekts_25mg_ml_3ml_10/?origin=catalog,225.0
"Диклофенак Велфарм раствор д/инъекций 25мг/мл, 3мл №5",https://vitaexpress.ru/product/diklofenak_velfarm_rastvor_dlya_inektsiy_25mg_ml_3ml_5/?origin=catalog,119.0
"Диклофенак гель д/наружн. прим. 1%, 40г, ХЕМОФАРМ",https://vitaexpress.ru/product/diklofenak-gel-1-40g/?origin=catalog,257.0
"Диклофенак гель д/наружн. прим. 5%, 100г",https://vitaexpress.ru/product/diklofenak-gel-5-100g/?origin=catalog,337.0
"Диклофенак Озон гель д/наружн. прим. 1%, 40г",https://vitaexpress.ru/product/diklofenak_gel_1_40g_ozon/?origin=catalog,149.0
"Диклофенак раствор д/инъекций 25мг/мл, 3мл №5",https://vitaexpress.ru/product/diklofenak-r-r-dlya-v-m-vved-25mg-ml-3ml-5-amp/?origin=catalog,47.0
"Диклофенак Реневал таблетки пролонг.действ.покрыт.об. 100мг, №20",https://vitaexpress.ru/product/diklofenak_reneval_tabletki_100mg_20/?origin=catalog,98.0
"Диклофенак ретард таблетки пролонг.действ.покрыт.об. 100мг, №20",https://vitaexpress.ru/product/diklofenak-retard-akrikhin-tab-p-o-prolong-deyst-100mg-20/?origin=catalog,46.0
"Диклофенак суппозитории рект. 100мг, №10",https://vitaexpress.ru/product/diklofenak_suppozitorii_100mg_10/?origin=catalog,120.0
"Диклофенак суппозитории рект. 100мг, №6",https://vitaexpress.ru/product/diklofenak_supp__rekt__100mg__6/?origin=catalog,175.0
"Диклофенак суппозитории рект. 50мг, №10",https://vitaexpress.ru/product/diklofenak_suppozitorii_rektalnye_50mg_10/?origin=catalog,85.0
"Диклофенак суппозитории рект. Алтайвитамины 50мг, №10",https://vitaexpress.ru/product/diklofenak_suppozitorii_50mg_10/?origin=catalog,109.0
"Диклофенак таблетки покрыт.кишечнораств.об. 50мг, №20",https://vitaexpress.ru/product/diklofenak-tab-p-o-50mg-20/?origin=catalog,41.0
"Диклофенак таблетки пролонг.действ.покрыт.об. 100мг, №20",https://vitaexpress.ru/product/diklofenak-tab-p-o-prolong-deyst-100mg-20/?origin=catalog,78.0
"Диклофенак-Тева гель д/наружн. прим. 1%, 100г",https://vitaexpress.ru/product/diklofenak_teva_gel_1_100g/?origin=catalog,369.0
"Диклофенак-Тева гель д/наружн. прим. 1%, 40г",https://vitaexpress.ru/product/diklofenak_teva_gel_1_40g/?origin=catalog,259.0
"Дилакса капсулы 100мг, №10",https://vitaexpress.ru/product/dilaksa-kaps-100mg-10/?origin=catalog,401.0
"Дилакса капсулы 200мг, №10",https://vitaexpress.ru/product/dilaksa-kaps-200mg-10/?origin=catalog,447.0
"Дилакса капсулы 200мг, №30",https://vitaexpress.ru/product/dilaksa-kaps-200mg-30/?origin=catalog,1020.0
"Димексид гель д/наружн. прим. 25%, 30г",https://vitaexpress.ru/product/dimeksid_gel_25_30g_tuba/?origin=catalog,237.0
"Димексид  гель д/наружн. прим. 25%, 50г",https://vitaexpress.ru/product/dimeksid_gel_d_naruzh__prim__25__50g_tuba/?origin=catalog,341.0
"Димексид  концентрат д/р-ра наружн.прим., 100мл",https://vitaexpress.ru/product/dimeksid-konts-t-d-prig-r-ra-d-nar-prim-100ml-18623/?origin=catalog,390.0
"Димексид концентрат д/р-ра наружн.прим. , 100мл",https://vitaexpress.ru/product/dimeksid_kontsentrat_d_r_ra_naruzhn_prim_100ml/?origin=catalog,390.0
"Димексид концентрат д/р-ра наружн.прим., 100мл",https://vitaexpress.ru/product/dimeksid-konts-t-d-prig-r-ra-d-nar-prim-100ml-5402/?origin=catalog,435.0
"Димексид концентрат д/р-ра наружн.прим., 100мл",https://vitaexpress.ru/product/dimeksid_kontsentrat_d_prig_r_ra_d_nar_prim_100ml/?origin=catalog,260.0
"Димексид раствор д/наружн. прим. 25%, 200г",https://vitaexpress.ru/product/dimeksid_rastvor_25_200g/?origin=catalog,279.0
"Дип Рилиф гель д/наружн. прим., 100г",https://vitaexpress.ru/product/dip-rilif-gel-d-naruzhn-primen-100g/?origin=catalog,779.0
"Дип Рилиф гель д/наружн. прим., 50г",https://vitaexpress.ru/product/dip-rilif-gel-d-naruzhn-primen-50g/?origin=catalog,497.0
"Долак раствор д/инъекций 30мг/мл, №10",https://vitaexpress.ru/product/dolak-r-r-d-inekts-30mg-1ml-10-amp/?origin=catalog,99.0
"Долак таблетки 10мг, №20",https://vitaexpress.ru/product/dolak-10mg-20-tab/?origin=catalog,29.0
"Долгит гель д/наружн. прим. 5%, 100г",https://vitaexpress.ru/product/dolgit_gel_5_100g/?origin=catalog,288.0
"Долгит гель д/наружн. прим. 5%, 50г",https://vitaexpress.ru/product/dolgit_gel_5_50gr/?origin=catalog,153.0
"Долгит крем д/наружн. прим. 5%, 100г",https://vitaexpress.ru/product/dolgit_krem_5_100g/?origin=catalog,207.0
"Долгит  крем д/наружн. прим. 5%, 150",https://vitaexpress.ru/product/dolgit_krem_dnaruzh__prim__5_150g/?origin=catalog,364.0
"Долгит крем д/наружн. прим. 5%, 50г",https://vitaexpress.ru/product/dolgit_krem_5_50g/?origin=catalog,140.0
"Долобене гель д/наружн. прим., 45г",https://vitaexpress.ru/product/dolobene_gel_45g_500_250_150mg_45g/?origin=catalog,512.0
"Долобене гель д/наружн. прим., 90г",https://vitaexpress.ru/product/dolobene_gel_90g/?origin=catalog,834.0
"Долококс таблетки покрыт. п/о 60мг, №10",https://vitaexpress.ru/product/dolokoks_tabletki_60mg_10/?origin=catalog,239.0
"Долококс таблетки покрыт. п/о 90мг, №10",https://vitaexpress.ru/product/dolokoks_tabletki_90mg_10/?origin=catalog,289.0
"Долококс таблетки покрыт. п/о 90мг, №30",https://vitaexpress.ru/product/dolokoks_tabletki_90mg_30/?origin=catalog,671.0
"Долонит-Мосфарма гель д/наружн. прим., 30г",https://vitaexpress.ru/product/dolonit_mosfarma_gel_30g/?origin=catalog,323.0
"Долонит-Мосфарма гель д/наружн. прим., 50г",https://vitaexpress.ru/product/dolonit_mosfarma_gel_50g/?origin=catalog,635.0
"Желчь медицинская эмульсия для наружн. прим., 250мл",https://vitaexpress.ru/product/zhelch-med-250ml/?origin=catalog,293.0
"Ибуклин таблетки п/о 400+325мг, №10",https://vitaexpress.ru/product/ibuklin-tab-p-o-400mg-325mg-10-vzr-ibuprofen-paratset/?origin=catalog,159.0
"Ибуклин Экспресс порошок д/р-ра для приема внутрь 400мг+325мг, №6",https://vitaexpress.ru/product/ibuklin_ekspress_poroshok_d_prig_r_ra_d_pr_vnutr_400mg_325mg_6/?origin=catalog,139.0
"Ибуклин Экспресс порошок д/р-ра для приема внутрь 400мг+325мг, №9",https://vitaexpress.ru/product/ibuklin_ekspress_poroshok_d_prig_r_ra_d_pr_vnutr_400mg_325mg_9/?origin=catalog,185.0
"Ибуклин юниор таблетки диспергируемые 100мг/125мг, №20",https://vitaexpress.ru/product/ibuklin-tab-disperg-d-detey-100mg-125mg-20/?origin=catalog,126.0
"Ибупрофен Велфарм таблетки покрыт. п/о 200мг, №20",https://vitaexpress.ru/product/ibuprofen_velfarm_tabletki_200mg_20/?origin=catalog,129.0
"Ибупрофен Велфарм таблетки покрыт. п/о 400мг, №20",https://vitaexpress.ru/product/ibuprofen_velfarm_tabletki_400mg_20/?origin=catalog,247.0
"Ибупрофен гель д/наружн. прим. 5%, 50г Озон",https://vitaexpress.ru/product/ibuprofen-gel-5-50g/?origin=catalog,92.0
"Ибупрофен гель д/наружн. прим. Вертекс 5%, 50г",https://vitaexpress.ru/product/ibuprofen_gel_50g/?origin=catalog,90.0
"Ибупрофен капсулы 200мг, №20",https://vitaexpress.ru/product/ibuprofen-kaps-200-mg-20/?origin=catalog,175.0
"Ибупрофен таблетки п/о 200мг, №20",https://vitaexpress.ru/product/ibuprofen-tab-p-o-0-2g-20-11708/?origin=catalog,19.0
"Ибупрофен таблетки п/о 200мг, №50",https://vitaexpress.ru/product/ibuprofen-tab-p-o-0-2-50/?origin=catalog,33.0
"Ибупрофен-Хемофарм таблетки п/о 400мг, №30",https://vitaexpress.ru/product/ibuprofen-khemofarm-400mg-30-tab-p-o/?origin=catalog,76.0
"Индовазин гель д/наружн. прим., 45г",https://vitaexpress.ru/product/indovazin-gel-45g/?origin=catalog,374.0
"Индометацин 100  Берлин-Хеми суппозитории рект. 100мг, №10",https://vitaexpress.ru/product/indometatsin_100_supp__rekt__100mg__10_berlin__khemi/?origin=catalog,739.0
"Индометацин-Альтфарм суппозитории рект. 100мг, №10",https://vitaexpress.ru/product/indometatsin-altfarm-suppoz-100mg-10/?origin=catalog,110.0
"Индометацин-Альтфарм суппозитории рект. 50мг, №10",https://vitaexpress.ru/product/indometatsin-altfarm-suppoz-50mg-10/?origin=catalog,106.0
"Индометацин Берлин-Хеми суппозитории рект. 50мг, №10",https://vitaexpress.ru/product/indometatsin-suppoz-50mg-10/?origin=catalog,443.0
"Индометацин мазь д/наружн. прим. 10%, 30г",https://vitaexpress.ru/product/indometatsin_maz_10_30g/?origin=catalog,72.0
"Индометацин Озон мазь д/наружн. прим. 10%, 40г",https://vitaexpress.ru/product/indometatsin_maz_d_nar_prim_10_40g_ozon/?origin=catalog,159.0
"Индометацин Озон таблетки покрыт.кишечнораств.об. 25мг, №30",https://vitaexpress.ru/product/indometatsin_25mg_30/?origin=catalog,85.0
"Индометацин Софарма мазь д/наружн. прим. 10%, 40г",https://vitaexpress.ru/product/indometatsin-sofarma-maz-d-nar-prim-10-40g/?origin=catalog,135.0
"Индометацин Софарма таблетки покрыт. кишечнораств. плен. об. 25мг, №30",https://vitaexpress.ru/product/indometatsin-sofarma-tab-p-o-25mg-30/?origin=catalog,60.0
"Индометацин суппозитории рект. 100мг, №10",https://vitaexpress.ru/product/indometatsin_suppozitorii_100mg_10/?origin=catalog,220.0
"Индометацин суппозитории рект. 100мг, №10 Биосинтез",https://vitaexpress.ru/product/indometatsin-suppoz-100mg-10-21162/?origin=catalog,67.0
"Индометацин суппозитории рект. 50мг, №10",https://vitaexpress.ru/product/indometatsin_suppozitorii_50mg_10/?origin=catalog,180.0
"Ифимол (парацетамол) раствор д/инфузий 10мг/мл, 100мл",https://vitaexpress.ru/product/ifimol_paratsetamol_rastvor_dlya_infuziy_10mg_ml_100ml/?origin=catalog,85.0
"Ихтиол суппозитории рект. 200мг, №10",https://vitaexpress.ru/product/ikhtiol_200mg_10/?origin=catalog,107.0
"Ихтиол суппозитории рект. 200мг, №10",https://vitaexpress.ru/product/ikhtiol-suppoz-rekt-200mg-10-8373/?origin=catalog,139.0
"Калмирекс раствор д/инъекций, 1мл №10",https://vitaexpress.ru/product/kalmireks_r_r_d_inekts_1ml_10_amp/?origin=catalog,927.0
"Калмирекс раствор д/инъекций, 1мл №5",https://vitaexpress.ru/product/kalmireks_r_r_d_v_v_i_v_m_vved_1ml_5_amp/?origin=catalog,464.0
"Калмирекс табс таблетки покрыт. п/о 150мг, №30",https://vitaexpress.ru/product/kalmireks_tabs_tabletki_pokryt_p_o_150mg_30/?origin=catalog,366.0
"Калмирекс табс таблетки покрыт. п/о 50мг, №30",https://vitaexpress.ru/product/kalmireks_tabletki_50mg_30/?origin=catalog,333.0
"Камфорная мазь д/наружн. прим. 10%, 25г",https://vitaexpress.ru/product/kamfornaya_maz_d_nar_prim_10_25g/?origin=catalog,65.0
"Камфорное масло 10%, 30мл, Тульская ф-ка",https://vitaexpress.ru/product/kamfornoe-maslo-10-30ml-33891/?origin=catalog,46.0
"Камфорный спирт раствор д/наружн. прим. спиртовой 10%, 40мл",https://vitaexpress.ru/product/kamfornyy_spirt_10_40ml/?origin=catalog,44.0
"Капсикам мазь д/наружн. прим., 50г",https://vitaexpress.ru/product/kapsikam_maz_50g/?origin=catalog,447.0
"Каффетин лайт таблетки, №12",https://vitaexpress.ru/product/kaffetin-layt-tabl-12/?origin=catalog,175.0
"Кетанов МД таблетки диспергируемые 10мг, №20",https://vitaexpress.ru/product/ketanov_md_tabletki_dispergiruemye_20/?origin=catalog,139.0
"Кетанов раствор д/инъекций 30мг/мл, 1мл №10",https://vitaexpress.ru/product/ketanov-r-r-d-inekts-v-m-30mg-1ml-10-amp/?origin=catalog,112.0
"Кетанов таблетки п/о 10мг, №20",https://vitaexpress.ru/product/ketanov-tab-p-o-10mg-20/?origin=catalog,58.0
"Кетанов таблетки покрыт. п/о 10мг, №100",https://vitaexpress.ru/product/ketanov-tab-p-o-10mg-100-974/?origin=catalog,237.0
"Кетодексал раствор д/инъекций 25мг/мл, 2мл №5",https://vitaexpress.ru/product/ketodeksal_r_r_dlya_v_v_i_v_m_inek_25mg_ml_2ml_5/?origin=catalog,202.0
"Кетокам таблетки п/о 10мг, №20",https://vitaexpress.ru/product/ketokam-tab-10mg-20/?origin=catalog,53.0
"Кетолак таблетки покрыт. п/о 10мг, №20",https://vitaexpress.ru/product/ketolak-tab-p-o-10mg-20/?origin=catalog,47.0
"Кетонал Актив Плюс гран. д/р-ра для приема внутрь 80мг, №12",https://vitaexpress.ru/product/ketonal_aktiv_plyus_granuly_d_pr_r_ra_d_pr_vn_80mg_12/?origin=catalog,307.0
"Кетонал гель д/наружн. прим. 2,5%, 100г",https://vitaexpress.ru/product/ketonal-gel-2-5-100g/?origin=catalog,537.0
"Кетонал гель д/наружн. прим. 2,5%, 50г",https://vitaexpress.ru/product/ketonal-gel-2-5-50g/?origin=catalog,431.0
"Кетонал Дуо капсулы с модиф. высвоб. 150мг, №30",https://vitaexpress.ru/product/ketonal_duo_kapsuly_150mg_30_170883/?origin=catalog,237.0
"Кетонал капсулы 50мг, №25",https://vitaexpress.ru/product/ketonal-kaps-50mg-25/?origin=catalog,103.0
"Кетонал крем д/наружн. прим. 5%, 100г",https://vitaexpress.ru/product/ketonal_krem_5_100g/?origin=catalog,707.0
"Кетонал крем д/наружн. прим. 5%, 30г",https://vitaexpress.ru/product/ketonal-krem-5-30g/?origin=catalog,374.0
"Кетонал крем д/наружн. прим. 5%, 50г",https://vitaexpress.ru/product/ketonal-krem-5-50g/?origin=catalog,530.0
"Кетонал раствор д/инъекций 50мг/мл, 2мл №10",https://vitaexpress.ru/product/ketonal-r-r-d-v-v-i-v-m-vv-50mg-ml-2-ml-10-amp/?origin=catalog,237.0
"Кетонал раствор д/инъекций 50мг/мл, 2мл №5",https://vitaexpress.ru/product/ketonal_rastvor_dlya_inektsiy_50mg_ml_2ml_5/?origin=catalog,106.0
"Кетонал суппозитории рект. 100мг, №12",https://vitaexpress.ru/product/ketonal_suppozitorii_100mg_12/?origin=catalog,246.0
"Кетонал таблетки покрыт. п/о 100мг, №20",https://vitaexpress.ru/product/ketonal_tab__po_100mg__20/?origin=catalog,158.0
"Кетопровел таблетки п/о 100мг, №20",https://vitaexpress.ru/product/ketoprovel_tabletki_100mg_20/?origin=catalog,119.0
"Кетопровел таблетки покрыт. п/о 100мг, №30",https://vitaexpress.ru/product/ketoprovel_tabletki_100mg_30/?origin=catalog,171.0
"Кетопрофен-АКОС гель д/наружн. прим.  5%, 100г",https://vitaexpress.ru/product/ketoprofen_akos_gel_dnaruzh__prim__5_100g/?origin=catalog,377.0
"Кетопрофен Велфарм таблетки покрыт. п/о  100мг, №20",https://vitaexpress.ru/product/ketoprofen_tab__po_100mg__20/?origin=catalog,119.0
"Кетопрофен-Вертекс гель д/наружн. прим. 2,5%, 50г",https://vitaexpress.ru/product/ketoprofen-gel-2-5-50g/?origin=catalog,205.0
"Кетопрофен Вертекс гель д/наружн. прим. 5%, 30г",https://vitaexpress.ru/product/ketoprofen_verteks_gel_5_30g/?origin=catalog,260.0
"Кетопрофен-Вертекс гель д/наружн. прим. 5%, 50г",https://vitaexpress.ru/product/ketoprofen_gel_5_50g/?origin=catalog,309.0
"Кетопрофен гель д/наружн. прим. 2,5%, 100г",https://vitaexpress.ru/product/ketoprofen_gel_2_5_100g/?origin=catalog,439.0
"Кетопрофен капсулы 50мг, №20",https://vitaexpress.ru/product/ketoprofen_kapsuly_50mg_20/?origin=catalog,101.0
"Кетопрофен Лор раствор 16мг/мл, 200мл",https://vitaexpress.ru/product/ketoprofen_lor_rastvor_16mg_ml_200ml/?origin=catalog,503.0
"Кетопрофен МВ таблетки с модиф. высвоб. 150мг, №20",https://vitaexpress.ru/product/ketoprofen_mv_tabletki_150mg_20/?origin=catalog,241.0
"Кетопрофен раствор д/инъекций 50мг/мл, 2мл №10",https://vitaexpress.ru/product/ketoprofen_rastvor_d_inektsiy_50mg_ml_2ml_10/?origin=catalog,184.0
"Кетопрофен раствор д/инъекций 50мг/мл, 2мл №10",https://vitaexpress.ru/product/ketoprofen_r_r_dlya_v_v_v_m_50_mg_ml_2_ml_10_amp/?origin=catalog,207.0
"Кетопрофен суппозитории рект. 100мг, №10",https://vitaexpress.ru/product/ketoprofen-supp-rekt-100mg-10/?origin=catalog,170.0
"Кетопрофен таблетки п/о 100мг, №20",https://vitaexpress.ru/product/ketoprofen_tabletki_100mg_20/?origin=catalog,145.0
"Кеторолак Велфарм раствор д/инъекций 30мг/мл, 1мл №10",https://vitaexpress.ru/product/ketorolak_rastvor_30mg_ml_1ml_10/?origin=catalog,89.0
"Кеторолак раствор д/инъекций 30мг/мл, 1мл №10",https://vitaexpress.ru/product/ketorolak_r_r_dlya_v_m_vvedeniya_30_mg_ml_1_ml_amp_10/?origin=catalog,124.0
"Кеторолак таблетки покрыт. п/о 10мг, №28",https://vitaexpress.ru/product/ketorolak_tabletki_10mg_28/?origin=catalog,74.0
"Кеторол гель д/наружн. и местн. прим. 2%, 50г",https://vitaexpress.ru/product/ketorol_gel_2_50g/?origin=catalog,422.0
"Кеторол гель д/наружн. прим. 2%, 30г",https://vitaexpress.ru/product/ketorol-gel-2-30g/?origin=catalog,341.0
"Кеторол раствор д/инъекций 30мг, 1мл №10",https://vitaexpress.ru/product/ketorol-r-r-d-v-v-i-v-m-vved-30mg-1ml-10-amp/?origin=catalog,128.0
"Кеторол Экспресс таблетки диспергируемые 10мг, №20",https://vitaexpress.ru/product/ketorol_ekspress_dispergiruemye_tab_10_mg_20/?origin=catalog,71.0
"Кетофрил таблетки п/о 10мг, №20",https://vitaexpress.ru/product/ketofril-tab-p-o-10mg-20/?origin=catalog,87.0
