count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13,product_group_14,product_group_15,product_group_16,product_group_17,product_group_18,product_group_19,product_group_20,product_group_21,product_group_22
15_2023-05-07,"Моксонидин таблетки 0,4мг №30",2023-05-07,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],"['Физиотенз', 'Моксонитекс', 'Тензотран']",['Моксонидин'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.4мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16_2023-05-07,Фуросемид раствор для инъекций 10мг/мл ампулы 2мл №10,2023-05-07,['Эссенциальная [первичная] гипертензия'],['Фуросемид'],[],['Фуросемид'],"['ОАО ""Дальхимфарм""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Фуросемид'],['10мг/мл'],['Мочегонные средства (Диуретики)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17_2023-05-07,Роксера таблетки 5мг №90,2023-05-07,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Розувастатин'],['Крестор'],['Роксера'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['5мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18_2023-05-07,Амлодипин таблетки 10мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],"['Калчек', 'Амлотоп', 'Норваск', 'Нормодипин', 'Тенокс']",['Амлодипин'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19_2023-05-07,"Индапамид ретард таблетки 1,5мг №30",2023-05-07,['Эссенциальная [первичная] гипертензия'],['Индапамид'],['Арифон ретард'],['Индапамид ретард'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Индапамид'],['1.5мг'],['Мочегонные средства (Диуретики)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20_2023-05-07,"Моксонидин таблетки 0,4мг №60",2023-05-07,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],"['Физиотенз', 'Моксонитекс', 'Тензотран']",['Моксонидин'],"['ЗАО ""Северная Звезда""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.4мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21_2023-05-07,Симвастатин таблетки 20мг №30,2023-05-07,"['Инфаркт мозга', 'Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия', 'Другие нарушения обмена липопротеидов', 'Преходящие транзиторные церебральные ишемические приступы [атаки] и родственные синдромы']",['Симвастатин'],"['Вазилип', 'Зокор', 'Симвагексал', 'Симвор']",['Симвастатин'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Симвастатин'],['20мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22_2023-05-07,Розувастатин таблетки 5мг №30,2023-05-07,"['Атеросклероз', 'Ишемическая болезнь сердца', 'Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Розувастатин'],"['Акорта', 'Кардиолип', 'Крестор', 'Мертенил', 'Розарт', 'Липопрайм', 'Реддистатин', 'Розистарк', 'Розукард', 'Розулип', 'Роксера', 'Сувардио', 'Тевастор']",['Розувастатин'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['5мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_2023-05-07,Каптоприл таблетки 25мг №40,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Каптоприл'],['Капотен'],['Каптоприл'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Каптоприл'],['25мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_2023-05-07,Леспефлан флакон 100мл,2023-05-07,['Хроническая болезнь почек'],['Леспедезы двухцветной побеги'],[],['Леспефлан'],"['ОАО ""Дальхимфарм""']",['Россия'],['Раствор для приема внутрь'],['Без рецепта'],['15-25 С'],['Леспедезы двухцветной побеги'],['Отсутствует'],['Мочегонные средства (Диуретики)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_2023-05-07,Бисопролол таблетки 5мг №50 Озон,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Бисопролол'],"['Арител', 'Биол', 'Конкор', 'Бипрол', 'Кординорм', 'Коронал', 'Нипертен', 'Бисогамма']",['Бисопролол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Бисопролол'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_2023-05-07,Риолма таблетки 50мг №30,2023-05-07,"['Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эплеренон'],[],['Риолма'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эплеренон'],['50мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_2023-05-07,Аторвастатин таблетки 80мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],"['Липримар', 'Аторис', 'Тулип', 'Торвакард']",['Аторвастатин'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['80мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_2023-05-07,Лозартан таблетки 100мг №90,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лозартан'],"['Блоктран', 'Вазотенз', 'Козаар', 'Лозап', 'Лозарел', 'Лориста', 'Презартан']",['Лозартан'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан'],['100мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_2023-05-07,Эналаприл таблетки 10мг №50,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],"['Берлиприл', 'Рениприл', 'Ренитек', 'Эднит', 'Энам', 'Энап']",['Эналаприл'],"['ООО ""Изварино Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['10мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_2023-05-07,Розувастатин таблетки 40мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Розувастатин'],"['Акорта', 'Кардиолип', 'Крестор', 'Мертенил', 'Розарт', 'Липопрайм', 'Реддистатин', 'Розистарк', 'Розукард', 'Розулип', 'Роксера', 'Сувардио', 'Тевастор']",['Розувастатин'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['40мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_2023-05-07,Кокарбоксилаза лиофилизат для приготовления раствора для инъекций 50 мг ампулы 2 мл №5 Эллара,2023-05-07,"['Хроническая болезнь почек', 'Инсулинзависимый сахарный диабет с комой', 'Инсулинзависимый сахарный диабет с кетоацидозом', 'Инсулиннезависимый сахарный диабет с комой', 'Инсулиннезависимый сахарный диабет с кетоацидозом']",['Кокарбоксилаза'],[],['Кокарбоксилаза'],"['ООО ""Эллара""']",['Россия'],['Лиофилизат для приготовления раствора для инъекций'],['Рецептурный'],['Не выше 10 C'],['Кокарбоксилаза'],['50мг'],['Прочие средства в кардиологии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32_2023-05-07,Аторвастатин таблетки 10мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],"['Липримар', 'Аторис', 'Тулип', 'Торвакард']",['Аторвастатин'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['10мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_2023-05-07,"Моксонидин таблетки 0,4мг №60",2023-05-07,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],"['Физиотенз', 'Моксонитекс', 'Тензотран']",['Моксонидин'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.4мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_2023-05-07,"Периндоприл Плюс индапамид таблетки 0,625мг+2мг №30",2023-05-07,['Эссенциальная [первичная] гипертензия'],"['Индапамид', 'Периндоприл']","['Коперинева', 'Нолипрел']",['Периндоприл Плюс'],"['ООО ""Изварино Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Индапамид+Периндоприл'],['0.625мг+2мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35_2023-05-07,Фелодипин таблетки 5мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]']",['Фелодипин'],"['Фелодип', 'Плендил']",['Фелодипин'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Фелодипин'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36_2023-05-07,Риолма таблетки 25мг №30,2023-05-07,"['Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эплеренон'],[],['Риолма'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 30 С'],['Эплеренон'],['25мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37_2023-05-07,"Моксарел таблетки 0,4мг №30",2023-05-07,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],"['Физиотенз', 'Моксонитекс', 'Тензотран']",['Моксарел'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.4мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38_2023-05-07,Доппельгерц Актив Коэнзим Q10 капсулы №30,2023-05-07,['Ожирение'],['Коэнзим Q10'],[],['Доппельгерц'],['Queisser Pharma GmbH/ Квайссер Фарма ГмбХ'],['Германия'],['Капсулы'],['Без рецепта'],['Не выше 25 С'],['Коэнзим Q10'],['30мг'],['Прочие средства (Витамины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_2023-05-07,Небиволол таблетки 5мг №28,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность']",['Небиволол'],"['Небилет', 'Бинелол', 'Небиватор', 'Небилонг']",['Небиволол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Небиволол'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40_2023-05-07,Амлодипин таблетки 5мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],"['Калчек', 'Амлотоп', 'Норваск', 'Нормодипин', 'Тенокс']",['Амлодипин'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41_2023-05-07,"Моксонидин таблетки 0,2мг №30",2023-05-07,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],"['Физиотенз', 'Моксонитекс', 'Тензотран']",['Моксонидин'],"['АО ""Акрихин ХФК""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.2мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42_2023-05-07,Магния сульфат раствор для инъекций 25% ампулы 5мл №10,2023-05-07,"['Запор', 'Холецистит', 'Эпилепсия', 'Преждевременные роды', 'Задержка мочи']",['Магния сульфат'],[],['Магния сульфат раствор'],"['ООО ""Гротекс""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 30 С'],['Магния сульфат'],['250мг/мл'],['Прочие средства в кардиологии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43_2023-05-07,Аторвастатин таблетки 40мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],"['Липримар', 'Аторис', 'Тулип', 'Торвакард']",['Аторвастатин'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['40мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44_2023-05-07,Розувастатин таблетки 5мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Розувастатин'],[],['Розувастатин'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['5мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45_2023-05-07,Корвалол капли для приема внутрь флакон 25мл,2023-05-07,"['Неврастения', 'Раздражительность и озлобление', 'Ипохондрическое расстройство', 'Соматоформная дисфункция вегетативной нервной системы', 'Другие уточненные невротические расстройства']","['Мяты перечной масло', 'Фенобарбитал', 'Этилбромизовалерианат']","['Валемедин, Валокордин, Корвалол (ФГА)', 'Корвалол', 'Валосердин', 'Валокордин']",['Корвалол капли'],"['ОАО ""Усолье-Сибирский ХФЗ""']",['Россия'],['Капли для приема внутрь'],['Без рецепта'],['10-25 C'],['Фенобарбитал+Этилбромизовалерианат+Мяты перечной масло'],['1.826г+2г+0.142г'],['Прочие средства в кардиологии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46_2023-05-07,"Моксарел таблетки 0,2мг №30",2023-05-07,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],"['Физиотенз', 'Моксонитекс', 'Тензотран']",['Моксарел'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.2мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47_2023-05-07,"Карведилол таблетки 12,5мг №30",2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Карведилол'],"['Акридилол', 'Дилатренд', 'Карведигамма']",['Карведилол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Карведилол'],['12.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48_2023-05-07,Аторис таблетки 10мг №90,2023-05-07,"['Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],[],['Аторис'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['10мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49_2023-05-07,Розувастатин таблетки 5мг №30,2023-05-07,"['Атеросклероз', 'Ишемическая болезнь сердца', 'Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Розувастатин'],"['Акорта', 'Кардиолип', 'Крестор', 'Мертенил', 'Розарт', 'Липопрайм', 'Реддистатин', 'Розистарк', 'Розукард', 'Розулип', 'Роксера', 'Сувардио', 'Тевастор']",['Розувастатин'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['5мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50_2023-05-07,"Моксонидин таблетки 0,4мг №30",2023-05-07,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],"['Физиотенз', 'Моксонитекс', 'Тензотран']",['Моксонидин'],"['АО ""Акрихин ХФК""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.4мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51_2023-05-07,Роксера таблетки 10мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Розувастатин'],['Крестор'],['Роксера'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['10мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52_2023-05-07,Эналаприл таблетки 10мг №20,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],"['Берлиприл', 'Рениприл', 'Ренитек', 'Эднит', 'Энам', 'Энап']",['Эналаприл'],"['ООО ""Изварино Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53_2023-05-07,Карведилол таблетки 25мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Застойная сердечная недостаточность']",['Карведилол'],"['Акридилол', 'Дилатренд', 'Карведигамма']",['Карведилол'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Карведилол'],['25мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54_2023-05-07,Аторис таблетки 20мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],[],['Аторис'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['20мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55_2023-05-07,"Моксонидин таблетки 0,4мг №60",2023-05-07,['Эссенциальная [первичная] гипертензия'],['Моксонидин'],"['Физиотенз', 'Моксонитекс', 'Тензотран']",['Моксонидин'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Моксонидин'],['0.4мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56_2023-05-07,Аторвастатин таблетки 20мг №30,2023-05-07,"['Атеросклероз', 'Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],"['Липримар', 'Аторис', 'Тулип', 'Торвакард']",['Аторвастатин'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['20мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57_2023-05-07,Розулип Плюс капсулы 20мг+10мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']","['Розувастатин', 'Эзетимиб']",[],['Розулип Плюс'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Капсулы'],['Рецептурный'],['Не выше 25 С'],['Розувастатин+Эзетимиб'],['20мг+10мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58_2023-05-07,Каптоприл таблетки 25мг №20,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Каптоприл'],['Капотен'],['Каптоприл'],"['ООО ""Велфарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Каптоприл'],['25мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59_2023-05-07,Липобон таблетки 10мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Другие гиперлипидемии']",['Эзетимиб'],['Эзетрол'],['Липобон'],['Egis Pharmaceuticals/ Эгис'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эзетимиб'],['10мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60_2023-05-07,Телмисартан таблетки 80мг №28,2023-05-07,['Эссенциальная [первичная] гипертензия'],['Телмисартан'],"['Телзап', 'Телмиста', 'Телпрес', 'Микардис', 'Телсартан']",['Телмисартан'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Телмисартан'],['80мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61_2023-05-07,Лозартан таблетки 50мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Гломерулярные поражения при сахарном диабете (E10-E14+ с общим четвертым знаком .2)']",['Лозартан'],"['Блоктран', 'Вазотенз', 'Козаар', 'Лозап', 'Лозарел', 'Лориста', 'Презартан']",['Лозартан'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Лозартан'],['50мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62_2023-05-07,Атероклефит капли для приема внутрь флакон 100мл,2023-05-07,['Чистая гиперхолестеринемия'],['Клевер луговой трава'],[],['Эвалар'],"['ЗАО ""Эвалар""']",['Россия'],['Капли для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Клевер луговой трава'],['Отсутствует'],['Прочие средства в кардиологии'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63_2023-05-07,Эналаприл таблетки 20мг №50,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Реноваскулярная гипертензия', 'Нестабильная стенокардия', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Эналаприл'],"['Берлиприл', 'Рениприл', 'Ренитек', 'Эднит', 'Энам', 'Энап']",['Эналаприл'],"['ООО ""Изварино Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Эналаприл'],['20мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64_2023-05-07,Аторвастатин таблетки 40мг №30,2023-05-07,"['Атеросклероз', 'Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],"['Липримар', 'Аторис', 'Тулип', 'Торвакард']",['Аторвастатин'],"['ЗАО ""Алси Фарма""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['40мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65_2023-05-07,Амлодипин таблетки 10мг №60 Озон,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],"['Калчек', 'Амлотоп', 'Норваск', 'Нормодипин', 'Тенокс']",['Амлодипин'],"['ООО ""Озон""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['10мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66_2023-05-07,Розувастатин таблетки 10мг №90,2023-05-07,"['Атеросклероз', 'Ишемическая болезнь сердца', 'Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Розувастатин'],"['Акорта', 'Кардиолип', 'Крестор', 'Мертенил', 'Розарт', 'Липопрайм', 'Реддистатин', 'Розистарк', 'Розукард', 'Розулип', 'Роксера', 'Сувардио', 'Тевастор']",['Розувастатин'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['10мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67_2023-05-07,Амлодипин таблетки 5мг №30,2023-05-07,"['Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Нестабильная стенокардия', 'Стенокардия с документально подтвержденным спазмом']",['Амлодипин'],"['Калчек', 'Амлотоп', 'Норваск', 'Нормодипин', 'Тенокс']",['Амлодипин'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин'],['5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68_2023-05-07,Розулип Плюс капсулы 10мг+10мг №30,2023-05-07,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']","['Розувастатин', 'Эзетимиб']",[],['Розулип Плюс'],['Egis Pharmaceuticals/ Эгис'],['Венгрия'],['Капсулы'],['Рецептурный'],['Не выше 30 С'],['Розувастатин+Эзетимиб'],['10мг+10мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
